quarter_id,quarter_label,reference_time,metric_beat,measure_id,status
315,Q316,114.66013605442177,2,M79,VALIDATED_PI_ORIGIN_PROPAGATED
316,Q317,115.03165532879818,3,M79,VALIDATED_PI_ORIGIN_PROPAGATED
317,Q318,115.4031746031746,4,M79,VALIDATED_PI_ORIGIN_PROPAGATED
318,Q319,115.77469387755102,1,M80,VALIDATED_PI_ORIGIN_PROPAGATED
319,Q320,116.14621315192744,2,M80,VALIDATED_PI_ORIGIN_PROPAGATED
320,Q321,116.51773242630385,3,M80,VALIDATED_PI_ORIGIN_PROPAGATED
321,Q322,116.88925170068028,4,M80,VALIDATED_PI_ORIGIN_PROPAGATED
322,Q323,117.26077097505669,1,M81,VALIDATED_PI_ORIGIN_PROPAGATED
323,Q324,117.63229024943311,2,M81,VALIDATED_PI_ORIGIN_PROPAGATED
324,Q325,118.00380952380952,3,M81,VALIDATED_PI_ORIGIN_PROPAGATED
325,Q326,118.37532879818595,4,M81,VALIDATED_PI_ORIGIN_PROPAGATED
326,Q327,118.72362811791383,1,M82,VALIDATED_PI_ORIGIN_PROPAGATED
327,Q328,119.09514739229024,2,M82,VALIDATED_PI_ORIGIN_PROPAGATED
328,Q329,119.44344671201814,3,M82,VALIDATED_PI_ORIGIN_PROPAGATED
329,Q330,119.81496598639455,4,M82,VALIDATED_PI_ORIGIN_PROPAGATED
330,Q331,120.16326530612245,1,M83,VALIDATED_PI_ORIGIN_PROPAGATED
331,Q332,120.53478458049887,2,M83,VALIDATED_PI_ORIGIN_PROPAGATED
332,Q333,120.88308390022675,3,M83,VALIDATED_PI_ORIGIN_PROPAGATED
333,Q334,121.25460317460318,4,M83,VALIDATED_PI_ORIGIN_PROPAGATED
334,Q335,121.60290249433106,1,M84,VALIDATED_PI_ORIGIN_PROPAGATED
335,Q336,121.97442176870749,2,M84,VALIDATED_PI_ORIGIN_PROPAGATED
336,Q337,122.32272108843537,3,M84,VALIDATED_PI_ORIGIN_PROPAGATED
337,Q338,122.6942403628118,4,M84,VALIDATED_PI_ORIGIN_PROPAGATED
338,Q339,123.06575963718821,1,M85,VALIDATED_PI_ORIGIN_PROPAGATED
339,Q340,123.4140589569161,2,M85,VALIDATED_PI_ORIGIN_PROPAGATED
340,Q341,123.78557823129252,3,M85,VALIDATED_PI_ORIGIN_PROPAGATED
341,Q342,124.1338775510204,4,M85,VALIDATED_PI_ORIGIN_PROPAGATED
342,Q343,124.50539682539683,1,M86,VALIDATED_PI_ORIGIN_PROPAGATED
343,Q344,124.85369614512472,2,M86,VALIDATED_PI_ORIGIN_PROPAGATED
344,Q345,125.22521541950114,3,M86,VALIDATED_PI_ORIGIN_PROPAGATED
345,Q346,125.57351473922903,4,M86,VALIDATED_PI_ORIGIN_PROPAGATED
346,Q347,125.94503401360544,1,M87,VALIDATED_PI_ORIGIN_PROPAGATED
347,Q348,126.29333333333334,2,M87,VALIDATED_PI_ORIGIN_PROPAGATED
348,Q349,126.66485260770975,3,M87,VALIDATED_PI_ORIGIN_PROPAGATED
349,Q350,127.01315192743765,4,M87,VALIDATED_PI_ORIGIN_PROPAGATED
350,Q351,127.36145124716553,1,M88,VALIDATED_PI_ORIGIN_PROPAGATED
351,Q352,127.73297052154194,2,M88,VALIDATED_PI_ORIGIN_PROPAGATED
352,Q353,128.08126984126983,3,M88,VALIDATED_PI_ORIGIN_PROPAGATED
353,Q354,128.45278911564625,4,M88,VALIDATED_PI_ORIGIN_PROPAGATED
354,Q355,128.80108843537414,1,M89,VALIDATED_PI_ORIGIN_PROPAGATED
355,Q356,129.17260770975057,2,M89,VALIDATED_PI_ORIGIN_PROPAGATED
356,Q357,129.52090702947845,3,M89,VALIDATED_PI_ORIGIN_PROPAGATED
357,Q358,129.89242630385488,4,M89,VALIDATED_PI_ORIGIN_PROPAGATED
358,Q359,130.24072562358276,1,M90,VALIDATED_PI_ORIGIN_PROPAGATED
359,Q360,130.6122448979592,2,M90,VALIDATED_PI_ORIGIN_PROPAGATED
360,Q361,130.96054421768707,3,M90,VALIDATED_PI_ORIGIN_PROPAGATED
361,Q362,131.3320634920635,4,M90,VALIDATED_PI_ORIGIN_PROPAGATED
362,Q363,131.68036281179138,1,M91,VALIDATED_PI_ORIGIN_PROPAGATED
363,Q364,132.0518820861678,2,M91,VALIDATED_PI_ORIGIN_PROPAGATED
364,Q365,132.4001814058957,3,M91,VALIDATED_PI_ORIGIN_PROPAGATED
365,Q366,132.77170068027212,4,M91,VALIDATED_PI_ORIGIN_PROPAGATED
366,Q367,133.12,1,M92,VALIDATED_PI_ORIGIN_PROPAGATED
367,Q368,133.49151927437643,2,M92,VALIDATED_PI_ORIGIN_PROPAGATED
368,Q369,133.83981859410432,3,M92,VALIDATED_PI_ORIGIN_PROPAGATED
369,Q370,134.2113378684807,4,M92,VALIDATED_PI_ORIGIN_PROPAGATED
370,Q371,134.55963718820863,1,M93,VALIDATED_PI_ORIGIN_PROPAGATED
371,Q372,134.93115646258502,2,M93,VALIDATED_PI_ORIGIN_PROPAGATED
372,Q373,135.27945578231294,3,M93,VALIDATED_PI_ORIGIN_PROPAGATED
373,Q374,135.65097505668933,4,M93,VALIDATED_PI_ORIGIN_PROPAGATED
374,Q375,135.99927437641725,1,M94,VALIDATED_PI_ORIGIN_PROPAGATED
375,Q376,136.37079365079364,2,M94,VALIDATED_PI_ORIGIN_PROPAGATED
376,Q377,136.71909297052153,3,M94,VALIDATED_PI_ORIGIN_PROPAGATED
377,Q378,137.09061224489795,4,M94,VALIDATED_PI_ORIGIN_PROPAGATED
378,Q379,137.43891156462584,1,M95,VALIDATED_PI_ORIGIN_PROPAGATED
379,Q380,137.81043083900227,2,M95,VALIDATED_PI_ORIGIN_PROPAGATED
380,Q381,138.15873015873015,3,M95,VALIDATED_PI_ORIGIN_PROPAGATED
381,Q382,138.50702947845804,4,M95,VALIDATED_PI_ORIGIN_PROPAGATED
382,Q383,138.87854875283446,1,M96,VALIDATED_PI_ORIGIN_PROPAGATED
383,Q384,139.22684807256235,2,M96,VALIDATED_PI_ORIGIN_PROPAGATED
384,Q385,139.59836734693877,3,M96,VALIDATED_PI_ORIGIN_PROPAGATED
385,Q386,139.94666666666666,4,M96,VALIDATED_PI_ORIGIN_PROPAGATED
386,Q387,140.31818594104308,1,M97,VALIDATED_PI_ORIGIN_PROPAGATED
387,Q388,140.6897052154195,2,M97,VALIDATED_PI_ORIGIN_PROPAGATED
388,Q389,141.0380045351474,3,M97,VALIDATED_PI_ORIGIN_PROPAGATED
389,Q390,141.40952380952382,4,M97,VALIDATED_PI_ORIGIN_PROPAGATED
390,Q391,141.78104308390022,1,M98,VALIDATED_PI_ORIGIN_PROPAGATED
391,Q392,142.12934240362813,2,M98,VALIDATED_PI_ORIGIN_PROPAGATED
392,Q393,142.50086167800453,3,M98,VALIDATED_PI_ORIGIN_PROPAGATED
393,Q394,142.87238095238095,4,M98,VALIDATED_PI_ORIGIN_PROPAGATED
394,Q395,143.22068027210884,1,M99,VALIDATED_PI_ORIGIN_PROPAGATED
395,Q396,143.59219954648526,2,M99,VALIDATED_PI_ORIGIN_PROPAGATED
396,Q397,143.94049886621315,3,M99,VALIDATED_PI_ORIGIN_PROPAGATED
397,Q398,144.28879818594103,4,M99,VALIDATED_PI_ORIGIN_PROPAGATED
398,Q399,144.66031746031746,1,M100,VALIDATED_PI_ORIGIN_PROPAGATED
399,Q400,145.00861678004534,2,M100,VALIDATED_PI_ORIGIN_PROPAGATED
400,Q401,145.38013605442177,3,M100,VALIDATED_PI_ORIGIN_PROPAGATED
401,Q402,145.72843537414965,4,M100,VALIDATED_PI_ORIGIN_PROPAGATED
402,Q403,146.09995464852608,1,M101,VALIDATED_PI_ORIGIN_PROPAGATED
403,Q404,146.44825396825397,2,M101,VALIDATED_PI_ORIGIN_PROPAGATED
404,Q405,146.79655328798185,3,M101,VALIDATED_PI_ORIGIN_PROPAGATED
405,Q406,147.16807256235828,4,M101,VALIDATED_PI_ORIGIN_PROPAGATED
406,Q407,147.51637188208616,1,M102,VALIDATED_PI_ORIGIN_PROPAGATED
407,Q408,147.8878911564626,2,M102,VALIDATED_PI_ORIGIN_PROPAGATED
408,Q409,148.23619047619047,3,M102,VALIDATED_PI_ORIGIN_PROPAGATED
409,Q410,148.58448979591836,4,M102,VALIDATED_PI_ORIGIN_PROPAGATED
410,Q411,148.95600907029478,1,M103,VALIDATED_PI_ORIGIN_PROPAGATED
411,Q412,149.30430839002267,2,M103,VALIDATED_PI_ORIGIN_PROPAGATED
412,Q413,149.65260770975055,3,M103,VALIDATED_PI_ORIGIN_PROPAGATED
413,Q414,150.02412698412698,4,M103,VALIDATED_PI_ORIGIN_PROPAGATED
414,Q415,150.3956462585034,1,M104,VALIDATED_PI_ORIGIN_PROPAGATED
415,Q416,150.7439455782313,2,M104,VALIDATED_PI_ORIGIN_PROPAGATED
416,Q417,151.11546485260772,3,M104,VALIDATED_PI_ORIGIN_PROPAGATED
417,Q418,151.48698412698414,4,M104,VALIDATED_PI_ORIGIN_PROPAGATED
418,Q419,151.85850340136054,1,M105,VALIDATED_PI_ORIGIN_PROPAGATED
419,Q420,152.23002267573696,2,M105,VALIDATED_PI_ORIGIN_PROPAGATED
420,Q421,152.6015419501134,3,M105,VALIDATED_PI_ORIGIN_PROPAGATED
421,Q422,152.99628117913832,4,M105,VALIDATED_PI_ORIGIN_PROPAGATED
422,Q423,153.36780045351475,1,M106,VALIDATED_PI_ORIGIN_PROPAGATED
423,Q424,153.73931972789114,2,M106,VALIDATED_PI_ORIGIN_PROPAGATED
424,Q425,154.08761904761906,3,M106,VALIDATED_PI_ORIGIN_PROPAGATED
425,Q426,154.45913832199545,4,M106,VALIDATED_PI_ORIGIN_PROPAGATED
426,Q427,154.83065759637188,1,M107,VALIDATED_PI_ORIGIN_PROPAGATED
427,Q428,155.17895691609976,2,M107,VALIDATED_PI_ORIGIN_PROPAGATED
428,Q429,155.52725623582765,3,M107,VALIDATED_PI_ORIGIN_PROPAGATED
429,Q430,155.89877551020408,4,M107,VALIDATED_PI_ORIGIN_PROPAGATED
430,Q431,156.24707482993196,1,M108,VALIDATED_PI_ORIGIN_PROPAGATED
431,Q432,156.6185941043084,2,M108,VALIDATED_PI_ORIGIN_PROPAGATED
432,Q433,156.96689342403627,3,M108,VALIDATED_PI_ORIGIN_PROPAGATED
433,Q434,157.3384126984127,4,M108,VALIDATED_PI_ORIGIN_PROPAGATED
434,Q435,157.70993197278912,1,M109,VALIDATED_PI_ORIGIN_PROPAGATED
435,Q436,158.08145124716555,2,M109,VALIDATED_PI_ORIGIN_PROPAGATED
436,Q437,158.45297052154194,3,M109,VALIDATED_PI_ORIGIN_PROPAGATED
437,Q438,158.80126984126983,4,M109,VALIDATED_PI_ORIGIN_PROPAGATED
438,Q439,159.17278911564625,1,M110,VALIDATED_PI_ORIGIN_PROPAGATED
439,Q440,159.54430839002268,2,M110,VALIDATED_PI_ORIGIN_PROPAGATED
440,Q441,159.9158276643991,3,M110,VALIDATED_PI_ORIGIN_PROPAGATED
441,Q442,160.264126984127,4,M110,VALIDATED_PI_ORIGIN_PROPAGATED
442,Q443,160.61242630385487,1,M111,VALIDATED_PI_ORIGIN_PROPAGATED
443,Q444,160.9839455782313,2,M111,VALIDATED_PI_ORIGIN_PROPAGATED
444,Q445,161.33224489795919,3,M111,VALIDATED_PI_ORIGIN_PROPAGATED
445,Q446,161.68054421768707,4,M111,VALIDATED_PI_ORIGIN_PROPAGATED
446,Q447,162.0520634920635,1,M112,VALIDATED_PI_ORIGIN_PROPAGATED
447,Q448,162.40036281179138,2,M112,VALIDATED_PI_ORIGIN_PROPAGATED
448,Q449,162.7718820861678,3,M112,VALIDATED_PI_ORIGIN_PROPAGATED
449,Q450,163.14340136054423,4,M112,VALIDATED_PI_ORIGIN_PROPAGATED
450,Q451,163.51492063492063,1,M113,VALIDATED_PI_ORIGIN_PROPAGATED
451,Q452,163.88643990929705,2,M113,VALIDATED_PI_ORIGIN_PROPAGATED
452,Q453,164.23473922902494,3,M113,VALIDATED_PI_ORIGIN_PROPAGATED
453,Q454,164.60625850340136,4,M113,VALIDATED_PI_ORIGIN_PROPAGATED
454,Q455,164.9777777777778,1,M114,VALIDATED_PI_ORIGIN_PROPAGATED
455,Q456,165.34929705215418,2,M114,VALIDATED_PI_ORIGIN_PROPAGATED
456,Q457,165.6975963718821,3,M114,VALIDATED_PI_ORIGIN_PROPAGATED
457,Q458,166.0691156462585,4,M114,VALIDATED_PI_ORIGIN_PROPAGATED
458,Q459,166.41741496598638,1,M115,VALIDATED_PI_ORIGIN_PROPAGATED
459,Q460,166.7889342403628,2,M115,VALIDATED_PI_ORIGIN_PROPAGATED
460,Q461,167.1372335600907,3,M115,VALIDATED_PI_ORIGIN_PROPAGATED
461,Q462,167.4855328798186,4,M115,VALIDATED_PI_ORIGIN_PROPAGATED
462,Q463,167.8338321995465,1,M116,VALIDATED_PI_ORIGIN_PROPAGATED
463,Q464,168.2053514739229,2,M116,VALIDATED_PI_ORIGIN_PROPAGATED
464,Q465,168.5536507936508,3,M116,VALIDATED_PI_ORIGIN_PROPAGATED
465,Q466,168.9251700680272,4,M116,VALIDATED_PI_ORIGIN_PROPAGATED
466,Q467,169.2734693877551,1,M117,VALIDATED_PI_ORIGIN_PROPAGATED
467,Q468,169.621768707483,2,M117,VALIDATED_PI_ORIGIN_PROPAGATED
468,Q469,169.99328798185942,3,M117,VALIDATED_PI_ORIGIN_PROPAGATED
469,Q470,170.3415873015873,4,M117,VALIDATED_PI_ORIGIN_PROPAGATED
470,Q471,170.7131065759637,1,M118,VALIDATED_PI_ORIGIN_PROPAGATED
471,Q472,171.06140589569162,2,M118,VALIDATED_PI_ORIGIN_PROPAGATED
472,Q473,171.43292517006802,3,M118,VALIDATED_PI_ORIGIN_PROPAGATED
473,Q474,171.78122448979593,4,M118,VALIDATED_PI_ORIGIN_PROPAGATED
474,Q475,172.15274376417233,1,M119,VALIDATED_PI_ORIGIN_PROPAGATED
475,Q476,172.5010430839002,2,M119,VALIDATED_PI_ORIGIN_PROPAGATED
476,Q477,172.87256235827664,3,M119,VALIDATED_PI_ORIGIN_PROPAGATED
477,Q478,173.22086167800452,4,M119,VALIDATED_PI_ORIGIN_PROPAGATED
478,Q479,173.59238095238095,1,M120,VALIDATED_PI_ORIGIN_PROPAGATED
479,Q480,173.94068027210884,2,M120,VALIDATED_PI_ORIGIN_PROPAGATED
480,Q481,174.31219954648526,3,M120,VALIDATED_PI_ORIGIN_PROPAGATED
481,Q482,174.68371882086169,4,M120,VALIDATED_PI_ORIGIN_PROPAGATED
482,Q483,175.03201814058957,1,M121,VALIDATED_PI_ORIGIN_PROPAGATED
483,Q484,175.403537414966,2,M121,VALIDATED_PI_ORIGIN_PROPAGATED
484,Q485,175.75183673469388,3,M121,VALIDATED_PI_ORIGIN_PROPAGATED
485,Q486,176.1233560090703,4,M121,VALIDATED_PI_ORIGIN_PROPAGATED
486,Q487,176.4716553287982,1,M122,VALIDATED_PI_ORIGIN_PROPAGATED
487,Q488,176.84317460317462,2,M122,VALIDATED_PI_ORIGIN_PROPAGATED
488,Q489,177.1914739229025,3,M122,VALIDATED_PI_ORIGIN_PROPAGATED
489,Q490,177.5629931972789,4,M122,VALIDATED_PI_ORIGIN_PROPAGATED
490,Q491,177.9112925170068,1,M123,VALIDATED_PI_ORIGIN_PROPAGATED
491,Q492,178.2828117913832,2,M123,VALIDATED_PI_ORIGIN_PROPAGATED
492,Q493,178.63111111111112,3,M123,VALIDATED_PI_ORIGIN_PROPAGATED
493,Q494,179.00263038548752,4,M123,VALIDATED_PI_ORIGIN_PROPAGATED
494,Q495,179.37414965986395,1,M124,VALIDATED_PI_ORIGIN_PROPAGATED
495,Q496,179.72244897959183,2,M124,VALIDATED_PI_ORIGIN_PROPAGATED
496,Q497,180.09396825396826,3,M124,VALIDATED_PI_ORIGIN_PROPAGATED
497,Q498,180.46548752834468,4,M124,VALIDATED_PI_ORIGIN_PROPAGATED
498,Q499,180.83700680272108,1,M125,VALIDATED_PI_ORIGIN_PROPAGATED
499,Q500,181.2085260770975,2,M125,VALIDATED_PI_ORIGIN_PROPAGATED
500,Q501,181.58004535147393,3,M125,VALIDATED_PI_ORIGIN_PROPAGATED
501,Q502,181.9283446712018,4,M125,VALIDATED_PI_ORIGIN_PROPAGATED
502,Q503,182.29986394557824,1,M126,VALIDATED_PI_ORIGIN_PROPAGATED
503,Q504,182.64816326530612,2,M126,VALIDATED_PI_ORIGIN_PROPAGATED
504,Q505,183.01968253968255,3,M126,VALIDATED_PI_ORIGIN_PROPAGATED
505,Q506,183.36798185941043,4,M126,VALIDATED_PI_ORIGIN_PROPAGATED
506,Q507,183.71628117913832,1,M127,VALIDATED_PI_ORIGIN_PROPAGATED
507,Q508,184.0645804988662,2,M127,VALIDATED_PI_ORIGIN_PROPAGATED
508,Q509,184.43609977324263,3,M127,VALIDATED_PI_ORIGIN_PROPAGATED
509,Q510,184.78439909297052,4,M127,VALIDATED_PI_ORIGIN_PROPAGATED
510,Q511,185.15591836734694,1,M128,VALIDATED_PI_ORIGIN_PROPAGATED
511,Q512,185.50421768707483,2,M128,VALIDATED_PI_ORIGIN_PROPAGATED
512,Q513,185.87573696145125,3,M128,VALIDATED_PI_ORIGIN_PROPAGATED
513,Q514,186.24725623582768,4,M128,VALIDATED_PI_ORIGIN_PROPAGATED
514,Q515,186.61877551020407,1,M129,VALIDATED_PI_ORIGIN_PROPAGATED
515,Q516,186.9902947845805,2,M129,VALIDATED_PI_ORIGIN_PROPAGATED
516,Q517,187.36181405895692,3,M129,VALIDATED_PI_ORIGIN_PROPAGATED
517,Q518,187.73333333333332,4,M129,VALIDATED_PI_ORIGIN_PROPAGATED
518,Q519,188.08163265306123,1,M130,VALIDATED_PI_ORIGIN_PROPAGATED
519,Q520,188.45315192743763,2,M130,VALIDATED_PI_ORIGIN_PROPAGATED
520,Q521,188.80145124716555,3,M130,VALIDATED_PI_ORIGIN_PROPAGATED
521,Q522,189.14975056689343,4,M130,VALIDATED_PI_ORIGIN_PROPAGATED
522,Q523,189.49804988662132,1,M131,VALIDATED_PI_ORIGIN_PROPAGATED
523,Q524,189.86956916099774,2,M131,VALIDATED_PI_ORIGIN_PROPAGATED
524,Q525,190.21786848072563,3,M131,VALIDATED_PI_ORIGIN_PROPAGATED
525,Q526,190.5661678004535,4,M131,VALIDATED_PI_ORIGIN_PROPAGATED
526,Q527,190.9144671201814,1,M132,VALIDATED_PI_ORIGIN_PROPAGATED
527,Q528,191.26276643990929,2,M132,VALIDATED_PI_ORIGIN_PROPAGATED
528,Q529,191.6110657596372,3,M132,VALIDATED_PI_ORIGIN_PROPAGATED
529,Q530,191.95936507936509,4,M132,VALIDATED_PI_ORIGIN_PROPAGATED
530,Q531,192.3308843537415,1,M133,VALIDATED_PI_ORIGIN_PROPAGATED
531,Q532,192.6791836734694,2,M133,VALIDATED_PI_ORIGIN_PROPAGATED
532,Q533,193.02748299319728,3,M133,VALIDATED_PI_ORIGIN_PROPAGATED
533,Q534,193.37578231292517,4,M133,VALIDATED_PI_ORIGIN_PROPAGATED
534,Q535,193.72408163265305,1,M134,VALIDATED_PI_ORIGIN_PROPAGATED
535,Q536,194.07238095238094,2,M134,VALIDATED_PI_ORIGIN_PROPAGATED
536,Q537,194.44390022675736,3,M134,VALIDATED_PI_ORIGIN_PROPAGATED
537,Q538,194.79219954648525,4,M134,VALIDATED_PI_ORIGIN_PROPAGATED
538,Q539,195.14049886621316,1,M135,VALIDATED_PI_ORIGIN_PROPAGATED
539,Q540,195.48879818594105,2,M135,VALIDATED_PI_ORIGIN_PROPAGATED
540,Q541,195.86031746031745,3,M135,VALIDATED_PI_ORIGIN_PROPAGATED
541,Q542,196.20861678004536,4,M135,VALIDATED_PI_ORIGIN_PROPAGATED
542,Q543,196.55691609977325,1,M136,VALIDATED_PI_ORIGIN_PROPAGATED
543,Q544,196.90521541950113,2,M136,VALIDATED_PI_ORIGIN_PROPAGATED
544,Q545,197.27673469387756,3,M136,VALIDATED_PI_ORIGIN_PROPAGATED
545,Q546,197.62503401360544,4,M136,VALIDATED_PI_ORIGIN_PROPAGATED
546,Q547,197.97333333333333,1,M137,VALIDATED_PI_ORIGIN_PROPAGATED
547,Q548,198.34485260770975,2,M137,VALIDATED_PI_ORIGIN_PROPAGATED
548,Q549,198.69315192743764,3,M137,VALIDATED_PI_ORIGIN_PROPAGATED
549,Q550,199.06467120181406,4,M137,VALIDATED_PI_ORIGIN_PROPAGATED
550,Q551,199.41297052154195,1,M138,VALIDATED_PI_ORIGIN_PROPAGATED
551,Q552,199.76126984126984,2,M138,VALIDATED_PI_ORIGIN_PROPAGATED
552,Q553,200.13278911564626,3,M138,VALIDATED_PI_ORIGIN_PROPAGATED
553,Q554,200.48108843537415,4,M138,VALIDATED_PI_ORIGIN_PROPAGATED
554,Q555,200.85260770975057,1,M139,VALIDATED_PI_ORIGIN_PROPAGATED
555,Q556,201.20090702947846,2,M139,VALIDATED_PI_ORIGIN_PROPAGATED
556,Q557,201.57242630385488,3,M139,VALIDATED_PI_ORIGIN_PROPAGATED
557,Q558,201.92072562358277,4,M139,VALIDATED_PI_ORIGIN_PROPAGATED
558,Q559,202.26902494331065,1,M140,VALIDATED_PI_ORIGIN_PROPAGATED
559,Q560,202.64054421768708,2,M140,VALIDATED_PI_ORIGIN_PROPAGATED
560,Q561,202.98884353741497,3,M140,VALIDATED_PI_ORIGIN_PROPAGATED
561,Q562,203.33714285714285,4,M140,VALIDATED_PI_ORIGIN_PROPAGATED
562,Q563,203.68544217687074,1,M141,VALIDATED_PI_ORIGIN_PROPAGATED
563,Q564,204.05696145124716,2,M141,VALIDATED_PI_ORIGIN_PROPAGATED
564,Q565,204.40526077097505,3,M141,VALIDATED_PI_ORIGIN_PROPAGATED
565,Q566,204.75356009070296,4,M141,VALIDATED_PI_ORIGIN_PROPAGATED
566,Q567,205.12507936507936,1,M142,VALIDATED_PI_ORIGIN_PROPAGATED
567,Q568,205.47337868480724,2,M142,VALIDATED_PI_ORIGIN_PROPAGATED
568,Q569,205.84489795918367,3,M142,VALIDATED_PI_ORIGIN_PROPAGATED
569,Q570,206.19319727891155,4,M142,VALIDATED_PI_ORIGIN_PROPAGATED
570,Q571,206.56471655328798,1,M143,VALIDATED_PI_ORIGIN_PROPAGATED
571,Q572,206.9362358276644,2,M143,VALIDATED_PI_ORIGIN_PROPAGATED
572,Q573,207.30775510204083,3,M143,VALIDATED_PI_ORIGIN_PROPAGATED
573,Q574,207.67927437641723,4,M143,VALIDATED_PI_ORIGIN_PROPAGATED
574,Q575,208.05079365079365,1,M144,VALIDATED_PI_ORIGIN_PROPAGATED
575,Q576,208.4455328798186,2,M144,VALIDATED_PI_ORIGIN_PROPAGATED
576,Q577,208.817052154195,3,M144,VALIDATED_PI_ORIGIN_PROPAGATED
577,Q578,209.21179138321995,4,M144,VALIDATED_PI_ORIGIN_PROPAGATED
578,Q579,209.58331065759637,1,M145,VALIDATED_PI_ORIGIN_PROPAGATED
579,Q580,209.9548299319728,2,M145,VALIDATED_PI_ORIGIN_PROPAGATED
580,Q581,210.3263492063492,3,M145,VALIDATED_PI_ORIGIN_PROPAGATED
581,Q582,210.69786848072562,4,M145,VALIDATED_PI_ORIGIN_PROPAGATED
582,Q583,211.06938775510204,1,M146,VALIDATED_PI_ORIGIN_PROPAGATED
583,Q584,211.41768707482993,2,M146,VALIDATED_PI_ORIGIN_PROPAGATED
584,Q585,211.78920634920635,3,M146,VALIDATED_PI_ORIGIN_PROPAGATED
585,Q586,212.13750566893424,4,M146,VALIDATED_PI_ORIGIN_PROPAGATED
586,Q587,212.50902494331066,1,M147,VALIDATED_PI_ORIGIN_PROPAGATED
587,Q588,212.85732426303855,2,M147,VALIDATED_PI_ORIGIN_PROPAGATED
588,Q589,213.20562358276644,3,M147,VALIDATED_PI_ORIGIN_PROPAGATED
589,Q590,213.57714285714286,4,M147,VALIDATED_PI_ORIGIN_PROPAGATED
590,Q591,213.92544217687075,1,M148,VALIDATED_PI_ORIGIN_PROPAGATED
591,Q592,214.27374149659863,2,M148,VALIDATED_PI_ORIGIN_PROPAGATED
592,Q593,214.64526077097506,3,M148,VALIDATED_PI_ORIGIN_PROPAGATED
593,Q594,214.99356009070294,4,M148,VALIDATED_PI_ORIGIN_PROPAGATED
594,Q595,215.34185941043083,1,M149,VALIDATED_PI_ORIGIN_PROPAGATED
595,Q596,215.71337868480725,2,M149,VALIDATED_PI_ORIGIN_PROPAGATED
596,Q597,216.06167800453514,3,M149,VALIDATED_PI_ORIGIN_PROPAGATED
597,Q598,216.40997732426302,4,M149,VALIDATED_PI_ORIGIN_PROPAGATED
598,Q599,216.78149659863945,1,M150,VALIDATED_PI_ORIGIN_PROPAGATED
599,Q600,217.12979591836734,2,M150,VALIDATED_PI_ORIGIN_PROPAGATED
600,Q601,217.47809523809525,3,M150,VALIDATED_PI_ORIGIN_PROPAGATED
601,Q602,217.82639455782314,4,M150,VALIDATED_PI_ORIGIN_PROPAGATED
602,Q603,218.19791383219956,1,M151,VALIDATED_PI_ORIGIN_PROPAGATED
603,Q604,218.54621315192745,2,M151,VALIDATED_PI_ORIGIN_PROPAGATED
604,Q605,218.91773242630384,3,M151,VALIDATED_PI_ORIGIN_PROPAGATED
605,Q606,219.28925170068027,4,M151,VALIDATED_PI_ORIGIN_PROPAGATED
606,Q607,219.6607709750567,1,M152,VALIDATED_PI_ORIGIN_PROPAGATED
607,Q608,220.05551020408163,2,M152,VALIDATED_PI_ORIGIN_PROPAGATED
608,Q609,220.45024943310656,3,M152,VALIDATED_PI_ORIGIN_PROPAGATED
609,Q610,220.821768707483,4,M152,VALIDATED_PI_ORIGIN_PROPAGATED
610,Q611,221.1932879818594,1,M153,VALIDATED_PI_ORIGIN_PROPAGATED
611,Q612,221.56480725623584,2,M153,VALIDATED_PI_ORIGIN_PROPAGATED
612,Q613,221.95954648526077,3,M153,VALIDATED_PI_ORIGIN_PROPAGATED
613,Q614,222.3310657596372,4,M153,VALIDATED_PI_ORIGIN_PROPAGATED
614,Q615,222.7025850340136,1,M154,VALIDATED_PI_ORIGIN_PROPAGATED
615,Q616,223.07410430839002,2,M154,VALIDATED_PI_ORIGIN_PROPAGATED
616,Q617,223.4224036281179,3,M154,VALIDATED_PI_ORIGIN_PROPAGATED
617,Q618,223.79392290249433,4,M154,VALIDATED_PI_ORIGIN_PROPAGATED
618,Q619,224.14222222222222,1,M155,VALIDATED_PI_ORIGIN_PROPAGATED
619,Q620,224.51374149659864,2,M155,VALIDATED_PI_ORIGIN_PROPAGATED
620,Q621,224.86204081632653,3,M155,VALIDATED_PI_ORIGIN_PROPAGATED
621,Q622,225.23356009070295,4,M155,VALIDATED_PI_ORIGIN_PROPAGATED
622,Q623,225.58185941043084,1,M156,VALIDATED_PI_ORIGIN_PROPAGATED
623,Q624,225.93015873015872,2,M156,VALIDATED_PI_ORIGIN_PROPAGATED
624,Q625,226.2784580498866,3,M156,VALIDATED_PI_ORIGIN_PROPAGATED
625,Q626,226.64997732426303,4,M156,VALIDATED_PI_ORIGIN_PROPAGATED
626,Q627,226.99827664399092,1,M157,VALIDATED_PI_ORIGIN_PROPAGATED
627,Q628,227.34657596371883,2,M157,VALIDATED_PI_ORIGIN_PROPAGATED
628,Q629,227.71809523809523,3,M157,VALIDATED_PI_ORIGIN_PROPAGATED
629,Q630,228.06639455782312,4,M157,VALIDATED_PI_ORIGIN_PROPAGATED
630,Q631,228.43791383219954,1,M158,VALIDATED_PI_ORIGIN_PROPAGATED
631,Q632,228.80943310657597,2,M158,VALIDATED_PI_ORIGIN_PROPAGATED
