source,quarter_id,event_id,timestamp,offset_ms,original_state
DRUM,90,F_MIX_00177,32.97233560090703,69.65986394558000,DRUM_SUPPORTED
DRUM,91,F_MIX_00179,33.32063492063492,46.439909297054000,DRUM_SUPPORTED
DRUM,92,F_MIX_00180,33.57605442176871,-46.43990929705000,DRUM_SUPPORTED
DRUM,93,F_MIX_00183,34.06367346938776,69.65986394558000,DRUM_SUPPORTED
DRUM,94,F_MIX_00186,34.40036281179138,34.829931972785000,DRUM_SUPPORTED
DRUM,95,F_MIX_00188,34.76027210884354,46.43990929705000,DRUM_SUPPORTED
DRUM,96,F_MIX_00190,35.15501133786848,69.659863945574000,DRUM_SUPPORTED
DRUM,97,F_MIX_00191,35.49170068027211,34.829931972794000,DRUM_SUPPORTED
DRUM,98,F_MIX_00193,35.86321995464853,34.829931972796000,DRUM_SUPPORTED
DRUM,99,F_MIX_00195,36.22312925170068,23.21995464853000,DRUM_SUPPORTED
DRUM,100,F_MIX_00196,36.594648526077094,23.219954648524000,DRUM_SUPPORTED
DRUM,101,F_MIX_00198,36.95455782312925,11.60997732426000,DRUM_SUPPORTED
DRUM,102,F_MIX_00199,37.314467120181405,0E-15,DRUM_SUPPORTED
DRUM,103,F_MIX_00200,37.697596371882085,11.609977324265000,DRUM_SUPPORTED
DRUM,104,F_MIX_00204,38.0691156462585,11.60997732426000,DRUM_SUPPORTED
DRUM,105,F_MIX_00207,38.44063492063492,11.60997732426000,DRUM_SUPPORTED
DRUM,106,F_MIX_00209,38.81215419501134,34.82993197279000,DRUM_SUPPORTED
DRUM,107,F_MIX_00210,39.172063492063494,23.219954648524000,DRUM_SUPPORTED
DRUM,108,F_MIX_00212,39.555192743764174,34.829931972784000,DRUM_SUPPORTED
DRUM,109,F_MIX_00214,39.92671201814059,34.82993197279000,DRUM_SUPPORTED
DRUM,110,F_MIX_00216,40.29823129251701,34.829931972795000,DRUM_SUPPORTED
DRUM,111,F_MIX_00218,40.66975056689343,58.04988662132000,DRUM_SUPPORTED
DRUM,112,F_MIX_00220,41.029659863945575,46.439909297049000,DRUM_SUPPORTED
DRUM,115,F_MIX_00225,42.10938775510204,11.60997732426000,DRUM_SUPPORTED
DRUM,116,F_MIX_00226,42.38802721088435,-81.26984126985000,DRUM_SUPPORTED
DRUM,117,F_MIX_00230,42.86403628117914,46.43990929705000,DRUM_SUPPORTED
DRUM,119,F_MIX_00232,43.47936507936508,-81.26984126984000,DRUM_SUPPORTED
DRUM,120,F_MIX_00234,44.00181405895692,69.659863945584000,DRUM_SUPPORTED
DRUM,121,F_MIX_00236,44.22240362811792,-81.26984126983000,DRUM_SUPPORTED
DRUM,129,F_MIX_00248,47.42675736961451,34.829931972784000,DRUM_SUPPORTED
DRUM,131,F_MIX_00253,48.12335600907029,-34.82993197280000,DRUM_SUPPORTED
DRUM,132,F_MIX_00254,48.54131519274377,11.609977324266000,DRUM_SUPPORTED
DRUM,133,F_MIX_00255,48.901224489795915,0E-15,DRUM_SUPPORTED
DRUM,134,F_MIX_00257,49.284353741496595,11.609977324265000,DRUM_SUPPORTED
DRUM,135,F_MIX_00259,49.65587301587301,11.60997732426000,DRUM_SUPPORTED
DRUM,136,F_MIX_00260,50.01578231292517,0E-14,DRUM_SUPPORTED
DRUM,137,F_MIX_00261,50.39891156462585,11.609977324264000,DRUM_SUPPORTED
DRUM,138,F_MIX_00262,50.758820861678004,0E-15,DRUM_SUPPORTED
DRUM,139,F_MIX_00264,51.13034013605442,23.21995464852000,DRUM_SUPPORTED
DRUM,142,F_MIX_00270,52.244897959183675,23.219954648525000,DRUM_SUPPORTED
DRUM,143,F_MIX_00272,52.61641723356009,23.21995464852000,DRUM_SUPPORTED
DRUM,144,F_MIX_00274,52.97632653061225,11.609977324265000,DRUM_SUPPORTED
DRUM,145,F_MIX_00275,53.324625850340134,-11.609977324262000,DRUM_SUPPORTED
DRUM,146,F_MIX_00277,53.69614512471655,-11.609977324264000,DRUM_SUPPORTED
DRUM,147,F_MIX_00279,54.05605442176871,-23.21995464852000,DRUM_SUPPORTED
DRUM,148,F_MIX_00281,54.427573696145124,0E-15,DRUM_SUPPORTED
DRUM,149,F_MIX_00283,54.78748299319728,-11.60997732426000,DRUM_SUPPORTED
DRUM,150,F_MIX_00284,55.147392290249435,-23.219954648525000,DRUM_SUPPORTED
DRUM,151,F_MIX_00285,55.50730158730159,-34.82993197279000,DRUM_SUPPORTED
DRUM,152,F_MIX_00287,55.878820861678,-11.60997732427000,DRUM_SUPPORTED
DRUM,153,F_MIX_00289,56.23873015873016,-23.21995464853000,DRUM_SUPPORTED
DRUM,154,F_MIX_00291,56.610249433106574,0E-15,DRUM_SUPPORTED
DRUM,155,F_MIX_00292,56.95854875283447,-23.21995464852000,DRUM_SUPPORTED
DRUM,156,F_MIX_00293,57.225578231292516,-104.489795918369000,DRUM_SUPPORTED
DRUM,157,F_MIX_00295,57.68997732426304,11.60997732426000,DRUM_SUPPORTED
DRUM,158,F_MIX_00296,57.96861678004535,-58.049886621314000,DRUM_SUPPORTED
DRUM,159,F_MIX_00298,58.38657596371882,-11.60997732426000,DRUM_SUPPORTED
DRUM,160,F_MIX_00300,58.700045351473925,-46.439909297049000,DRUM_SUPPORTED
DRUM,161,F_MIX_00303,59.15283446712018,34.82993197279000,DRUM_SUPPORTED
DRUM,162,F_MIX_00305,59.5243537414966,58.049886621315000,DRUM_SUPPORTED
DRUM,163,F_MIX_00306,59.88426303854875,46.43990929705000,DRUM_SUPPORTED
DRUM,170,F_MIX_00321,62.43845804988662,0E-14,DRUM_SUPPORTED
DRUM,173,F_MIX_00326,63.54140589569161,11.60997732426000,DRUM_SUPPORTED
DRUM,174,F_MIX_00327,63.80843537414966,-92.879818594106000,DRUM_SUPPORTED
DRUM,175,F_MIX_00328,64.24961451247165,-23.21995464853000,DRUM_SUPPORTED
DRUM,176,F_MIX_00330,64.62113378684808,0E-14,DRUM_SUPPORTED
DRUM,177,F_MIX_00332,64.98104308390023,-11.60997732426000,DRUM_SUPPORTED
DRUM,178,F_MIX_00334,65.34095238095239,0E-14,DRUM_SUPPORTED
DRUM,179,F_MIX_00335,65.70086167800453,11.60997732426000,DRUM_SUPPORTED
DRUM,184,F_MIX_00343,67.5004081632653,23.21995464852000,DRUM_SUPPORTED
DRUM,185,F_MIX_00345,67.87192743764173,23.21995464854000,DRUM_SUPPORTED
DRUM,186,F_MIX_00347,68.20861678004535,11.60997732426000,DRUM_SUPPORTED
DRUM,188,F_MIX_00351,68.84716553287981,-69.65986394559000,DRUM_SUPPORTED
DRUM,190,F_MIX_00355,69.64825396825397,11.60997732427000,DRUM_SUPPORTED
DRUM,191,F_MIX_00357,70.01977324263038,34.82993197278000,DRUM_SUPPORTED
DRUM,192,F_MIX_00359,70.37968253968253,23.21995464852000,DRUM_SUPPORTED
DRUM,193,F_MIX_00361,70.75120181405896,46.43990929705000,DRUM_SUPPORTED
DRUM,194,F_MIX_00362,70.99501133786848,-81.26984126984000,DRUM_SUPPORTED
DRUM,195,F_MIX_00365,71.47102040816327,46.43990929705000,DRUM_SUPPORTED
DRUM,196,F_MIX_00367,71.81931972789116,23.21995464853000,DRUM_SUPPORTED
DRUM,197,F_MIX_00369,72.19083900226758,46.43990929706000,DRUM_SUPPORTED
DRUM,198,F_MIX_00371,72.53913832199547,23.21995464853000,DRUM_SUPPORTED
DRUM,199,F_MIX_00372,72.89904761904762,34.82993197279000,DRUM_SUPPORTED
DRUM,200,F_MIX_00374,73.27056689342403,34.82993197278000,DRUM_SUPPORTED
DRUM,201,F_MIX_00375,73.60725623582766,0E-14,DRUM_SUPPORTED
DRUM,202,F_MIX_00377,73.88589569160997,-69.65986394558000,DRUM_SUPPORTED
BASS,204,F_MIX_00380,74.72181405895692,46.43990929706000,BASS_AND_DRUM_SUPPORTED
DRUM,204,F_MIX_00379,74.64054421768708,-34.82993197278000,DRUM_SUPPORTED
DRUM,207,F_MIX_00386,75.80154195011337,34.82993197277000,DRUM_SUPPORTED
DRUM,208,F_MIX_00387,76.06857142857143,-46.43990929705000,DRUM_SUPPORTED
DRUM,209,F_MIX_00389,76.52136054421769,34.82993197280000,DRUM_SUPPORTED
DRUM,210,F_MIX_00390,76.77678004535147,-58.04988662132000,DRUM_SUPPORTED
DRUM,211,F_MIX_00391,77.13668934240363,-46.43990929705000,DRUM_SUPPORTED
DRUM,212,F_MIX_00393,77.48498866213151,-69.65986394559000,DRUM_SUPPORTED
DRUM,213,F_MIX_00395,77.94938775510204,46.43990929705000,DRUM_SUPPORTED
DRUM,214,F_MIX_00397,78.3092970521542,34.82993197279000,DRUM_SUPPORTED
DRUM,215,F_MIX_00399,78.68081632653062,58.04988662132000,DRUM_SUPPORTED
DRUM,216,F_MIX_00400,78.9362358276644,-34.82993197278000,DRUM_SUPPORTED
DRUM,217,F_MIX_00403,79.38902494331066,46.43990929705000,DRUM_SUPPORTED
DRUM,218,F_MIX_00405,79.74893424036281,58.04988662131000,DRUM_SUPPORTED
DRUM,219,F_MIX_00406,80.0043537414966,-34.82993197278000,DRUM_SUPPORTED
DRUM,220,F_MIX_00408,80.35265306122449,-58.04988662131000,DRUM_SUPPORTED
DRUM,222,F_MIX_00411,81.08408163265307,-46.43990929705000,DRUM_SUPPORTED
BASS,223,F_MIX_00413,81.45560090702948,-46.43990929705000,BASS_SUPPORTED
DRUM,223,F_MIX_00414,81.54848072562358,46.43990929705000,DRUM_SUPPORTED
DRUM,225,F_MIX_00418,82.25668934240363,11.60997732427000,DRUM_SUPPORTED
DRUM,226,F_MIX_00419,82.62820861678004,11.60997732425000,DRUM_SUPPORTED
DRUM,228,F_MIX_00421,83.34802721088435,-11.60997732427000,DRUM_SUPPORTED
DRUM,229,F_MIX_00422,83.71954648526076,-11.60997732427000,DRUM_SUPPORTED
DRUM,239,F_MIX_00441,87.34185941043084,34.82993197279000,DRUM_SUPPORTED
DRUM,240,F_MIX_00442,87.59727891156463,-81.26984126984000,DRUM_SUPPORTED
DRUM,246,F_MIX_00449,89.74512471655329,-69.65986394558000,DRUM_SUPPORTED
DRUM,252,F_MIX_00461,91.99746031746032,23.21995464852000,DRUM_SUPPORTED
BASS,253,F_MIX_00463,92.28770975056689,-34.82993197279000,BASS_AND_DRUM_SUPPORTED
DRUM,253,F_MIX_00464,92.34575963718821,23.21995464853000,DRUM_SUPPORTED
DRUM,256,F_MIX_00470,93.43709750566893,46.43990929705000,DRUM_SUPPORTED
DRUM,257,F_MIX_00472,93.79700680272109,34.82993197279000,DRUM_SUPPORTED
DRUM,258,F_MIX_00473,94.04081632653062,-69.65986394557000,DRUM_SUPPORTED
DRUM,260,F_MIX_00475,94.78385487528345,-69.65986394558000,DRUM_SUPPORTED
DRUM,261,F_MIX_00476,95.19020408163266,-11.60997732425000,DRUM_SUPPORTED
DRUM,263,F_MIX_00480,95.95646258503402,34.82993197280000,DRUM_SUPPORTED
DRUM,264,F_MIX_00481,96.23510204081633,-58.04988662132000,DRUM_SUPPORTED
DRUM,266,F_MIX_00485,96.97814058956916,-34.82993197278000,DRUM_SUPPORTED
DRUM,267,F_MIX_00486,97.4077097505669,46.43990929706000,DRUM_SUPPORTED
DRUM,268,F_MIX_00487,97.69795918367348,-34.82993197278000,DRUM_SUPPORTED
DRUM,269,F_MIX_00489,98.15074829931973,69.65986394557000,DRUM_SUPPORTED
DRUM,270,F_MIX_00490,98.40616780045352,-46.43990929705000,DRUM_SUPPORTED
DRUM,271,F_MIX_00492,98.87056689342404,46.43990929705000,DRUM_SUPPORTED
DRUM,272,F_MIX_00493,99.12598639455783,-46.43990929705000,DRUM_SUPPORTED
DRUM,280,F_MIX_00508,102.0517006802721,-69.6598639456000,DRUM_SUPPORTED
DRUM,281,F_MIX_00510,102.50448979591837,34.82993197279000,DRUM_SUPPORTED
BASS,284,F_MIX_00514,103.58421768707483,46.43990929705000,BASS_AND_DRUM_SUPPORTED
DRUM,284,F_MIX_00513,103.49133786848073,-46.43990929705000,DRUM_SUPPORTED
DRUM,286,F_MIX_00519,104.30403628117914,46.43990929705000,DRUM_SUPPORTED
DRUM,288,F_MIX_00524,105.02385487528345,46.43990929705000,DRUM_SUPPORTED
DRUM,289,F_MIX_00526,105.3837641723356,58.04988662132000,DRUM_SUPPORTED
DRUM,290,F_MIX_00527,105.61596371882086,-58.04988662132000,DRUM_SUPPORTED
DRUM,291,F_MIX_00528,106.10358276643991,58.04988662131000,DRUM_SUPPORTED
DRUM,292,F_MIX_00529,106.37061224489796,-23.21995464852000,DRUM_SUPPORTED
DRUM,293,F_MIX_00530,106.82340136054422,81.26984126984000,DRUM_SUPPORTED
DRUM,294,F_MIX_00531,107.06721088435374,-46.43990929705000,DRUM_SUPPORTED
DRUM,295,F_MIX_00533,107.4271201814059,-34.82993197279000,DRUM_SUPPORTED
DRUM,296,F_MIX_00535,107.76380952380953,-46.43990929705000,DRUM_SUPPORTED
DRUM,297,F_MIX_00538,108.2398185941043,58.04988662131000,DRUM_SUPPORTED
DRUM,298,F_MIX_00539,108.4604081632653,-69.65986394559000,DRUM_SUPPORTED
DRUM,299,F_MIX_00540,108.92480725623582,23.21995464852000,DRUM_SUPPORTED
DRUM,300,F_MIX_00543,109.3079365079365,58.0498866213000,DRUM_SUPPORTED
DRUM,301,F_MIX_00544,109.6562358276644,34.82993197279000,DRUM_SUPPORTED
DRUM,302,F_MIX_00545,109.91165532879819,-58.04988662131000,DRUM_SUPPORTED
DRUM,303,F_MIX_00546,110.38766439909297,46.43990929705000,DRUM_SUPPORTED
DRUM,304,F_MIX_00548,110.65469387755103,-34.82993197277000,DRUM_SUPPORTED
DRUM,305,F_MIX_00551,110.99138321995464,-69.65986394559000,DRUM_SUPPORTED
DRUM,306,F_MIX_00554,111.46739229024944,34.82993197280000,DRUM_SUPPORTED
DRUM,307,F_MIX_00556,111.82730158730159,46.43990929705000,DRUM_SUPPORTED
DRUM,308,F_MIX_00558,112.198820861678,69.65986394557000,DRUM_SUPPORTED
DRUM,309,F_MIX_00559,112.51229024943311,11.60997732427000,DRUM_SUPPORTED
DRUM,311,F_MIX_00563,113.27854875283447,58.04988662132000,DRUM_SUPPORTED
DRUM,312,F_MIX_00564,113.54557823129252,-23.21995464853000,DRUM_SUPPORTED
DRUM,313,F_MIX_00567,113.99836734693878,58.04988662132000,DRUM_SUPPORTED
DRUM,315,F_MIX_00569,114.71818594104309,58.04988662132000,DRUM_SUPPORTED
DRUM,319,F_MIX_00575,116.16943310657597,23.21995464853000,DRUM_SUPPORTED
BASS,322,F_MIX_00579,117.2259410430839,-34.82993197279000,BASS_AND_DRUM_SUPPORTED
DRUM,322,F_MIX_00580,117.26077097505669,0E-14,DRUM_SUPPORTED
DRUM,323,F_MIX_00582,117.60907029478459,-23.21995464852000,DRUM_SUPPORTED
BASS,327,F_MIX_00587,119.06031746031746,-34.82993197278000,BASS_AND_DRUM_SUPPORTED
DRUM,327,F_MIX_00588,119.09514739229024,0E-14,DRUM_SUPPORTED
DRUM,328,F_MIX_00589,119.44344671201814,0E-14,DRUM_SUPPORTED
DRUM,331,F_MIX_00594,120.52317460317461,-11.60997732426000,DRUM_SUPPORTED
BASS,346,F_MIX_00618,125.9914739229025,46.43990929706000,BASS_SUPPORTED
DRUM,346,F_MIX_00617,125.85215419501134,-92.87981859410000,DRUM_SUPPORTED
DRUM,349,F_MIX_00624,127.0247619047619,11.60997732425000,DRUM_SUPPORTED
DRUM,350,F_MIX_00626,127.39628117913833,34.82993197280000,DRUM_SUPPORTED
DRUM,351,F_MIX_00628,127.74458049886621,11.60997732427000,DRUM_SUPPORTED
DRUM,352,F_MIX_00630,128.1277097505669,46.43990929707000,DRUM_SUPPORTED
DRUM,353,F_MIX_00632,128.4992290249433,46.43990929705000,DRUM_SUPPORTED
DRUM,355,F_MIX_00635,129.20743764172335,34.82993197278000,DRUM_SUPPORTED
DRUM,356,F_MIX_00637,129.4744671201814,-46.43990929705000,DRUM_SUPPORTED
DRUM,357,F_MIX_00639,129.92725623582766,34.82993197278000,DRUM_SUPPORTED
DRUM,358,F_MIX_00640,130.2871655328798,46.43990929704000,DRUM_SUPPORTED
DRUM,359,F_MIX_00642,130.6354648526077,23.2199546485000,DRUM_SUPPORTED
DRUM,360,F_MIX_00644,130.9489342403628,-11.60997732427000,DRUM_SUPPORTED
DRUM,362,F_MIX_00648,131.59909297052155,-81.26984126983000,DRUM_SUPPORTED
DRUM,363,F_MIX_00649,132.0867120181406,34.8299319728000,DRUM_SUPPORTED
DRUM,364,F_MIX_00651,132.44662131519274,46.43990929704000,DRUM_SUPPORTED
DRUM,365,F_MIX_00653,132.78331065759636,11.60997732424000,DRUM_SUPPORTED
DRUM,367,F_MIX_00656,133.51473922902494,23.21995464851000,DRUM_SUPPORTED
DRUM,368,F_MIX_00658,133.86303854875283,23.21995464851000,DRUM_SUPPORTED
DRUM,369,F_MIX_00660,134.22294784580498,11.60997732428000,DRUM_SUPPORTED
DRUM,371,F_MIX_00662,134.93115646258502,0E-14,DRUM_SUPPORTED
DRUM,372,F_MIX_00663,135.30267573696145,23.21995464851000,DRUM_SUPPORTED
DRUM,373,F_MIX_00664,135.6625850340136,11.60997732427000,DRUM_SUPPORTED
DRUM,374,F_MIX_00665,136.0108843537415,11.60997732425000,DRUM_SUPPORTED
DRUM,375,F_MIX_00666,136.35918367346937,-11.60997732427000,DRUM_SUPPORTED
DRUM,376,F_MIX_00668,136.74231292517007,23.21995464854000,DRUM_SUPPORTED
DRUM,377,F_MIX_00670,137.1138321995465,23.21995464855000,DRUM_SUPPORTED
DRUM,378,F_MIX_00672,137.47374149659865,34.82993197281000,DRUM_SUPPORTED
DRUM,379,F_MIX_00674,137.82204081632653,11.60997732426000,DRUM_SUPPORTED
DRUM,380,F_MIX_00675,138.10068027210883,-58.04988662132000,DRUM_SUPPORTED
DRUM,381,F_MIX_00676,138.54185941043085,34.82993197281000,DRUM_SUPPORTED
DRUM,382,F_MIX_00677,138.79727891156463,-81.26984126983000,DRUM_SUPPORTED
DRUM,383,F_MIX_00679,139.26167800453516,34.82993197281000,DRUM_SUPPORTED
DRUM,384,F_MIX_00681,139.6215873015873,23.21995464853000,DRUM_SUPPORTED
DRUM,385,F_MIX_00683,139.9698866213152,23.21995464854000,DRUM_SUPPORTED
DRUM,386,F_MIX_00684,140.21369614512471,-104.48979591837000,DRUM_SUPPORTED
DRUM,387,F_MIX_00686,140.70131519274378,11.60997732428000,DRUM_SUPPORTED
DRUM,388,F_MIX_00687,141.0612244897959,23.2199546485000,DRUM_SUPPORTED
DRUM,389,F_MIX_00689,141.42113378684806,11.60997732424000,DRUM_SUPPORTED
DRUM,390,F_MIX_00691,141.79265306122448,11.60997732426000,DRUM_SUPPORTED
DRUM,391,F_MIX_00692,142.12934240362813,0E-14,DRUM_SUPPORTED
DRUM,392,F_MIX_00694,142.4428117913832,-58.04988662133000,DRUM_SUPPORTED
DRUM,393,F_MIX_00695,142.86077097505668,-11.60997732427000,DRUM_SUPPORTED
DRUM,394,F_MIX_00697,143.2322902494331,11.60997732426000,DRUM_SUPPORTED
DRUM,395,F_MIX_00699,143.60380952380953,11.60997732427000,DRUM_SUPPORTED
DRUM,396,F_MIX_00700,143.9637188208617,23.21995464855000,DRUM_SUPPORTED
DRUM,397,F_MIX_00702,144.32362811791384,34.82993197281000,DRUM_SUPPORTED
DRUM,399,F_MIX_00705,145.04344671201815,34.82993197281000,DRUM_SUPPORTED
DRUM,400,F_MIX_00706,145.29886621315194,-81.26984126983000,DRUM_SUPPORTED
DRUM,401,F_MIX_00708,145.76326530612246,34.82993197281000,DRUM_SUPPORTED
DRUM,402,F_MIX_00710,146.13478458049886,34.82993197278000,DRUM_SUPPORTED
DRUM,403,F_MIX_00711,146.49469387755101,46.43990929704000,DRUM_SUPPORTED
DRUM,405,F_MIX_00718,147.20290249433106,34.82993197278000,DRUM_SUPPORTED
DRUM,407,F_MIX_00725,147.9111111111111,23.2199546485000,DRUM_SUPPORTED
DRUM,408,F_MIX_00729,148.2942403628118,58.04988662133000,DRUM_SUPPORTED
DRUM,409,F_MIX_00730,148.5380498866213,-46.43990929706000,DRUM_SUPPORTED
DRUM,412,F_MIX_00738,149.7338775510204,81.26984126985000,DRUM_SUPPORTED
DRUM,413,F_MIX_00740,150.0125170068027,-11.60997732428000,DRUM_SUPPORTED
DRUM,414,F_MIX_00743,150.37242630385487,-23.21995464853000,DRUM_SUPPORTED
DRUM,415,F_MIX_00746,150.81360544217688,69.65986394558000,DRUM_SUPPORTED
DRUM,416,F_MIX_00749,151.18512471655328,69.65986394556000,DRUM_SUPPORTED
DRUM,418,F_MIX_00752,151.7772335600907,-81.26984126984000,DRUM_SUPPORTED
DRUM,419,F_MIX_00754,152.276462585034,46.43990929704000,DRUM_SUPPORTED
DRUM,420,F_MIX_00757,152.6595918367347,58.0498866213000,DRUM_SUPPORTED
DRUM,421,F_MIX_00758,153.01950113378686,23.21995464854000,DRUM_SUPPORTED
DRUM,422,F_MIX_00759,153.37941043083902,11.60997732427000,DRUM_SUPPORTED
DRUM,423,F_MIX_00760,153.73931972789114,0E-14,DRUM_SUPPORTED
DRUM,424,F_MIX_00762,154.11083900226757,23.21995464851000,DRUM_SUPPORTED
DRUM,425,F_MIX_00763,154.47074829931972,11.60997732427000,DRUM_SUPPORTED
DRUM,426,F_MIX_00765,154.84226757369615,11.60997732427000,DRUM_SUPPORTED
DRUM,427,F_MIX_00767,155.19056689342403,11.60997732427000,DRUM_SUPPORTED
DRUM,428,F_MIX_00769,155.50403628117914,-23.21995464851000,DRUM_SUPPORTED
DRUM,429,F_MIX_00771,155.91038548752834,11.60997732426000,DRUM_SUPPORTED
DRUM,430,F_MIX_00773,156.2702947845805,23.21995464854000,DRUM_SUPPORTED
DRUM,431,F_MIX_00775,156.6185941043084,0E-13,DRUM_SUPPORTED
DRUM,432,F_MIX_00776,156.88562358276644,-81.26984126983000,DRUM_SUPPORTED
DRUM,433,F_MIX_00777,157.35002267573697,11.60997732427000,DRUM_SUPPORTED
