PLP_peak_index,Bass_only_marker_ids,Drum_only_marker_ids,dual_marker_ids,distinct_single_support_co_coverage,physical_pair_status,Bass_Drum_attack_delta_ms
442,,F_MIX_00795,,False,NOT_ESTABLISHED,
443,,F_MIX_00798,,False,NOT_ESTABLISHED,
444,,,,False,NOT_ESTABLISHED,
445,,F_MIX_00804;F_MIX_00805,,False,NOT_ESTABLISHED,
446,,F_MIX_00807,,False,NOT_ESTABLISHED,
447,,F_MIX_00808,,False,NOT_ESTABLISHED,
448,,F_MIX_00809,,False,NOT_ESTABLISHED,
449,,F_MIX_00812;F_MIX_00813,,False,NOT_ESTABLISHED,
450,,,,False,NOT_ESTABLISHED,
451,,F_MIX_00816,,False,NOT_ESTABLISHED,
452,,F_MIX_00818,,False,NOT_ESTABLISHED,
453,,F_MIX_00821;F_MIX_00822,,False,NOT_ESTABLISHED,
454,,,,False,NOT_ESTABLISHED,
455,,F_MIX_00824,,False,NOT_ESTABLISHED,
456,,F_MIX_00826,,False,NOT_ESTABLISHED,
457,,F_MIX_00828,,False,NOT_ESTABLISHED,
458,,F_MIX_00830,,False,NOT_ESTABLISHED,
459,,F_MIX_00832,,False,NOT_ESTABLISHED,
460,,F_MIX_00834,,False,NOT_ESTABLISHED,
461,,F_MIX_00837,,False,NOT_ESTABLISHED,
462,,,,False,NOT_ESTABLISHED,
463,,F_MIX_00840,,False,NOT_ESTABLISHED,
464,,F_MIX_00841;F_MIX_00842,,False,NOT_ESTABLISHED,
465,,F_MIX_00843;F_MIX_00844,,False,NOT_ESTABLISHED,
466,,F_MIX_00845;F_MIX_00846,,False,NOT_ESTABLISHED,
467,,F_MIX_00847,,False,NOT_ESTABLISHED,
468,,F_MIX_00848;F_MIX_00850,,False,NOT_ESTABLISHED,
469,,F_MIX_00851;F_MIX_00852,,False,NOT_ESTABLISHED,
470,,F_MIX_00854,,False,NOT_ESTABLISHED,
471,,F_MIX_00855;F_MIX_00856,,False,NOT_ESTABLISHED,
472,,F_MIX_00857;F_MIX_00858,,False,NOT_ESTABLISHED,
473,,F_MIX_00859;F_MIX_00860,,False,NOT_ESTABLISHED,
474,,F_MIX_00861;F_MIX_00862,,False,NOT_ESTABLISHED,
475,,F_MIX_00864,,False,NOT_ESTABLISHED,
476,,F_MIX_00865;F_MIX_00866,,False,NOT_ESTABLISHED,
477,,F_MIX_00868,,False,NOT_ESTABLISHED,
478,,F_MIX_00869;F_MIX_00870,,False,NOT_ESTABLISHED,
479,,F_MIX_00871;F_MIX_00872,,False,NOT_ESTABLISHED,
480,,F_MIX_00875,,False,NOT_ESTABLISHED,
481,,F_MIX_00877,,False,NOT_ESTABLISHED,
482,,F_MIX_00878;F_MIX_00880,,False,NOT_ESTABLISHED,
483,,F_MIX_00883,,False,NOT_ESTABLISHED,
484,,F_MIX_00886,,False,NOT_ESTABLISHED,
485,,F_MIX_00889,,False,NOT_ESTABLISHED,
486,,F_MIX_00892,,False,NOT_ESTABLISHED,
487,,F_MIX_00893,,False,NOT_ESTABLISHED,
488,,F_MIX_00895,,False,NOT_ESTABLISHED,
489,,F_MIX_00896,,False,NOT_ESTABLISHED,
490,,F_MIX_00897,,False,NOT_ESTABLISHED,
491,,F_MIX_00899,,False,NOT_ESTABLISHED,
492,,F_MIX_00900,,False,NOT_ESTABLISHED,
493,,F_MIX_00901,,False,NOT_ESTABLISHED,
494,,F_MIX_00902,,False,NOT_ESTABLISHED,
495,,F_MIX_00903,,False,NOT_ESTABLISHED,
496,,F_MIX_00904;F_MIX_00905,,False,NOT_ESTABLISHED,
497,,F_MIX_00906;F_MIX_00907,,False,NOT_ESTABLISHED,
498,,F_MIX_00908;F_MIX_00909;F_MIX_00910,,False,NOT_ESTABLISHED,
499,,F_MIX_00911,,False,NOT_ESTABLISHED,
500,,F_MIX_00912;F_MIX_00914,,False,NOT_ESTABLISHED,
501,,F_MIX_00916,,False,NOT_ESTABLISHED,
502,,F_MIX_00917;F_MIX_00919,,False,NOT_ESTABLISHED,
503,,F_MIX_00920,,False,NOT_ESTABLISHED,
504,,F_MIX_00921;F_MIX_00922,,False,NOT_ESTABLISHED,
506,,F_MIX_00923;F_MIX_00924;F_MIX_00925,,False,NOT_ESTABLISHED,
507,,F_MIX_00926;F_MIX_00928,,False,NOT_ESTABLISHED,
508,,F_MIX_00930,,False,NOT_ESTABLISHED,
509,,F_MIX_00932,,False,NOT_ESTABLISHED,
510,,F_MIX_00933;F_MIX_00934,,False,NOT_ESTABLISHED,
511,,F_MIX_00935,,False,NOT_ESTABLISHED,
512,,F_MIX_00936;F_MIX_00937,,False,NOT_ESTABLISHED,
513,,F_MIX_00938;F_MIX_00939,,False,NOT_ESTABLISHED,
514,,F_MIX_00940,,False,NOT_ESTABLISHED,
515,,F_MIX_00943,,False,NOT_ESTABLISHED,
516,,F_MIX_00944;F_MIX_00945;F_MIX_00946,,False,NOT_ESTABLISHED,
517,,F_MIX_00947;F_MIX_00948,,False,NOT_ESTABLISHED,
518,,,,False,NOT_ESTABLISHED,
519,,F_MIX_00950,,False,NOT_ESTABLISHED,
520,,F_MIX_00951,,False,NOT_ESTABLISHED,
521,,F_MIX_00952;F_MIX_00953,,False,NOT_ESTABLISHED,
522,,F_MIX_00954,,False,NOT_ESTABLISHED,
523,,F_MIX_00955,,False,NOT_ESTABLISHED,
524,,F_MIX_00957,,False,NOT_ESTABLISHED,
525,,,F_MIX_00958,False,NOT_ESTABLISHED,
526,,F_MIX_00959,,False,NOT_ESTABLISHED,
527,,F_MIX_00960,,False,NOT_ESTABLISHED,
528,,F_MIX_00961;F_MIX_00962,,False,NOT_ESTABLISHED,
529,,F_MIX_00963,,False,NOT_ESTABLISHED,
530,,F_MIX_00965,,False,NOT_ESTABLISHED,
531,,F_MIX_00966;F_MIX_00967,,False,NOT_ESTABLISHED,
532,,F_MIX_00968,,False,NOT_ESTABLISHED,
533,,F_MIX_00969;F_MIX_00970,,False,NOT_ESTABLISHED,
534,,F_MIX_00972,,False,NOT_ESTABLISHED,
535,,F_MIX_00973,,False,NOT_ESTABLISHED,
536,,F_MIX_00974,,False,NOT_ESTABLISHED,
537,,F_MIX_00975,,False,NOT_ESTABLISHED,
538,,F_MIX_00978;F_MIX_00979;F_MIX_00980;F_MIX_00981,,False,NOT_ESTABLISHED,
539,,F_MIX_00982,,False,NOT_ESTABLISHED,
540,,F_MIX_00983;F_MIX_00984,,False,NOT_ESTABLISHED,
541,,F_MIX_00985,,False,NOT_ESTABLISHED,
542,,F_MIX_00986,,False,NOT_ESTABLISHED,
543,,F_MIX_00987;F_MIX_00988,,False,NOT_ESTABLISHED,
544,,F_MIX_00989;F_MIX_00990;F_MIX_00991,,False,NOT_ESTABLISHED,
545,,F_MIX_00992;F_MIX_00993;F_MIX_00994,,False,NOT_ESTABLISHED,
546,,F_MIX_00995,,False,NOT_ESTABLISHED,
548,,F_MIX_00996,,False,NOT_ESTABLISHED,
549,,F_MIX_00997,,False,NOT_ESTABLISHED,
550,,F_MIX_00998,,False,NOT_ESTABLISHED,
551,,F_MIX_00999,,False,NOT_ESTABLISHED,
552,,F_MIX_01000,,False,NOT_ESTABLISHED,
554,,F_MIX_01001,,False,NOT_ESTABLISHED,
555,,F_MIX_01002,,False,NOT_ESTABLISHED,
556,,F_MIX_01003;F_MIX_01004,,False,NOT_ESTABLISHED,
557,,F_MIX_01005;F_MIX_01006,,False,NOT_ESTABLISHED,
558,,F_MIX_01008,,False,NOT_ESTABLISHED,
559,,F_MIX_01010,,False,NOT_ESTABLISHED,
560,,F_MIX_01012,,False,NOT_ESTABLISHED,
561,,F_MIX_01014,,False,NOT_ESTABLISHED,
562,,F_MIX_01015;F_MIX_01016,,False,NOT_ESTABLISHED,
563,,F_MIX_01017,,False,NOT_ESTABLISHED,
564,,F_MIX_01018,,False,NOT_ESTABLISHED,
565,,F_MIX_01019,,False,NOT_ESTABLISHED,
566,,F_MIX_01021,,False,NOT_ESTABLISHED,
567,,F_MIX_01022,,False,NOT_ESTABLISHED,
568,,F_MIX_01024,,False,NOT_ESTABLISHED,
569,,F_MIX_01025;F_MIX_01026,,False,NOT_ESTABLISHED,
570,,F_MIX_01027,,False,NOT_ESTABLISHED,
571,,F_MIX_01028;F_MIX_01029,,False,NOT_ESTABLISHED,
572,,F_MIX_01030;F_MIX_01032,,False,NOT_ESTABLISHED,
577,,F_MIX_01033,,False,NOT_ESTABLISHED,
578,,F_MIX_01035,,False,NOT_ESTABLISHED,
579,,F_MIX_01036,,False,NOT_ESTABLISHED,
580,,F_MIX_01040,,False,NOT_ESTABLISHED,
581,,F_MIX_01043,,False,NOT_ESTABLISHED,
582,,F_MIX_01045;F_MIX_01046,,False,NOT_ESTABLISHED,
583,,F_MIX_01049;F_MIX_01050,,False,NOT_ESTABLISHED,
584,,F_MIX_01053,,False,NOT_ESTABLISHED,
585,,F_MIX_01055,,False,NOT_ESTABLISHED,
586,,F_MIX_01056;F_MIX_01057,,False,NOT_ESTABLISHED,
587,,F_MIX_01059,,False,NOT_ESTABLISHED,
588,,F_MIX_01061,,False,NOT_ESTABLISHED,
589,,F_MIX_01063,,False,NOT_ESTABLISHED,
590,,F_MIX_01064,,False,NOT_ESTABLISHED,
591,,F_MIX_01067,,False,NOT_ESTABLISHED,
592,,F_MIX_01069,,False,NOT_ESTABLISHED,
593,,F_MIX_01070;F_MIX_01071,,False,NOT_ESTABLISHED,
594,,F_MIX_01073,,False,NOT_ESTABLISHED,
595,,F_MIX_01074,,False,NOT_ESTABLISHED,
596,,F_MIX_01075,,False,NOT_ESTABLISHED,
597,,F_MIX_01076,,False,NOT_ESTABLISHED,
598,,F_MIX_01078;F_MIX_01079,,False,NOT_ESTABLISHED,
599,,F_MIX_01080,,False,NOT_ESTABLISHED,
600,,F_MIX_01081,,False,NOT_ESTABLISHED,
601,,F_MIX_01082;F_MIX_01083,,False,NOT_ESTABLISHED,
602,,F_MIX_01084;F_MIX_01085;F_MIX_01086,,False,NOT_ESTABLISHED,
603,,F_MIX_01087;F_MIX_01088,,False,NOT_ESTABLISHED,
604,,F_MIX_01089;F_MIX_01090;F_MIX_01091,,False,NOT_ESTABLISHED,
605,,F_MIX_01092,,False,NOT_ESTABLISHED,
606,,F_MIX_01094;F_MIX_01095;F_MIX_01096;F_MIX_01097,,False,NOT_ESTABLISHED,
607,,F_MIX_01098;F_MIX_01099,,False,NOT_ESTABLISHED,
608,,F_MIX_01100,,False,NOT_ESTABLISHED,
609,,F_MIX_01101,,False,NOT_ESTABLISHED,
610,,F_MIX_01102,,False,NOT_ESTABLISHED,
611,,F_MIX_01103,F_MIX_01104,False,NOT_ESTABLISHED,
612,,,F_MIX_01106,False,NOT_ESTABLISHED,
613,,,F_MIX_01108,False,NOT_ESTABLISHED,
614,,,F_MIX_01109,False,NOT_ESTABLISHED,
615,,F_MIX_01110;F_MIX_01111,,False,NOT_ESTABLISHED,
616,,,,False,NOT_ESTABLISHED,
617,,F_MIX_01113,,False,NOT_ESTABLISHED,
618,,,F_MIX_01114,False,NOT_ESTABLISHED,
619,,F_MIX_01115,F_MIX_01116,False,NOT_ESTABLISHED,
620,,,F_MIX_01118,False,NOT_ESTABLISHED,
621,,F_MIX_01120,,False,NOT_ESTABLISHED,
622,,F_MIX_01121,,False,NOT_ESTABLISHED,
623,,F_MIX_01122;F_MIX_01123,,False,NOT_ESTABLISHED,
624,,F_MIX_01124;F_MIX_01125,,False,NOT_ESTABLISHED,
625,,F_MIX_01126,,False,NOT_ESTABLISHED,
626,,F_MIX_01127;F_MIX_01128,,False,NOT_ESTABLISHED,
627,,F_MIX_01129;F_MIX_01130,,False,NOT_ESTABLISHED,
628,,,,False,NOT_ESTABLISHED,
629,,F_MIX_01132,,False,NOT_ESTABLISHED,
630,,F_MIX_01133,,False,NOT_ESTABLISHED,
631,,F_MIX_01134;F_MIX_01135,,False,NOT_ESTABLISHED,
632,,F_MIX_01136;F_MIX_01137;F_MIX_01138,,False,NOT_ESTABLISHED,
633,,F_MIX_01139;F_MIX_01140;F_MIX_01141,,False,NOT_ESTABLISHED,
634,,F_MIX_01142;F_MIX_01143,,False,NOT_ESTABLISHED,
637,,,,False,NOT_ESTABLISHED,
640,,F_MIX_01146,,False,NOT_ESTABLISHED,
641,,F_MIX_01149,,False,NOT_ESTABLISHED,
642,,F_MIX_01150,,False,NOT_ESTABLISHED,
643,,F_MIX_01152,,False,NOT_ESTABLISHED,
644,,F_MIX_01154,,False,NOT_ESTABLISHED,
645,,,F_MIX_01156,False,NOT_ESTABLISHED,
646,,F_MIX_01158,,False,NOT_ESTABLISHED,
647,,,F_MIX_01160,False,NOT_ESTABLISHED,
648,,F_MIX_01162,,False,NOT_ESTABLISHED,
649,,F_MIX_01164,,False,NOT_ESTABLISHED,
650,,F_MIX_01166,,False,NOT_ESTABLISHED,
651,,F_MIX_01167;F_MIX_01168,,False,NOT_ESTABLISHED,
652,,F_MIX_01169,,False,NOT_ESTABLISHED,
653,,F_MIX_01172,,False,NOT_ESTABLISHED,
654,,F_MIX_01173,,False,NOT_ESTABLISHED,
655,,,F_MIX_01175,False,NOT_ESTABLISHED,
656,,,,False,NOT_ESTABLISHED,
657,,,F_MIX_01178,False,NOT_ESTABLISHED,
658,,F_MIX_01179,,False,NOT_ESTABLISHED,
659,,F_MIX_01181;F_MIX_01182,,False,NOT_ESTABLISHED,
660,,F_MIX_01184,,False,NOT_ESTABLISHED,
661,,F_MIX_01187,,False,NOT_ESTABLISHED,
662,,F_MIX_01189,,False,NOT_ESTABLISHED,
663,,F_MIX_01191,,False,NOT_ESTABLISHED,
664,,F_MIX_01193,,False,NOT_ESTABLISHED,
665,,,F_MIX_01195,False,NOT_ESTABLISHED,
666,,F_MIX_01197,,False,NOT_ESTABLISHED,
667,,F_MIX_01199,,False,NOT_ESTABLISHED,
668,,F_MIX_01202,,False,NOT_ESTABLISHED,
669,,,,False,NOT_ESTABLISHED,
670,,F_MIX_01205,,False,NOT_ESTABLISHED,
671,,F_MIX_01206;F_MIX_01207,,False,NOT_ESTABLISHED,
672,,F_MIX_01208,,False,NOT_ESTABLISHED,
673,,,,False,NOT_ESTABLISHED,
674,,F_MIX_01210,,False,NOT_ESTABLISHED,
675,,F_MIX_01212,,False,NOT_ESTABLISHED,
676,,F_MIX_01214,,False,NOT_ESTABLISHED,
677,,F_MIX_01215,F_MIX_01216,False,NOT_ESTABLISHED,
678,,F_MIX_01217;F_MIX_01218;F_MIX_01219,,False,NOT_ESTABLISHED,
679,,,F_MIX_01221,False,NOT_ESTABLISHED,
680,,F_MIX_01223,,False,NOT_ESTABLISHED,
681,,F_MIX_01224,F_MIX_01225,False,NOT_ESTABLISHED,
682,,F_MIX_01226,,False,NOT_ESTABLISHED,
683,,F_MIX_01227;F_MIX_01228,F_MIX_01229,False,NOT_ESTABLISHED,
684,,F_MIX_01231,,False,NOT_ESTABLISHED,
685,,F_MIX_01233,F_MIX_01234,False,NOT_ESTABLISHED,
686,,F_MIX_01236,F_MIX_01237,False,NOT_ESTABLISHED,
687,,F_MIX_01238;F_MIX_01239,,False,NOT_ESTABLISHED,
688,,F_MIX_01240,,False,NOT_ESTABLISHED,
689,,F_MIX_01242,,False,NOT_ESTABLISHED,
690,,F_MIX_01244,,False,NOT_ESTABLISHED,
691,,F_MIX_01246;F_MIX_01247,,False,NOT_ESTABLISHED,
692,,F_MIX_01248,,False,NOT_ESTABLISHED,
693,,F_MIX_01250,F_MIX_01251,False,NOT_ESTABLISHED,
694,,F_MIX_01252;F_MIX_01253,,False,NOT_ESTABLISHED,
695,,F_MIX_01255,,False,NOT_ESTABLISHED,
696,,F_MIX_01256;F_MIX_01257,,False,NOT_ESTABLISHED,
697,,F_MIX_01258,,False,NOT_ESTABLISHED,
698,,F_MIX_01259,,False,NOT_ESTABLISHED,
699,,F_MIX_01260;F_MIX_01261,,False,NOT_ESTABLISHED,
700,,F_MIX_01263,,False,NOT_ESTABLISHED,
701,,F_MIX_01264,,False,NOT_ESTABLISHED,
702,,F_MIX_01265;F_MIX_01266,,False,NOT_ESTABLISHED,
703,,F_MIX_01268,,False,NOT_ESTABLISHED,
704,,F_MIX_01269;F_MIX_01270,,False,NOT_ESTABLISHED,
705,,F_MIX_01271;F_MIX_01272,,False,NOT_ESTABLISHED,
706,,F_MIX_01274,,False,NOT_ESTABLISHED,
707,,F_MIX_01275;F_MIX_01276,,False,NOT_ESTABLISHED,
708,,F_MIX_01277,,False,NOT_ESTABLISHED,
709,,F_MIX_01278,,False,NOT_ESTABLISHED,
710,,F_MIX_01280;F_MIX_01281,,False,NOT_ESTABLISHED,
711,,F_MIX_01283,,False,NOT_ESTABLISHED,
712,,F_MIX_01285,,False,NOT_ESTABLISHED,
713,,F_MIX_01286;F_MIX_01287,,False,NOT_ESTABLISHED,
714,,F_MIX_01289;F_MIX_01290,,False,NOT_ESTABLISHED,
715,,F_MIX_01292,,False,NOT_ESTABLISHED,
716,,F_MIX_01294,,False,NOT_ESTABLISHED,
717,,F_MIX_01295;F_MIX_01296;F_MIX_01297,,False,NOT_ESTABLISHED,
718,,F_MIX_01298,,False,NOT_ESTABLISHED,
719,,F_MIX_01300,,False,NOT_ESTABLISHED,
720,,F_MIX_01302,,False,NOT_ESTABLISHED,
721,,F_MIX_01305,,False,NOT_ESTABLISHED,
722,,F_MIX_01307,,False,NOT_ESTABLISHED,
723,,F_MIX_01308,,False,NOT_ESTABLISHED,
724,,F_MIX_01309;F_MIX_01310,,False,NOT_ESTABLISHED,
725,,F_MIX_01311,,False,NOT_ESTABLISHED,
726,,F_MIX_01312,,False,NOT_ESTABLISHED,
727,,F_MIX_01314,,False,NOT_ESTABLISHED,
728,,F_MIX_01315;F_MIX_01316,,False,NOT_ESTABLISHED,
729,,F_MIX_01317;F_MIX_01318,,False,NOT_ESTABLISHED,
730,,F_MIX_01319;F_MIX_01320,,False,NOT_ESTABLISHED,
731,,F_MIX_01321;F_MIX_01322,,False,NOT_ESTABLISHED,
732,,F_MIX_01323;F_MIX_01324,,False,NOT_ESTABLISHED,
733,,F_MIX_01326,,False,NOT_ESTABLISHED,
734,,F_MIX_01327;F_MIX_01328,,False,NOT_ESTABLISHED,
735,,F_MIX_01329;F_MIX_01330,,False,NOT_ESTABLISHED,
736,,F_MIX_01331,,False,NOT_ESTABLISHED,
737,,,,False,NOT_ESTABLISHED,
738,,F_MIX_01334,,False,NOT_ESTABLISHED,
739,,F_MIX_01336,,False,NOT_ESTABLISHED,
740,,F_MIX_01337,,False,NOT_ESTABLISHED,
741,,F_MIX_01340,,False,NOT_ESTABLISHED,
742,,F_MIX_01343,,False,NOT_ESTABLISHED,
743,F_MIX_01345,F_MIX_01346,,True,NOT_ESTABLISHED,
744,,F_MIX_01348,F_MIX_01347,False,NOT_ESTABLISHED,
745,,,F_MIX_01350,False,NOT_ESTABLISHED,
746,,F_MIX_01351,,False,NOT_ESTABLISHED,
747,,F_MIX_01352,F_MIX_01353,False,NOT_ESTABLISHED,
748,,F_MIX_01355,,False,NOT_ESTABLISHED,
749,,F_MIX_01356,F_MIX_01357,False,NOT_ESTABLISHED,
750,,,F_MIX_01358,False,NOT_ESTABLISHED,
751,,F_MIX_01359,F_MIX_01360,False,NOT_ESTABLISHED,
752,,,F_MIX_01361;F_MIX_01362,False,NOT_ESTABLISHED,
753,,,F_MIX_01364,False,NOT_ESTABLISHED,
754,,F_MIX_01365,,False,NOT_ESTABLISHED,
755,,,F_MIX_01367,False,NOT_ESTABLISHED,
756,,F_MIX_01369,,False,NOT_ESTABLISHED,
757,,,F_MIX_01371,False,NOT_ESTABLISHED,
758,,F_MIX_01372,,False,NOT_ESTABLISHED,
759,,,F_MIX_01374,False,NOT_ESTABLISHED,
760,,F_MIX_01375;F_MIX_01376,,False,NOT_ESTABLISHED,
761,,F_MIX_01377,F_MIX_01378,False,NOT_ESTABLISHED,
762,,F_MIX_01379,,False,NOT_ESTABLISHED,
763,,F_MIX_01381,,False,NOT_ESTABLISHED,
764,,F_MIX_01382,,False,NOT_ESTABLISHED,
765,,F_MIX_01383,F_MIX_01384,False,NOT_ESTABLISHED,
766,,F_MIX_01386,,False,NOT_ESTABLISHED,
767,,F_MIX_01388,,False,NOT_ESTABLISHED,
768,,F_MIX_01390,,False,NOT_ESTABLISHED,
769,,F_MIX_01392,,False,NOT_ESTABLISHED,
770,,F_MIX_01393,,False,NOT_ESTABLISHED,
771,,F_MIX_01394,,False,NOT_ESTABLISHED,
772,,F_MIX_01396,,False,NOT_ESTABLISHED,
773,,F_MIX_01398,,False,NOT_ESTABLISHED,
774,,F_MIX_01399,,False,NOT_ESTABLISHED,
775,,F_MIX_01400,,False,NOT_ESTABLISHED,
776,,F_MIX_01402,,False,NOT_ESTABLISHED,
777,,,F_MIX_01405,False,NOT_ESTABLISHED,
778,,,F_MIX_01408,False,NOT_ESTABLISHED,
779,,,F_MIX_01410,False,NOT_ESTABLISHED,
780,,,F_MIX_01412,False,NOT_ESTABLISHED,
781,,,F_MIX_01414,False,NOT_ESTABLISHED,
782,,F_MIX_01415;F_MIX_01416,,False,NOT_ESTABLISHED,
783,,F_MIX_01417,,False,NOT_ESTABLISHED,
784,,F_MIX_01419,,False,NOT_ESTABLISHED,
785,,F_MIX_01420,,False,NOT_ESTABLISHED,
786,,F_MIX_01422,,False,NOT_ESTABLISHED,
787,,F_MIX_01424,,False,NOT_ESTABLISHED,
788,,F_MIX_01426;F_MIX_01427,,False,NOT_ESTABLISHED,
789,,F_MIX_01428,,False,NOT_ESTABLISHED,
790,,F_MIX_01429,,False,NOT_ESTABLISHED,
791,,F_MIX_01430,,False,NOT_ESTABLISHED,
792,,F_MIX_01433,,False,NOT_ESTABLISHED,
793,,F_MIX_01434,,False,NOT_ESTABLISHED,
794,,F_MIX_01436,,False,NOT_ESTABLISHED,
795,,F_MIX_01438,,False,NOT_ESTABLISHED,
796,,F_MIX_01440,,False,NOT_ESTABLISHED,
797,,F_MIX_01441;F_MIX_01442,,False,NOT_ESTABLISHED,
798,,F_MIX_01443,,False,NOT_ESTABLISHED,
799,,F_MIX_01444,,False,NOT_ESTABLISHED,
800,,F_MIX_01446,,False,NOT_ESTABLISHED,
801,,F_MIX_01448,,False,NOT_ESTABLISHED,
802,,F_MIX_01449,,False,NOT_ESTABLISHED,
803,,F_MIX_01450;F_MIX_01451,,False,NOT_ESTABLISHED,
804,,F_MIX_01453,,False,NOT_ESTABLISHED,
805,,F_MIX_01455,,False,NOT_ESTABLISHED,
806,,F_MIX_01456,,False,NOT_ESTABLISHED,
807,,F_MIX_01458,,False,NOT_ESTABLISHED,
808,,F_MIX_01460,,False,NOT_ESTABLISHED,
809,,F_MIX_01461;F_MIX_01462,,False,NOT_ESTABLISHED,
810,,,F_MIX_01463,False,NOT_ESTABLISHED,
811,,,F_MIX_01465,False,NOT_ESTABLISHED,
812,,,F_MIX_01467,False,NOT_ESTABLISHED,
813,,F_MIX_01469,,False,NOT_ESTABLISHED,
814,,,F_MIX_01470,False,NOT_ESTABLISHED,
815,,F_MIX_01471;F_MIX_01472,,False,NOT_ESTABLISHED,
816,,F_MIX_01473;F_MIX_01474,,False,NOT_ESTABLISHED,
817,,,,False,NOT_ESTABLISHED,
818,,F_MIX_01478,,False,NOT_ESTABLISHED,
819,,,F_MIX_01480,False,NOT_ESTABLISHED,
820,,F_MIX_01482,,False,NOT_ESTABLISHED,
821,,F_MIX_01483,F_MIX_01484,False,NOT_ESTABLISHED,
822,,F_MIX_01486,F_MIX_01487,False,NOT_ESTABLISHED,
823,,F_MIX_01488,,False,NOT_ESTABLISHED,
824,,F_MIX_01490;F_MIX_01491,,False,NOT_ESTABLISHED,
825,,F_MIX_01493;F_MIX_01494,,False,NOT_ESTABLISHED,
826,,F_MIX_01497,,False,NOT_ESTABLISHED,
827,,F_MIX_01499,,False,NOT_ESTABLISHED,
828,,F_MIX_01500,,False,NOT_ESTABLISHED,
829,,F_MIX_01502,,False,NOT_ESTABLISHED,
830,,F_MIX_01504,,False,NOT_ESTABLISHED,
831,,F_MIX_01505,,False,NOT_ESTABLISHED,
832,,F_MIX_01506,,False,NOT_ESTABLISHED,
833,,F_MIX_01507,,False,NOT_ESTABLISHED,
834,,F_MIX_01508,,False,NOT_ESTABLISHED,
835,,F_MIX_01509,,False,NOT_ESTABLISHED,
836,,F_MIX_01511,F_MIX_01510,False,NOT_ESTABLISHED,
837,,,F_MIX_01513,False,NOT_ESTABLISHED,
838,,F_MIX_01514,,False,NOT_ESTABLISHED,
839,,,F_MIX_01515,False,NOT_ESTABLISHED,
840,,,F_MIX_01516,False,NOT_ESTABLISHED,
841,,F_MIX_01518,F_MIX_01517,False,NOT_ESTABLISHED,
842,,,F_MIX_01519,False,NOT_ESTABLISHED,
843,,,F_MIX_01520,False,NOT_ESTABLISHED,
844,,,F_MIX_01521,False,NOT_ESTABLISHED,
845,,,F_MIX_01523,False,NOT_ESTABLISHED,
846,,,F_MIX_01524,False,NOT_ESTABLISHED,
847,,,F_MIX_01525,False,NOT_ESTABLISHED,
848,F_MIX_01526,F_MIX_01527,,True,NOT_ESTABLISHED,
849,,F_MIX_01529,,False,NOT_ESTABLISHED,
850,,,F_MIX_01531,False,NOT_ESTABLISHED,
851,,F_MIX_01533,,False,NOT_ESTABLISHED,
852,,F_MIX_01535,F_MIX_01534,False,NOT_ESTABLISHED,
853,,,F_MIX_01536,False,NOT_ESTABLISHED,
854,,F_MIX_01537,,False,NOT_ESTABLISHED,
855,,,,False,NOT_ESTABLISHED,
856,,F_MIX_01539,,False,NOT_ESTABLISHED,
857,,F_MIX_01540,,False,NOT_ESTABLISHED,
858,,F_MIX_01541,,False,NOT_ESTABLISHED,
859,,F_MIX_01543,,False,NOT_ESTABLISHED,
860,,,F_MIX_01544,False,NOT_ESTABLISHED,
861,,,F_MIX_01545,False,NOT_ESTABLISHED,
862,,,F_MIX_01547,False,NOT_ESTABLISHED,
863,,,,False,NOT_ESTABLISHED,
864,,,F_MIX_01550,False,NOT_ESTABLISHED,
865,,F_MIX_01551,,False,NOT_ESTABLISHED,
866,,,F_MIX_01552,False,NOT_ESTABLISHED,
867,,F_MIX_01554,,False,NOT_ESTABLISHED,
868,,F_MIX_01555,,False,NOT_ESTABLISHED,
869,F_MIX_01556,,,False,NOT_ESTABLISHED,
870,,,F_MIX_01557,False,NOT_ESTABLISHED,
871,,,,False,NOT_ESTABLISHED,
872,,,F_MIX_01560,False,NOT_ESTABLISHED,
873,,,,False,NOT_ESTABLISHED,
874,,,F_MIX_01563,False,NOT_ESTABLISHED,
875,,,F_MIX_01565,False,NOT_ESTABLISHED,
876,,,F_MIX_01567,False,NOT_ESTABLISHED,
877,,,,False,NOT_ESTABLISHED,
878,,,F_MIX_01569,False,NOT_ESTABLISHED,
879,,,,False,NOT_ESTABLISHED,
880,,,F_MIX_01572,False,NOT_ESTABLISHED,
881,,,,False,NOT_ESTABLISHED,
882,,F_MIX_01574,,False,NOT_ESTABLISHED,
883,,,,False,NOT_ESTABLISHED,
884,,F_MIX_01577,,False,NOT_ESTABLISHED,
885,,,,False,NOT_ESTABLISHED,
886,,F_MIX_01579,,False,NOT_ESTABLISHED,
887,,F_MIX_01580,,False,NOT_ESTABLISHED,
888,,F_MIX_01582,,False,NOT_ESTABLISHED,
889,,F_MIX_01584,,False,NOT_ESTABLISHED,
890,,F_MIX_01585,,False,NOT_ESTABLISHED,
891,,F_MIX_01587,,False,NOT_ESTABLISHED,
892,,F_MIX_01588,,False,NOT_ESTABLISHED,
893,,,,False,NOT_ESTABLISHED,
894,,,F_MIX_01591,False,NOT_ESTABLISHED,
895,,,,False,NOT_ESTABLISHED,
896,,,F_MIX_01594,False,NOT_ESTABLISHED,
