clip_id,BP_id,candidate_id,time_s,label,log_flux_peak,log_prominence,log_width_ms,log_rise_ms,rise_slope_norm,decay_slope_norm,log_flux_integral,flux_post_pre_logratio,peak_local_mean_ratio,peak_local_max_ratio,rms_pre_log,rms_post_pre_logratio,low_energy_pre_log,low_energy_post_pre_logratio,broad_energy_post_pre_logratio,centroid_change,spectral_slope_change,late_low_energy_persistence,low_spectral_concentration_change,BP_signed_distance_ms,BP_absolute_distance_ms,BP_relative_activity_position
T01,T01_N001,T01_N001_F6289300,142.61451247165533,UNLABELLED_BP_CORRESPONDENCE,-5.175350926614723,-5.202547864405066,1.488570182031764,1.0970994290754792,0.46964863728927064,0.24999999999999992,-6.032780655590492,-0.25816595694168054,0.35207881676771224,0.1044007232200171,-2.7094488910663097,-0.004216111209749407,-5.55175213727309,0.0038205550492032003,0.0034664929738932315,-0.0005809744048548282,-0.08832135747491154,-0.005673717769805187,0.0003540620753100682,-81.99591836734044,81.99591836734044,-0.04969748745955859
T01,T01_N001,T01_N001_F6289652,142.62249433106575,UNLABELLED_BP_CORRESPONDENCE,-4.609878759952008,-5.952591343627287,0.7279086281693983,1.6076222060796157,0.24999999999999997,0.04542421348900021,-6.045200451836054,-0.3094067593610772,1.3320847576686528,0.3838624879975063,-2.7081435566624883,-0.005923442719665495,-5.532389886391306,-0.02526126701791398,-0.02636495371157288,0.0009385230177966974,-0.11183127134366488,0.00022843736621425137,0.001103686693658837,-74.01405895691937,74.01405895691937,-0.04485970570344425
T01,T01_N001,T01_N001_F6289828,142.62648526077098,UNLABELLED_BP_CORRESPONDENCE,-4.4485309114941645,-4.449192592543121,2.379460843855206,2.1952069221750707,0.125,0.06240484894590329,-6.119177228281492,-0.08324132109742699,2.290110741874044,0.5565747787065699,-2.708338531237974,-0.005316379193097909,-5.533406935171852,-0.024716116069002148,-0.02556489575701537,0.0009292955332371661,-0.12242979983948676,-0.004093122924207826,0.0008487796880135578,-70.02312925169463,70.02312925169463,-0.04244081482537846
T01,T01_N001,T01_N001_F6290092,142.6324716553288,UNLABELLED_BP_CORRESPONDENCE,-4.622870224133884,-5.22068966243187,0.9198080414848282,1.0970994290754792,0.12622650748264497,0.09977255683031638,-6.212902104278503,-0.005412429143976105,1.902138111282686,0.3725496928396799,-2.7099322327604196,-0.004549034923264195,-5.549516273553999,-0.0006873225542420869,-0.0012048040607606225,-0.00023469593564004752,-0.11109224042886323,-0.015723268366559573,0.0005174815065176377,-64.03673469387172,64.03673469387172,-0.038812478508288395
T01,T01_N001,T01_N001_F6290356,142.63845804988662,UNLABELLED_BP_CORRESPONDENCE,-5.160488857376541,-5.180689725146916,1.5466641946509843,1.0970994290754792,0.477275494814091,0.24803920793362175,-6.210409107942262,-0.1848485271597795,0.5484416359292165,0.10803527367467253,-2.7115612071673816,-0.004005596191074101,-5.557472322588363,0.00574740883791236,0.005297039251030533,-0.000627469837172967,-0.06889123114579365,-0.011429079241785267,0.00045036958688057837,-58.05034013604882,58.05034013604882,-0.03518414219119833
T01,T01_N001,T01_N001_F6290664,142.64544217687074,UNLABELLED_BP_CORRESPONDENCE,-4.489281372296579,-4.495107092843762,1.940058130970169,1.38459223304936,0.3327759386876676,0.09866753523752217,-6.137649754631733,-0.19948247970540134,2.175597491436561,0.506725851919627,-2.7116215800485612,-0.004814742062692723,-5.545068833683009,-0.01954674953544977,-0.01973278731750483,0.0005179572021606873,-0.05032128396508684,0.005331972506534832,0.00018603778205500236,-51.06621315192683,51.06621315192683,-0.030951083154596125
T01,T01_N001,T01_N001_F6290840,142.64943310657594,UNLABELLED_BP_CORRESPONDENCE,-4.699292736115223,-5.612445429421697,0.5613788524087636,0.6920127504893335,0.1221370163946954,0.16306489774650407,-6.099150878555004,0.04686539474765539,1.2276323083021141,0.31243645223867056,-2.7116274987428963,-0.004372482862726734,-5.540010713405329,-0.025291821532102965,-0.025133223770317237,0.0007473213540155399,-0.03951095724346665,0.004384658967967248,-0.00015859776178628045,-47.07528344673051,47.07528344673051,-0.028532192276547567
T01,T01_N001,T01_N001_F6291192,142.6574149659864,UNLABELLED_BP_CORRESPONDENCE,-5.067642150419638,-5.153850201309333,1.3660558275542143,1.0970994290754792,0.4747659757994266,0.27331954834638844,-6.18534698304871,0.24740989836390703,0.6410840910200816,0.14118216701312555,-2.7121370297921885,-0.0037223606792924357,-5.553622812006622,0.003610159206338004,0.004504146079999494,-0.0007586479274907277,-0.004621654488843108,-0.020578617228513174,-0.0008939868736623564,-39.09342403628102,39.09342403628102,-0.023694410520415998
T01,T01_N001,T01_N001_F6291456,142.6634013605442,UNLABELLED_BP_CORRESPONDENCE,-5.1727748193184775,-6.490553449593889,0.9235178809824006,1.38459223304936,0.25688224242730906,0.048108450562177864,-6.19589863056091,0.007580991839215123,0.5156250147165663,0.11082740762367596,-2.7131588931150206,-0.0035704198936254983,-5.5565542414788025,0.0031610094098546426,0.003573892118128974,-0.0006709522823385754,0.024856385449993468,-0.01868836835976051,-0.0004128827082743688,-33.10702947845812,33.10702947845812,-0.020066074203325932
T01,T01_N001,T01_N001_F6291720,142.66938775510204,UNLABELLED_BP_CORRESPONDENCE,-4.260249083940541,-4.260677879669062,2.014111996518744,3.3300155271778222,0.037000486985407324,0.1,-6.138652947268129,0.011745283625501202,3.6949964916520606,0.9060932812713048,-2.7136612174577768,-0.004271234974609239,-5.549482162670135,-0.018870288345640418,-0.018443976365699832,0.0003779586930865406,0.04551434884865713,0.0012648290547288,-0.00042631197994069626,-27.12063492063521,27.12063492063521,-0.016437737886235867
T01,T01_N001,T01_N001_F6292292,142.68235827664398,UNLABELLED_BP_CORRESPONDENCE,-5.081363257213666,-5.106214833297296,1.392140205078628,1.38459223304936,0.3333333333333332,0.3147945241467073,-6.039100670196225,0.26326335567443415,0.4435551029593589,0.13679138187015255,-2.714066999382154,-0.0037720399990952558,-5.55765115340922,0.003965326069247155,0.004454454118490325,-0.0007151575085724034,0.09034651769901814,-0.016566263489020017,-0.0004891280492429225,-14.150113378690321,14.150113378690321,-0.008576342532543597
T01,T01_N001,T01_N001_F6292512,142.6873469387755,UNLABELLED_BP_CORRESPONDENCE,-5.185522175424899,-5.568186960067056,1.2098390607308984,1.0970994290754792,0.464654672367309,0.20715967437284655,-6.040064958642327,-0.052633727909842776,0.34974615626602895,0.10762169274052043,-2.713948826755474,-0.004160148734012381,-5.557207466142066,0.0030502378442518463,0.0029867544944508495,-0.0006227120938816881,0.09086878200434878,-0.019994774805391913,6.348334980180539e-05,-9.161451247166497,9.161451247166497,-0.0055527289349656716
T01,T01_N001,T01_N001_F6292820,142.69433106575963,UNLABELLED_BP_CORRESPONDENCE,-4.217421994041209,-4.217909353436673,2.2066724662715145,2.770460609072287,0.06666666666666667,0.029378777733436966,-6.069712502472249,-0.08362666189183088,3.4793704881094407,0.9999999999999999,-2.714976893920613,-0.005212860807897179,-5.548826869289078,-0.021936075842394764,-0.02227525935386865,0.0005994557898193306,0.07581505346200701,-0.004362071196609918,0.0003391835114741282,-2.177324263044511,2.177324263044511,-0.0013196698983634664
T01,T01_N001,T01_N001_F6292996,142.69832199546485,UNLABELLED_BP_CORRESPONDENCE,-4.343388479769992,-6.1938029855096355,0.43672828208106235,0.6920127504893335,0.01411190012890601,0.03328336825118898,-6.0752710556195355,0.0476200179043591,2.636894430319508,0.7482272385762537,-2.7155668033584557,-0.005843645323205582,-5.5517249137504505,-0.02369726206826961,-0.0239383923070271,0.000668957650063831,0.0736397309760326,0.0012360968271760697,0.00024113023875840757,1.8136054421802328,1.8136054421802328,0.001099220979702319
T01,T01_N001,T01_N001_F6293348,142.70630385487527,UNLABELLED_BP_CORRESPONDENCE,-5.0513104575964665,-5.078491920526473,1.3483369057010444,1.38459223304936,0.31311024812898713,0.3307149826580157,-6.044811594727092,-0.006508095953037696,0.48162753087829674,0.14659242744468273,-2.716563392511316,-0.005779243421593083,-5.565573801980279,-0.001993885025318498,-0.0024897890912667364,-0.00036715146713908097,0.06304139741972081,-0.0019730627846286097,0.0004959040659480806,9.795464852601299,9.795464852601299,0.005937002735816664
T01,T01_N001,T01_N001_F6293568,142.7112925170068,UNLABELLED_BP_CORRESPONDENCE,-5.183439909757782,-5.201649080852579,1.541795804691766,1.0970994290754792,0.4946758715794384,0.2397346656440771,-6.045674851608498,-0.2929564575705559,0.35599599234832324,0.1081389340405212,-2.7160000442305408,-0.006007279565216628,-5.562491794115732,-0.00236278096559861,-0.003329432565534418,-0.0002715549974614504,0.05369103804706765,-0.004359041596733171,0.0009666515999366351,14.784126984125123,14.784126984125123,0.008960616333394589
T01,T01_N001,T01_N001_F6293920,142.71927437641722,UNLABELLED_BP_CORRESPONDENCE,-4.392979755828129,-5.2801040905774945,1.0251507965333295,2.3958317144928483,0.09982748837580946,0.06484039764733966,-6.10455191108367,-0.3339011435161181,2.516415330346322,0.6674861184524059,-2.716162287184014,-0.0060809069243279446,-5.548644067399026,-0.023509331334161665,-0.02485787678532514,0.0009291113515668741,0.06493575152087616,-0.005555509183613694,0.0013485454511640241,22.76598639454619,22.76598639454619,0.013798398089508933
T01,T01_N001,T01_N001_F6294052,142.72226757369614,UNLABELLED_BP_CORRESPONDENCE,-4.381930148754357,-4.3826611506749105,2.261525901045872,2.6369495055677246,0.0767937093578124,0.1663936568401109,-6.161790268194142,-0.2300629580011222,2.9448981993736876,0.6846866266637789,-2.7164640855725044,-0.005524765219339756,-5.551362614808318,-0.022019040136350476,-0.023050776336871692,0.0008514268356168344,0.06912151373945297,-0.007253874996913545,0.0010317362005206445,25.759183673471853,25.759183673471853,0.015612566248062579
T01,T01_N001,T01_N001_F6294404,142.73024943310656,UNLABELLED_BP_CORRESPONDENCE,-5.071281319265281,-5.076676005982009,1.3950345929518622,1.0970994290754792,0.4959945556307359,0.09876551059590727,-6.19066336486494,-0.21395243846699152,0.6435646969472626,0.1400040744229981,-2.718275982276966,-0.004691584382984448,-5.569992310677114,0.0019201512511175522,0.0010397522311098584,-0.0003527502813474399,0.054852865255507144,-0.011439090216737391,0.0008803990200069895,33.74104308389292,33.74104308389292,0.020450348004176923
T01,T01_N001,T01_N001_F6294668,142.7362358276644,UNLABELLED_BP_CORRESPONDENCE,-5.201117384641011,-5.265921619300377,1.4513312868586608,1.38459223304936,0.2871273155619822,0.2458383702384677,-6.184374401982544,-0.4853090253338488,0.47039986062241645,0.10382563821665156,-2.718349782977241,-0.005060687595705993,-5.567188539307106,-0.0025440399958069904,-0.0035780829936404857,-0.00020829791442055523,0.037892172207444785,-0.004674857796725718,0.001034042997833052,39.727437641715824,39.727437641715824,0.024078684321266988
T01,T01_N001,T01_N001_F6294976,142.7432199546485,UNLABELLED_BP_CORRESPONDENCE,-4.577023837136653,-4.578140097592303,2.145840280184766,2.770460609072287,0.06649553437789205,0.030303030303030304,-6.209490134943265,-0.414166706042737,2.097376824530188,0.46603362905653123,-2.7178758352766597,-0.006644511550259136,-5.552544643718395,-0.0237583969937063,-0.02481645693677237,0.0007856383403315874,0.00892649934917733,0.0010715495584205925,0.0010580599430663883,46.71156462583781,46.71156462583781,0.028311743357869193
T01,T01_N001,T01_N001_F6295152,142.74721088435373,UNLABELLED_BP_CORRESPONDENCE,-4.714091672610728,-5.352449102987298,0.8342791516864174,0.6920127504893335,0.22995484781310932,0.05707856475970239,-6.30092234761097,-0.1769540087320003,1.8881689084729674,0.46541296381195507,-2.7181089754894865,-0.00620113892296148,-5.554157228297814,-0.023515871801806476,-0.024303954288907192,0.0007593502960532135,-0.0002591074228175394,-0.001581332011419967,0.0007880824870996552,50.70249433106255,50.70249433106255,0.03073063423593498
T01,T01_N001,T01_N001_F6295460,142.75419501133786,UNLABELLED_BP_CORRESPONDENCE,-4.737715362323196,-4.833950952490195,1.2694187668678811,1.0970994290754792,0.4006216489514444,0.09686772961072926,-6.377493327510119,-0.011411546273730977,2.132986625202486,0.44077279998462804,-2.7201897547285103,-0.0040650335793346315,-5.570762945131473,-0.0009888868644845061,-0.0013226321422141751,-0.0002919477592148496,-0.023582757510128394,-0.014115182173468632,0.000333745277729123,57.68662131518454,57.68662131518454,0.034963693272537184
T01,T01_N001,T01_N001_F6295768,142.76117913832198,UNLABELLED_BP_CORRESPONDENCE,-5.21621435974125,-5.303619598505953,1.480284754114113,1.38459223304936,0.2725671458352038,0.3019111044592091,-6.380302255314083,-0.1629118550293498,0.7133424394546235,0.14645890709180268,-2.7223461333836037,-0.0029614378260420793,-5.573877286265219,0.0022869743374274165,0.002051915459282405,-0.0004432819379169644,-0.03391505166971509,-0.015277632210719538,0.00023505887814553753,64.67074829930652,64.67074829930652,0.03919675230913939
T01,T01_N001,T01_N001_F6296032,142.7671655328798,UNLABELLED_BP_CORRESPONDENCE,-4.712382779313354,-4.725408676416668,1.3747825663479516,1.38459223304936,0.32348403239529955,0.11111111111111112,-6.327046969800919,-0.1282452193395125,2.0131417587285996,0.46724791213572286,-2.722358911063245,-0.0033908861429448045,-5.56652528830912,-0.014381835478864957,-0.014310096009624296,0.0003723651781928226,-0.030364087816932894,-0.0027141464961495387,-7.17394692413949e-05,70.65714285712943,70.65714285712943,0.042825088626229454
T01,T01_N001,T01_N001_F6296252,142.77215419501132,UNLABELLED_BP_CORRESPONDENCE,-4.877780103459667,-5.131525530619813,1.2088046216618367,1.0970994290754792,0.2787562266904591,0.24999999999999997,-6.299361025156839,0.19660406954718646,1.2905983000989325,0.29704856212400466,-2.722075694581187,-0.003587221427588716,-5.5651918027951615,-0.016722831866327503,-0.016386636033841384,0.00042646998121946924,-0.03887130897988311,-0.0017996264712785148,-0.0003361958324863346,75.64580498865325,75.64580498865325,0.04584870222380738
T01,T01_N001,T01_N001_F6296560,142.77913832199545,UNLABELLED_BP_CORRESPONDENCE,-5.126632079887747,-5.136011204604548,1.3817141398223967,1.38459223304936,0.3333333333333332,0.3262117653878984,-6.299451121737308,0.2995850414528469,0.7278287537191951,0.16748483050023186,-2.722243194108342,-0.003245684746957078,-5.572153398733188,-0.00048742120972811165,0.0003062052808591176,-0.0005045646010927811,-0.04606868523616625,-0.015024446661053403,-0.0007936264905873694,82.62993197277524,82.62993197277524,0.050081761260409585
T01,T01_N001,T01_N001_F6296824,142.78512471655327,UNLABELLED_BP_CORRESPONDENCE,-5.0947686547414825,-5.956218846232539,0.5444083624852263,2.3005421913642454,0.11111111111111109,0.13757825874352014,-6.313002197752607,0.1444669474466025,0.8080601877195767,0.18023490551914145,-2.7225948636264343,-0.003823714156929281,-5.572066351525959,7.534925214791599e-05,0.0008718337092368245,-0.0006502883681481109,-0.01729367341547694,-0.022006958237173357,-0.0007964844570902125,88.61632653059814,88.61632653059814,0.05371009757749965
T01,T01_N001,T01_N001_F6297088,142.7911111111111,UNLABELLED_BP_CORRESPONDENCE,-4.504157381151848,-4.965975527641554,1.2386802092393265,2.770460609072287,0.06666666666666667,0.11509609757819533,-6.2831857229976755,0.12831645119933288,2.9392634141102545,0.7021827831989749,-2.7231163721094873,-0.005174074614599178,-5.567698928777138,-0.016952475782786358,-0.016296049442597216,0.00017631872694113325,0.002755245773092607,-0.008114550032554568,-0.0006564263401884493,94.60272108842105,94.60272108842105,0.057338433894589716
T01,T01_N001,T01_N001_F6297308,142.79609977324262,UNLABELLED_BP_CORRESPONDENCE,-4.4878397347470935,-4.4878397347470935,2.361496513527411,3.0423605084411944,0.05,0.2,-6.172378942856113,0.32385598280110894,2.3645547545281107,0.7290676415200145,-2.723410470572947,-0.005504066056807755,-5.569732579302913,-0.022062796696017628,-0.02133180994453099,0.00041354380600640186,0.0008885271967880026,0.002530814343616683,-0.0007309867514859653,99.59138321994487,99.59138321994487,0.06036204749216764
T01,T01_N001,T01_N001_F6297616,142.80308390022674,UNLABELLED_BP_CORRESPONDENCE,-5.129968385655907,-5.163770483090692,1.3629107382731174,1.0970994290754792,0.49999999999999967,0.09251196433560288,-6.126502870429576,0.3928154827779258,0.4850032533583944,0.16620312004162707,-2.724520346826919,-0.0051327346406320196,-5.5763030407121015,-0.006022140768230599,-0.005344117865533349,-0.00038955988287831645,0.017846281985522072,-0.004665380798440033,-0.0006780229026975265,106.57551020406686,106.57551020406686,0.06459510652876985
