feature,controlled_near_interval_proxy_median_N90,historical_selected_representative_median_N17,historical_abstained_representative_median_N46
log_flux_peak,-1.4610539267151126,-2.260573723412386,-2.076655058030945
low_energy_pre_log,-4.536857959336125,-3.359900306863616,-2.601801391498516
low_energy_post_pre_logratio,2.752769955497233,-0.05642398533866633,-0.0815553162060072
rms_post_pre_logratio,1.1527505287412882,-0.027141463025899037,-0.04410720101480825
BP_relative_activity_position,0.00012896051263062795,0.8483125000000215,0.47530590611644674
