quarter_id,source_search,event_id,native_timestamp,source_state,old_role,selected
187,BASS,F_MIX_00350,68.59174603174603,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
187,DRUM,F_MIX_00350,68.59174603174603,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
188,DRUM,F_MIX_00351,68.84716553287981,DRUM_SUPPORTED,CONTEXT,True
189,BASS,F_MIX_00353,69.29995464852608,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
189,DRUM,F_MIX_00353,69.29995464852608,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
190,DRUM,F_MIX_00355,69.64825396825397,DRUM_SUPPORTED,PRIMARY,True
191,DRUM,F_MIX_00357,70.01977324263038,DRUM_SUPPORTED,PRIMARY,True
192,DRUM,F_MIX_00359,70.37968253968253,DRUM_SUPPORTED,PRIMARY,True
193,DRUM,F_MIX_00361,70.75120181405896,DRUM_SUPPORTED,PRIMARY,True
193,DRUM,F_MIX_00360,70.64671201814059,DRUM_SUPPORTED,CONTEXT,False
194,DRUM,F_MIX_00362,70.99501133786848,DRUM_SUPPORTED,CONTEXT,True
195,DRUM,F_MIX_00365,71.47102040816327,DRUM_SUPPORTED,CONTEXT,True
196,DRUM,F_MIX_00367,71.81931972789116,DRUM_SUPPORTED,PRIMARY,True
196,DRUM,F_MIX_00366,71.72643990929706,DRUM_SUPPORTED,CONTEXT,False
197,DRUM,F_MIX_00369,72.19083900226758,DRUM_SUPPORTED,CONTEXT,True
198,DRUM,F_MIX_00371,72.53913832199547,DRUM_SUPPORTED,PRIMARY,True
198,DRUM,F_MIX_00370,72.44625850340137,DRUM_SUPPORTED,CONTEXT,False
199,DRUM,F_MIX_00372,72.89904761904762,DRUM_SUPPORTED,PRIMARY,True
200,DRUM,F_MIX_00374,73.27056689342403,DRUM_SUPPORTED,PRIMARY,True
200,DRUM,F_MIX_00373,73.18929705215419,DRUM_SUPPORTED,CONTEXT,False
201,DRUM,F_MIX_00375,73.60725623582766,DRUM_SUPPORTED,PRIMARY,True
201,DRUM,F_MIX_00376,73.64208616780046,DRUM_SUPPORTED,CONTEXT,False
202,DRUM,F_MIX_00377,73.88589569160997,DRUM_SUPPORTED,PRIMARY,True
203,BASS,F_MIX_00378,74.33868480725623,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
203,DRUM,F_MIX_00378,74.33868480725623,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
204,BASS,F_MIX_00380,74.72181405895692,BASS_AND_DRUM_SUPPORTED,CONTEXT,True
204,DRUM,F_MIX_00379,74.64054421768708,DRUM_SUPPORTED,PRIMARY,True
204,DRUM,F_MIX_00380,74.72181405895692,BASS_AND_DRUM_SUPPORTED,CONTEXT,False
205,BASS,F_MIX_00382,75.08172335600906,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
205,DRUM,F_MIX_00382,75.08172335600906,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
206,BASS,F_MIX_00384,75.43002267573696,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
206,DRUM,F_MIX_00384,75.43002267573696,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
206,DRUM,F_MIX_00383,75.34875283446712,DRUM_SUPPORTED,CONTEXT,False
207,DRUM,F_MIX_00386,75.80154195011337,DRUM_SUPPORTED,PRIMARY,True
207,DRUM,F_MIX_00385,75.72027210884353,DRUM_SUPPORTED,CONTEXT,False
208,DRUM,F_MIX_00387,76.06857142857143,DRUM_SUPPORTED,PRIMARY,True
209,DRUM,F_MIX_00389,76.52136054421769,DRUM_SUPPORTED,PRIMARY,True
210,DRUM,F_MIX_00390,76.77678004535147,DRUM_SUPPORTED,PRIMARY,True
211,DRUM,F_MIX_00391,77.13668934240363,DRUM_SUPPORTED,PRIMARY,True
211,DRUM,F_MIX_00392,77.22956916099773,DRUM_SUPPORTED,CONTEXT,False
212,DRUM,F_MIX_00393,77.48498866213151,DRUM_SUPPORTED,PRIMARY,True
213,DRUM,F_MIX_00395,77.94938775510204,DRUM_SUPPORTED,CONTEXT,True
214,DRUM,F_MIX_00397,78.3092970521542,DRUM_SUPPORTED,PRIMARY,True
214,DRUM,F_MIX_00396,78.2164172335601,DRUM_SUPPORTED,CONTEXT,False
215,DRUM,F_MIX_00399,78.68081632653062,DRUM_SUPPORTED,CONTEXT,True
216,DRUM,F_MIX_00400,78.9362358276644,DRUM_SUPPORTED,PRIMARY,True
216,DRUM,F_MIX_00401,79.04072562358277,DRUM_SUPPORTED,CONTEXT,False
217,DRUM,F_MIX_00403,79.38902494331066,DRUM_SUPPORTED,PRIMARY,True
217,DRUM,F_MIX_00402,79.28453514739229,DRUM_SUPPORTED,CONTEXT,False
218,DRUM,F_MIX_00405,79.74893424036281,DRUM_SUPPORTED,PRIMARY,True
218,DRUM,F_MIX_00404,79.63283446712018,DRUM_SUPPORTED,CONTEXT,False
219,DRUM,F_MIX_00406,80.0043537414966,DRUM_SUPPORTED,PRIMARY,True
219,DRUM,F_MIX_00407,80.0972335600907,DRUM_SUPPORTED,CONTEXT,False
220,DRUM,F_MIX_00408,80.35265306122449,DRUM_SUPPORTED,PRIMARY,True
221,BASS,F_MIX_00410,80.82866213151928,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
221,BASS,F_MIX_00409,80.71256235827664,BASS_AND_DRUM_SUPPORTED,CONTEXT,False
221,DRUM,F_MIX_00410,80.82866213151928,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
221,DRUM,F_MIX_00409,80.71256235827664,BASS_AND_DRUM_SUPPORTED,CONTEXT,False
222,DRUM,F_MIX_00411,81.08408163265307,DRUM_SUPPORTED,PRIMARY,True
222,DRUM,F_MIX_00412,81.21179138321996,DRUM_SUPPORTED,CONTEXT,False
223,BASS,F_MIX_00413,81.45560090702948,BASS_SUPPORTED,PRIMARY,True
223,DRUM,F_MIX_00414,81.54848072562358,DRUM_SUPPORTED,CONTEXT,True
224,BASS,F_MIX_00416,81.90839002267573,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
224,DRUM,F_MIX_00416,81.90839002267573,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
225,DRUM,F_MIX_00418,82.25668934240363,DRUM_SUPPORTED,PRIMARY,True
226,DRUM,F_MIX_00419,82.62820861678004,DRUM_SUPPORTED,PRIMARY,True
228,DRUM,F_MIX_00421,83.34802721088435,DRUM_SUPPORTED,PRIMARY,True
229,DRUM,F_MIX_00422,83.71954648526076,DRUM_SUPPORTED,PRIMARY,True
230,BASS,F_MIX_00423,84.09106575963719,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
230,DRUM,F_MIX_00423,84.09106575963719,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
231,BASS,F_MIX_00424,84.45097505668934,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
231,DRUM,F_MIX_00424,84.45097505668934,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
232,BASS,F_MIX_00426,84.82249433106576,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
232,DRUM,F_MIX_00426,84.82249433106576,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
233,BASS,F_MIX_00428,85.18240362811791,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
233,DRUM,F_MIX_00428,85.18240362811791,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
234,BASS,F_MIX_00430,85.53070294784581,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
234,DRUM,F_MIX_00430,85.53070294784581,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
234,DRUM,F_MIX_00429,85.46104308390022,DRUM_SUPPORTED,CONTEXT,False
235,BASS,F_MIX_00432,85.90222222222222,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
235,DRUM,F_MIX_00432,85.90222222222222,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
235,DRUM,F_MIX_00431,85.82095238095238,DRUM_SUPPORTED,CONTEXT,False
236,BASS,F_MIX_00434,86.2505215419501,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
236,DRUM,F_MIX_00434,86.2505215419501,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
236,DRUM,F_MIX_00435,86.2853514739229,DRUM_SUPPORTED,CONTEXT,False
237,BASS,F_MIX_00436,86.61043083900226,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
237,DRUM,F_MIX_00436,86.61043083900226,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
238,BASS,F_MIX_00438,86.98195011337869,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
238,DRUM,F_MIX_00438,86.98195011337869,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
239,DRUM,F_MIX_00441,87.34185941043084,DRUM_SUPPORTED,PRIMARY,True
240,DRUM,F_MIX_00442,87.59727891156463,DRUM_SUPPORTED,PRIMARY,True
241,BASS,F_MIX_00443,88.03845804988661,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
241,DRUM,F_MIX_00443,88.03845804988661,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
243,BASS,F_MIX_00445,88.75827664399092,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
243,DRUM,F_MIX_00445,88.75827664399092,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
244,BASS,F_MIX_00447,89.10657596371883,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
244,DRUM,F_MIX_00447,89.10657596371883,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
245,BASS,F_MIX_00448,89.47809523809524,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
245,DRUM,F_MIX_00448,89.47809523809524,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
246,DRUM,F_MIX_00449,89.74512471655329,DRUM_SUPPORTED,PRIMARY,True
247,BASS,F_MIX_00450,90.16308390022675,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
247,DRUM,F_MIX_00450,90.16308390022675,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
248,BASS,F_MIX_00452,90.5578231292517,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
248,DRUM,F_MIX_00452,90.5578231292517,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
248,DRUM,F_MIX_00451,90.45333333333333,DRUM_SUPPORTED,CONTEXT,False
249,BASS,F_MIX_00455,90.90612244897959,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
249,DRUM,F_MIX_00455,90.90612244897959,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
250,BASS,F_MIX_00457,91.26603174603174,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
250,DRUM,F_MIX_00457,91.26603174603174,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
251,BASS,F_MIX_00459,91.6259410430839,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
251,DRUM,F_MIX_00459,91.6259410430839,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
252,DRUM,F_MIX_00461,91.99746031746032,DRUM_SUPPORTED,PRIMARY,True
252,DRUM,F_MIX_00460,91.89297052154195,DRUM_SUPPORTED,CONTEXT,False
253,BASS,F_MIX_00463,92.28770975056689,BASS_AND_DRUM_SUPPORTED,CONTEXT,True
253,DRUM,F_MIX_00464,92.34575963718821,DRUM_SUPPORTED,PRIMARY,True
253,DRUM,F_MIX_00463,92.28770975056689,BASS_AND_DRUM_SUPPORTED,CONTEXT,False
254,BASS,F_MIX_00466,92.70566893424036,BASS_AND_DRUM_SUPPORTED,CONTEXT,True
254,DRUM,F_MIX_00466,92.70566893424036,BASS_AND_DRUM_SUPPORTED,CONTEXT,True
255,BASS,F_MIX_00468,93.07718820861678,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
255,DRUM,F_MIX_00468,93.07718820861678,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
255,DRUM,F_MIX_00467,92.9726984126984,DRUM_SUPPORTED,CONTEXT,False
256,DRUM,F_MIX_00470,93.43709750566893,DRUM_SUPPORTED,PRIMARY,True
256,DRUM,F_MIX_00469,93.33260770975056,DRUM_SUPPORTED,CONTEXT,False
257,DRUM,F_MIX_00472,93.79700680272109,DRUM_SUPPORTED,PRIMARY,True
258,DRUM,F_MIX_00473,94.04081632653062,DRUM_SUPPORTED,PRIMARY,True
259,BASS,F_MIX_00474,94.50521541950113,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
259,DRUM,F_MIX_00474,94.50521541950113,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
260,DRUM,F_MIX_00475,94.78385487528345,DRUM_SUPPORTED,PRIMARY,True
261,DRUM,F_MIX_00476,95.19020408163266,DRUM_SUPPORTED,PRIMARY,True
262,BASS,F_MIX_00478,95.59655328798186,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
262,DRUM,F_MIX_00478,95.59655328798186,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
262,DRUM,F_MIX_00477,95.51528344671202,DRUM_SUPPORTED,CONTEXT,False
263,DRUM,F_MIX_00480,95.95646258503402,DRUM_SUPPORTED,PRIMARY,True
264,DRUM,F_MIX_00481,96.23510204081633,DRUM_SUPPORTED,PRIMARY,True
265,BASS,F_MIX_00483,96.68789115646258,BASS_AND_DRUM_SUPPORTED,CONTEXT,True
265,DRUM,F_MIX_00483,96.68789115646258,BASS_AND_DRUM_SUPPORTED,CONTEXT,True
266,DRUM,F_MIX_00485,96.97814058956916,DRUM_SUPPORTED,PRIMARY,True
266,DRUM,F_MIX_00484,96.94331065759637,DRUM_SUPPORTED,CONTEXT,False
267,DRUM,F_MIX_00486,97.4077097505669,DRUM_SUPPORTED,PRIMARY,True
268,DRUM,F_MIX_00487,97.69795918367348,DRUM_SUPPORTED,PRIMARY,True
269,DRUM,F_MIX_00489,98.15074829931973,DRUM_SUPPORTED,CONTEXT,True
270,DRUM,F_MIX_00490,98.40616780045352,DRUM_SUPPORTED,PRIMARY,True
271,DRUM,F_MIX_00492,98.87056689342404,DRUM_SUPPORTED,CONTEXT,True
272,DRUM,F_MIX_00493,99.12598639455783,DRUM_SUPPORTED,PRIMARY,True
273,BASS,F_MIX_00495,99.57877551020408,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
273,DRUM,F_MIX_00495,99.57877551020408,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
273,DRUM,F_MIX_00494,99.47428571428571,DRUM_SUPPORTED,CONTEXT,False
274,BASS,F_MIX_00497,99.93868480725624,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
274,DRUM,F_MIX_00497,99.93868480725624,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
275,BASS,F_MIX_00500,100.29859410430839,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
275,DRUM,F_MIX_00500,100.29859410430839,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
276,BASS,F_MIX_00502,100.68172335600907,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
276,DRUM,F_MIX_00502,100.68172335600907,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
277,BASS,F_MIX_00504,101.05324263038548,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
277,DRUM,F_MIX_00504,101.05324263038548,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
279,BASS,F_MIX_00507,101.78467120181406,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
279,DRUM,F_MIX_00507,101.78467120181406,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
280,DRUM,F_MIX_00508,102.0517006802721,DRUM_SUPPORTED,PRIMARY,True
281,DRUM,F_MIX_00510,102.50448979591837,DRUM_SUPPORTED,PRIMARY,True
283,BASS,F_MIX_00512,103.22430839002267,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
283,DRUM,F_MIX_00512,103.22430839002267,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
284,BASS,F_MIX_00514,103.58421768707483,BASS_AND_DRUM_SUPPORTED,CONTEXT,True
284,DRUM,F_MIX_00513,103.49133786848073,DRUM_SUPPORTED,PRIMARY,True
284,DRUM,F_MIX_00514,103.58421768707483,BASS_AND_DRUM_SUPPORTED,CONTEXT,False
285,BASS,F_MIX_00516,103.94412698412698,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
285,DRUM,F_MIX_00516,103.94412698412698,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
286,DRUM,F_MIX_00519,104.30403628117914,DRUM_SUPPORTED,CONTEXT,True
286,DRUM,F_MIX_00517,104.18793650793651,DRUM_SUPPORTED,CONTEXT,False
286,DRUM,F_MIX_00520,104.33886621315193,DRUM_SUPPORTED,CONTEXT,False
287,BASS,F_MIX_00522,104.65233560090702,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
287,DRUM,F_MIX_00522,104.65233560090702,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
287,DRUM,F_MIX_00521,104.54784580498867,DRUM_SUPPORTED,CONTEXT,False
288,DRUM,F_MIX_00524,105.02385487528345,DRUM_SUPPORTED,PRIMARY,True
288,DRUM,F_MIX_00523,104.90775510204081,DRUM_SUPPORTED,CONTEXT,False
289,DRUM,F_MIX_00526,105.3837641723356,DRUM_SUPPORTED,CONTEXT,True
290,DRUM,F_MIX_00527,105.61596371882086,DRUM_SUPPORTED,PRIMARY,True
291,DRUM,F_MIX_00528,106.10358276643991,DRUM_SUPPORTED,PRIMARY,True
292,DRUM,F_MIX_00529,106.37061224489796,DRUM_SUPPORTED,PRIMARY,True
293,DRUM,F_MIX_00530,106.82340136054422,DRUM_SUPPORTED,PRIMARY,True
294,DRUM,F_MIX_00531,107.06721088435374,DRUM_SUPPORTED,PRIMARY,True
294,DRUM,F_MIX_00532,107.18331065759637,DRUM_SUPPORTED,CONTEXT,False
295,DRUM,F_MIX_00533,107.4271201814059,DRUM_SUPPORTED,PRIMARY,True
295,DRUM,F_MIX_00534,107.53160997732427,DRUM_SUPPORTED,CONTEXT,False
296,DRUM,F_MIX_00535,107.76380952380953,DRUM_SUPPORTED,PRIMARY,True
296,DRUM,F_MIX_00536,107.89151927437642,DRUM_SUPPORTED,CONTEXT,False
297,DRUM,F_MIX_00538,108.2398185941043,DRUM_SUPPORTED,PRIMARY,True
297,DRUM,F_MIX_00537,108.10049886621316,DRUM_SUPPORTED,CONTEXT,False
298,DRUM,F_MIX_00539,108.4604081632653,DRUM_SUPPORTED,PRIMARY,True
299,DRUM,F_MIX_00540,108.92480725623582,DRUM_SUPPORTED,PRIMARY,True
299,DRUM,F_MIX_00541,108.95963718820862,DRUM_SUPPORTED,CONTEXT,False
300,DRUM,F_MIX_00543,109.3079365079365,DRUM_SUPPORTED,PRIMARY,True
300,DRUM,F_MIX_00542,109.19183673469388,DRUM_SUPPORTED,CONTEXT,False
301,DRUM,F_MIX_00544,109.6562358276644,DRUM_SUPPORTED,PRIMARY,True
302,DRUM,F_MIX_00545,109.91165532879819,DRUM_SUPPORTED,PRIMARY,True
303,DRUM,F_MIX_00546,110.38766439909297,DRUM_SUPPORTED,PRIMARY,True
304,DRUM,F_MIX_00548,110.65469387755103,DRUM_SUPPORTED,PRIMARY,True
304,DRUM,F_MIX_00549,110.7243537414966,DRUM_SUPPORTED,CONTEXT,False
305,DRUM,F_MIX_00551,110.99138321995464,DRUM_SUPPORTED,PRIMARY,True
306,DRUM,F_MIX_00554,111.46739229024944,DRUM_SUPPORTED,PRIMARY,True
307,DRUM,F_MIX_00556,111.82730158730159,DRUM_SUPPORTED,PRIMARY,True
308,DRUM,F_MIX_00558,112.198820861678,DRUM_SUPPORTED,CONTEXT,True
309,DRUM,F_MIX_00559,112.51229024943311,DRUM_SUPPORTED,PRIMARY,True
309,DRUM,F_MIX_00560,112.5471201814059,DRUM_SUPPORTED,CONTEXT,False
311,DRUM,F_MIX_00563,113.27854875283447,DRUM_SUPPORTED,CONTEXT,True
312,DRUM,F_MIX_00564,113.54557823129252,DRUM_SUPPORTED,PRIMARY,True
312,DRUM,F_MIX_00565,113.65006802721088,DRUM_SUPPORTED,CONTEXT,False
313,DRUM,F_MIX_00567,113.99836734693878,DRUM_SUPPORTED,CONTEXT,True
315,DRUM,F_MIX_00569,114.71818594104309,DRUM_SUPPORTED,PRIMARY,True
316,BASS,F_MIX_00571,115.06648526077097,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
316,DRUM,F_MIX_00571,115.06648526077097,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
316,DRUM,F_MIX_00570,114.97360544217688,DRUM_SUPPORTED,CONTEXT,False
317,BASS,F_MIX_00572,115.43800453514739,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
317,DRUM,F_MIX_00572,115.43800453514739,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
318,BASS,F_MIX_00573,115.79791383219954,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
318,DRUM,F_MIX_00573,115.79791383219954,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
319,DRUM,F_MIX_00575,116.16943310657597,DRUM_SUPPORTED,PRIMARY,True
320,BASS,F_MIX_00576,116.5061224489796,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
320,DRUM,F_MIX_00576,116.5061224489796,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
321,BASS,F_MIX_00578,116.877641723356,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
321,DRUM,F_MIX_00578,116.877641723356,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
322,BASS,F_MIX_00579,117.2259410430839,BASS_AND_DRUM_SUPPORTED,CONTEXT,True
322,DRUM,F_MIX_00580,117.26077097505669,DRUM_SUPPORTED,PRIMARY,True
322,DRUM,F_MIX_00579,117.2259410430839,BASS_AND_DRUM_SUPPORTED,CONTEXT,False
323,DRUM,F_MIX_00582,117.60907029478459,DRUM_SUPPORTED,PRIMARY,True
324,BASS,F_MIX_00583,117.980589569161,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
324,DRUM,F_MIX_00583,117.980589569161,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
325,BASS,F_MIX_00584,118.35210884353741,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
325,DRUM,F_MIX_00584,118.35210884353741,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
326,BASS,F_MIX_00586,118.72362811791383,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
326,DRUM,F_MIX_00586,118.72362811791383,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
327,BASS,F_MIX_00587,119.06031746031746,BASS_AND_DRUM_SUPPORTED,CONTEXT,True
327,DRUM,F_MIX_00588,119.09514739229024,DRUM_SUPPORTED,PRIMARY,True
327,DRUM,F_MIX_00587,119.06031746031746,BASS_AND_DRUM_SUPPORTED,CONTEXT,False
328,DRUM,F_MIX_00589,119.44344671201814,DRUM_SUPPORTED,PRIMARY,True
329,BASS,F_MIX_00591,119.8033560090703,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
329,DRUM,F_MIX_00591,119.8033560090703,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
330,BASS,F_MIX_00592,120.07038548752834,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
330,DRUM,F_MIX_00592,120.07038548752834,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
331,DRUM,F_MIX_00594,120.52317460317461,DRUM_SUPPORTED,PRIMARY,True
333,BASS,F_MIX_00597,121.25460317460318,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
333,DRUM,F_MIX_00597,121.25460317460318,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
334,BASS,F_MIX_00598,121.61451247165533,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
334,DRUM,F_MIX_00598,121.61451247165533,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
335,BASS,F_MIX_00600,121.97442176870749,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
335,DRUM,F_MIX_00600,121.97442176870749,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
336,BASS,F_MIX_00602,122.33433106575964,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
336,DRUM,F_MIX_00602,122.33433106575964,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
337,BASS,F_MIX_00603,122.70585034013605,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
337,DRUM,F_MIX_00603,122.70585034013605,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
338,BASS,F_MIX_00604,123.05414965986395,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
338,DRUM,F_MIX_00604,123.05414965986395,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
339,BASS,F_MIX_00606,123.42566893424036,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
339,DRUM,F_MIX_00606,123.42566893424036,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
339,DRUM,F_MIX_00605,123.33278911564626,DRUM_SUPPORTED,CONTEXT,False
340,BASS,F_MIX_00608,123.79718820861677,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
340,DRUM,F_MIX_00608,123.79718820861677,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
341,BASS,F_MIX_00610,124.15709750566893,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
341,DRUM,F_MIX_00610,124.15709750566893,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
342,BASS,F_MIX_00612,124.52861678004535,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
342,DRUM,F_MIX_00612,124.52861678004535,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
342,DRUM,F_MIX_00611,124.42412698412699,DRUM_SUPPORTED,CONTEXT,False
343,BASS,F_MIX_00613,124.87691609977324,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
343,DRUM,F_MIX_00613,124.87691609977324,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
344,BASS,F_MIX_00615,125.2368253968254,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
344,DRUM,F_MIX_00615,125.2368253968254,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
345,BASS,F_MIX_00616,125.58512471655328,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
345,DRUM,F_MIX_00616,125.58512471655328,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
346,BASS,F_MIX_00618,125.9914739229025,BASS_SUPPORTED,PRIMARY,True
346,DRUM,F_MIX_00617,125.85215419501134,DRUM_SUPPORTED,CONTEXT,True
347,BASS,F_MIX_00620,126.30494331065759,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
347,DRUM,F_MIX_00620,126.30494331065759,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
348,BASS,F_MIX_00621,126.65324263038549,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
348,DRUM,F_MIX_00621,126.65324263038549,BASS_AND_DRUM_SUPPORTED,PRIMARY,True
348,DRUM,F_MIX_00622,126.69968253968254,DRUM_SUPPORTED,CONTEXT,False
349,DRUM,F_MIX_00624,127.0247619047619,DRUM_SUPPORTED,PRIMARY,True
350,DRUM,F_MIX_00626,127.39628117913833,DRUM_SUPPORTED,PRIMARY,True
350,DRUM,F_MIX_00625,127.29179138321996,DRUM_SUPPORTED,CONTEXT,False
351,DRUM,F_MIX_00628,127.74458049886621,DRUM_SUPPORTED,PRIMARY,True
352,DRUM,F_MIX_00630,128.1277097505669,DRUM_SUPPORTED,PRIMARY,True
353,DRUM,F_MIX_00632,128.4992290249433,DRUM_SUPPORTED,PRIMARY,True
355,DRUM,F_MIX_00635,129.20743764172335,DRUM_SUPPORTED,PRIMARY,True
356,DRUM,F_MIX_00637,129.4744671201814,DRUM_SUPPORTED,PRIMARY,True
357,DRUM,F_MIX_00639,129.92725623582766,DRUM_SUPPORTED,PRIMARY,True
357,DRUM,F_MIX_00638,129.84598639455783,DRUM_SUPPORTED,CONTEXT,False
