stem,quarter_id,quarter_timestamp,candidate_N,selected_id,timestamp_s,sample_index,offset_ms,state
bass,447,162.40036281179138,1,BASS_00447,162.47002267573697,7164928,69.65986394559000,SELECTED
bass,448,162.7718820861678,1,BASS_00448,162.85315192743764,7181824,81.26984126984000,SELECTED
bass,449,163.14340136054423,2,BASS_00450,163.22467120181406,7198208,81.26984126983000,SELECTED
bass,450,163.51492063492063,3,BASS_00453,163.56136054421768,7213056,46.43990929705000,SELECTED
bass,451,163.88643990929705,1,BASS_00454,163.92126984126983,7228928,34.82993197278000,SELECTED
bass,452,164.23473922902494,1,BASS_00455,164.29278911564626,7245312,58.04988662132000,SELECTED
bass,453,164.60625850340136,2,BASS_00457,164.62947845804987,7260160,23.21995464851000,SELECTED
bass,454,164.9777777777778,1,BASS_00458,165.0009977324263,7276544,23.2199546485000,SELECTED
bass,455,165.34929705215418,1,BASS_00459,165.37251700680272,7292928,23.21995464854000,SELECTED
bass,456,165.6975963718821,1,BASS_00460,165.7556462585034,7309824,58.0498866213000,SELECTED
bass,457,166.0691156462585,1,BASS_00461,166.1039455782313,7325184,34.8299319728000,SELECTED
bass,458,166.41741496598638,1,BASS_00462,166.4522448979592,7340544,34.82993197282000,SELECTED
bass,459,166.7889342403628,1,BASS_00463,166.80054421768708,7355904,11.60997732428000,SELECTED
bass,460,167.1372335600907,1,BASS_00464,167.16045351473923,7371776,23.21995464853000,SELECTED
bass,461,167.4855328798186,1,BASS_00465,167.5203628117914,7387648,34.8299319728000,SELECTED
bass,462,167.8338321995465,1,BASS_00466,167.8918820861678,7404032,58.0498866213000,SELECTED
bass,463,168.2053514739229,1,BASS_00467,168.2401814058957,7419392,34.8299319728000,SELECTED
bass,464,168.5536507936508,0,,,,,EMPTY
bass,465,168.9251700680272,1,BASS_00468,168.84390022675737,7446016,-81.26984126983000,SELECTED
bass,466,169.2734693877551,2,BASS_00469,169.19219954648526,7461376,-81.26984126984000,SELECTED
bass,467,169.621768707483,0,,,,,EMPTY
bass,468,169.99328798185942,3,BASS_00472,170.01650793650794,7497728,23.21995464852000,SELECTED
bass,469,170.3415873015873,1,BASS_00474,170.283537414966,7509504,-58.0498866213000,SELECTED
bass,470,170.7131065759637,2,BASS_00476,170.75954648526078,7530496,46.43990929708000,SELECTED
bass,471,171.06140589569162,2,BASS_00477,170.98013605442176,7540224,-81.26984126986000,SELECTED
bass,472,171.43292517006802,1,BASS_00479,171.46775510204083,7561728,34.82993197281000,SELECTED
bass,473,171.78122448979593,1,BASS_00480,171.71156462585034,7572480,-69.65986394559000,SELECTED
bass,474,172.15274376417233,1,BASS_00481,172.2340136054422,7595520,81.26984126987000,SELECTED
bass,475,172.5010430839002,1,BASS_00482,172.5707029478458,7610368,69.6598639456000,SELECTED
bass,476,172.87256235827664,1,BASS_00483,172.7912925170068,7620096,-81.26984126984000,SELECTED
bass,477,173.22086167800452,3,BASS_00485,173.18603174603174,7637504,-34.82993197278000,SELECTED
bass,478,173.59238095238095,1,BASS_00487,173.49950113378685,7651328,-92.87981859410000,SELECTED
bass,479,173.94068027210884,3,BASS_00489,173.96390022675737,7671808,23.21995464853000,SELECTED
bass,480,174.31219954648526,2,BASS_00491,174.34702947845804,7688704,34.82993197278000,SELECTED
bass,481,174.68371882086169,2,BASS_00494,174.67210884353742,7703040,-11.60997732427000,SELECTED
bass,482,175.03201814058957,0,,,,,EMPTY
bass,483,175.403537414966,1,BASS_00495,175.41514739229024,7735808,11.60997732424000,SELECTED
bass,484,175.75183673469388,0,,,,,EMPTY
bass,485,176.1233560090703,1,BASS_00496,176.13496598639455,7767552,11.60997732425000,SELECTED
bass,486,176.4716553287982,0,,,,,EMPTY
bass,487,176.84317460317462,1,BASS_00497,176.86639455782313,7799808,23.21995464851000,SELECTED
bass,488,177.1914739229025,1,BASS_00498,177.24952380952382,7816704,58.04988662132000,SELECTED
bass,489,177.5629931972789,1,BASS_00499,177.5978231292517,7832064,34.8299319728000,SELECTED
bass,490,177.9112925170068,1,BASS_00500,177.86485260770976,7843840,-46.43990929704000,SELECTED
bass,491,178.2828117913832,1,BASS_00501,178.32925170068026,7864320,46.43990929706000,SELECTED
bass,492,178.63111111111112,1,BASS_00502,178.68916099773242,7880192,58.04988662130000,SELECTED
bass,493,179.00263038548752,1,BASS_00503,179.02585034013606,7895040,23.21995464854000,SELECTED
bass,494,179.37414965986395,0,,,,,EMPTY
bass,495,179.72244897959183,0,,,,,EMPTY
bass,496,180.09396825396826,0,,,,,EMPTY
bass,497,180.46548752834468,0,,,,,EMPTY
