quarter_id,quarter_timestamp,global_winner_id,global_state,BASS_candidate_N,BASS_id,BASS_timestamp,BASS_state,BASS_offset_ms,BASS_old_role,BASS_tie_ids,DRUM_candidate_N,DRUM_id,DRUM_timestamp,DRUM_state,DRUM_offset_ms,DRUM_old_role,DRUM_tie_ids,status,distinct_candidate_combination_exists,BASS_DRUM_PAIR,DRUM_MINUS_BASS_MS
230,84.10267573696144,F_MIX_00423,SELECTED,1,F_MIX_00423,84.09106575963719,BASS_AND_DRUM_SUPPORTED,-11.60997732425000,PRIMARY,[],1,F_MIX_00423,84.09106575963719,BASS_AND_DRUM_SUPPORTED,-11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
231,84.45097505668934,F_MIX_00424,SELECTED,1,F_MIX_00424,84.45097505668934,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],1,F_MIX_00424,84.45097505668934,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
232,84.82249433106576,F_MIX_00426,SELECTED,1,F_MIX_00426,84.82249433106576,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],1,F_MIX_00426,84.82249433106576,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
233,85.17079365079366,F_MIX_00428,SELECTED,1,F_MIX_00428,85.18240362811791,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],1,F_MIX_00428,85.18240362811791,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
234,85.54231292517007,F_MIX_00430,SELECTED,1,F_MIX_00430,85.53070294784581,BASS_AND_DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],2,F_MIX_00430,85.53070294784581,BASS_AND_DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
235,85.89061224489797,F_MIX_00432,SELECTED,1,F_MIX_00432,85.90222222222222,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],2,F_MIX_00432,85.90222222222222,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
236,86.23891156462585,F_MIX_00434,SELECTED,1,F_MIX_00434,86.2505215419501,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],2,F_MIX_00434,86.2505215419501,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
237,86.61043083900226,F_MIX_00436,SELECTED,1,F_MIX_00436,86.61043083900226,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],1,F_MIX_00436,86.61043083900226,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
238,86.95873015873016,F_MIX_00438,SELECTED,1,F_MIX_00438,86.98195011337869,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],1,F_MIX_00438,86.98195011337869,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
239,87.30702947845805,F_MIX_00441,SELECTED,0,,,,,,[],1,F_MIX_00441,87.34185941043084,DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
240,87.67854875283447,F_MIX_00442,SELECTED,0,,,,,,[],1,F_MIX_00442,87.59727891156463,DRUM_SUPPORTED,-81.26984126984000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
241,88.02684807256236,F_MIX_00443,SELECTED,1,F_MIX_00443,88.03845804988661,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],1,F_MIX_00443,88.03845804988661,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
242,88.39836734693877,F_MIX_00444,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
243,88.74666666666667,F_MIX_00445,SELECTED,1,F_MIX_00445,88.75827664399092,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],1,F_MIX_00445,88.75827664399092,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
244,89.09496598639456,F_MIX_00447,SELECTED,1,F_MIX_00447,89.10657596371883,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],1,F_MIX_00447,89.10657596371883,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
245,89.46648526077098,F_MIX_00448,SELECTED,1,F_MIX_00448,89.47809523809524,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],1,F_MIX_00448,89.47809523809524,BASS_AND_DRUM_SUPPORTED,11.60997732426000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
246,89.81478458049887,F_MIX_00449,SELECTED,0,,,,,,[],1,F_MIX_00449,89.74512471655329,DRUM_SUPPORTED,-69.65986394558000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
247,90.16308390022675,F_MIX_00450,SELECTED,1,F_MIX_00450,90.16308390022675,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],1,F_MIX_00450,90.16308390022675,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
248,90.53460317460318,F_MIX_00452,SELECTED,1,F_MIX_00452,90.5578231292517,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],2,F_MIX_00452,90.5578231292517,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
249,90.88290249433106,F_MIX_00455,SELECTED,1,F_MIX_00455,90.90612244897959,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],1,F_MIX_00455,90.90612244897959,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
250,91.25442176870749,F_MIX_00457,SELECTED,1,F_MIX_00457,91.26603174603174,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],1,F_MIX_00457,91.26603174603174,BASS_AND_DRUM_SUPPORTED,11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
251,91.60272108843537,F_MIX_00459,SELECTED,1,F_MIX_00459,91.6259410430839,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],1,F_MIX_00459,91.6259410430839,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
252,91.9742403628118,F_MIX_00461,SELECTED,0,,,,,,[],2,F_MIX_00461,91.99746031746032,DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
253,92.32253968253968,F_MIX_00464,SELECTED,1,F_MIX_00463,92.28770975056689,BASS_AND_DRUM_SUPPORTED,-34.82993197279000,CONTEXT,[],2,F_MIX_00464,92.34575963718821,DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],DISTINCT_PAIR,True,RESOLVED_OBSERVABLE,58.04988662132000
254,92.67083900226757,F_MIX_00465,SELECTED,1,F_MIX_00466,92.70566893424036,BASS_AND_DRUM_SUPPORTED,34.82993197279000,CONTEXT,[],1,F_MIX_00466,92.70566893424036,BASS_AND_DRUM_SUPPORTED,34.82993197279000,CONTEXT,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
255,93.042358276644,F_MIX_00468,SELECTED,1,F_MIX_00468,93.07718820861678,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],2,F_MIX_00468,93.07718820861678,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
256,93.39065759637188,F_MIX_00470,SELECTED,0,,,,,,[],2,F_MIX_00470,93.43709750566893,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
257,93.7621768707483,F_MIX_00472,SELECTED,0,,,,,,[],1,F_MIX_00472,93.79700680272109,DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
258,94.11047619047619,F_MIX_00473,SELECTED,0,,,,,,[],1,F_MIX_00473,94.04081632653062,DRUM_SUPPORTED,-69.65986394557000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
259,94.4819954648526,F_MIX_00474,SELECTED,1,F_MIX_00474,94.50521541950113,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],1,F_MIX_00474,94.50521541950113,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
260,94.85351473922903,F_MIX_00475,SELECTED,0,,,,,,[],1,F_MIX_00475,94.78385487528345,DRUM_SUPPORTED,-69.65986394558000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
261,95.20181405895691,F_MIX_00476,SELECTED,0,,,,,,[],1,F_MIX_00476,95.19020408163266,DRUM_SUPPORTED,-11.60997732425000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
262,95.57333333333334,F_MIX_00478,SELECTED,1,F_MIX_00478,95.59655328798186,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],2,F_MIX_00478,95.59655328798186,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
263,95.92163265306122,F_MIX_00480,SELECTED,0,,,,,,[],1,F_MIX_00480,95.95646258503402,DRUM_SUPPORTED,34.82993197280000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
264,96.29315192743765,F_MIX_00481,SELECTED,0,,,,,,[],1,F_MIX_00481,96.23510204081633,DRUM_SUPPORTED,-58.04988662132000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
265,96.64145124716553,F_MIX_00482,SELECTED,1,F_MIX_00483,96.68789115646258,BASS_AND_DRUM_SUPPORTED,46.43990929705000,CONTEXT,[],1,F_MIX_00483,96.68789115646258,BASS_AND_DRUM_SUPPORTED,46.43990929705000,CONTEXT,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
266,97.01297052154194,F_MIX_00485,SELECTED,0,,,,,,[],2,F_MIX_00485,96.97814058956916,DRUM_SUPPORTED,-34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
267,97.36126984126984,F_MIX_00486,SELECTED,0,,,,,,[],1,F_MIX_00486,97.4077097505669,DRUM_SUPPORTED,46.43990929706000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
268,97.73278911564626,F_MIX_00487,SELECTED,0,,,,,,[],1,F_MIX_00487,97.69795918367348,DRUM_SUPPORTED,-34.82993197278000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
269,98.08108843537416,F_MIX_00488,SELECTED,0,,,,,,[],1,F_MIX_00489,98.15074829931973,DRUM_SUPPORTED,69.65986394557000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
270,98.45260770975057,F_MIX_00490,SELECTED,0,,,,,,[],1,F_MIX_00490,98.40616780045352,DRUM_SUPPORTED,-46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
271,98.82412698412699,F_MIX_00491,SELECTED,0,,,,,,[],1,F_MIX_00492,98.87056689342404,DRUM_SUPPORTED,46.43990929705000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
272,99.17242630385488,F_MIX_00493,SELECTED,0,,,,,,[],1,F_MIX_00493,99.12598639455783,DRUM_SUPPORTED,-46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
273,99.54394557823129,F_MIX_00495,SELECTED,1,F_MIX_00495,99.57877551020408,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],2,F_MIX_00495,99.57877551020408,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
274,99.91546485260771,F_MIX_00497,SELECTED,1,F_MIX_00497,99.93868480725624,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],1,F_MIX_00497,99.93868480725624,BASS_AND_DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
275,100.28698412698412,F_MIX_00500,SELECTED,1,F_MIX_00500,100.29859410430839,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],1,F_MIX_00500,100.29859410430839,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
276,100.65850340136055,F_MIX_00502,SELECTED,1,F_MIX_00502,100.68172335600907,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],1,F_MIX_00502,100.68172335600907,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
277,101.03002267573696,F_MIX_00504,SELECTED,1,F_MIX_00504,101.05324263038548,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],1,F_MIX_00504,101.05324263038548,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
278,101.40154195011338,F_MIX_00505,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
279,101.74984126984127,F_MIX_00507,SELECTED,1,F_MIX_00507,101.78467120181406,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],1,F_MIX_00507,101.78467120181406,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
280,102.1213605442177,F_MIX_00508,SELECTED,0,,,,,,[],1,F_MIX_00508,102.0517006802721,DRUM_SUPPORTED,-69.6598639456000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
281,102.46965986394558,F_MIX_00510,SELECTED,0,,,,,,[],1,F_MIX_00510,102.50448979591837,DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
282,102.84117913832199,F_MIX_00511,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
283,103.18947845804989,F_MIX_00512,SELECTED,1,F_MIX_00512,103.22430839002267,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],1,F_MIX_00512,103.22430839002267,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
284,103.53777777777778,F_MIX_00513,SELECTED,1,F_MIX_00514,103.58421768707483,BASS_AND_DRUM_SUPPORTED,46.43990929705000,CONTEXT,[],2,F_MIX_00513,103.49133786848073,DRUM_SUPPORTED,-46.43990929705000,PRIMARY,"[""F_MIX_00513"", ""F_MIX_00514""]",DISTINCT_PAIR,True,RESOLVED_OBSERVABLE,-92.87981859410000
285,103.9092970521542,F_MIX_00516,SELECTED,1,F_MIX_00516,103.94412698412698,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],1,F_MIX_00516,103.94412698412698,BASS_AND_DRUM_SUPPORTED,34.82993197278000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
286,104.25759637188209,F_MIX_00518,SELECTED,0,,,,,,[],3,F_MIX_00519,104.30403628117914,DRUM_SUPPORTED,46.43990929705000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
287,104.60589569160997,F_MIX_00522,SELECTED,1,F_MIX_00522,104.65233560090702,BASS_AND_DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],2,F_MIX_00522,104.65233560090702,BASS_AND_DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
288,104.9774149659864,F_MIX_00524,SELECTED,0,,,,,,[],2,F_MIX_00524,105.02385487528345,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
289,105.32571428571428,F_MIX_00525,SELECTED,0,,,,,,[],1,F_MIX_00526,105.3837641723356,DRUM_SUPPORTED,58.04988662132000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
290,105.67401360544218,F_MIX_00527,SELECTED,0,,,,,,[],1,F_MIX_00527,105.61596371882086,DRUM_SUPPORTED,-58.04988662132000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
291,106.0455328798186,F_MIX_00528,SELECTED,0,,,,,,[],1,F_MIX_00528,106.10358276643991,DRUM_SUPPORTED,58.04988662131000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
292,106.39383219954648,F_MIX_00529,SELECTED,0,,,,,,[],1,F_MIX_00529,106.37061224489796,DRUM_SUPPORTED,-23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
293,106.74213151927438,F_MIX_00530,SELECTED,0,,,,,,[],1,F_MIX_00530,106.82340136054422,DRUM_SUPPORTED,81.26984126984000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
294,107.11365079365079,F_MIX_00531,SELECTED,0,,,,,,[],2,F_MIX_00531,107.06721088435374,DRUM_SUPPORTED,-46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
295,107.46195011337869,F_MIX_00533,SELECTED,0,,,,,,[],2,F_MIX_00533,107.4271201814059,DRUM_SUPPORTED,-34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
296,107.81024943310658,F_MIX_00535,SELECTED,0,,,,,,[],2,F_MIX_00535,107.76380952380953,DRUM_SUPPORTED,-46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
297,108.18176870748299,F_MIX_00538,SELECTED,0,,,,,,[],2,F_MIX_00538,108.2398185941043,DRUM_SUPPORTED,58.04988662131000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
298,108.53006802721089,F_MIX_00539,SELECTED,0,,,,,,[],1,F_MIX_00539,108.4604081632653,DRUM_SUPPORTED,-69.65986394559000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
299,108.9015873015873,F_MIX_00540,SELECTED,0,,,,,,[],2,F_MIX_00540,108.92480725623582,DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
300,109.2498866213152,F_MIX_00543,SELECTED,0,,,,,,[],2,F_MIX_00543,109.3079365079365,DRUM_SUPPORTED,58.0498866213000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
301,109.62140589569161,F_MIX_00544,SELECTED,0,,,,,,[],1,F_MIX_00544,109.6562358276644,DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
302,109.9697052154195,F_MIX_00545,SELECTED,0,,,,,,[],1,F_MIX_00545,109.91165532879819,DRUM_SUPPORTED,-58.04988662131000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
303,110.34122448979592,F_MIX_00546,SELECTED,0,,,,,,[],1,F_MIX_00546,110.38766439909297,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
304,110.6895238095238,F_MIX_00548,SELECTED,0,,,,,,[],2,F_MIX_00548,110.65469387755103,DRUM_SUPPORTED,-34.82993197277000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
305,111.06104308390023,F_MIX_00551,SELECTED,0,,,,,,[],1,F_MIX_00551,110.99138321995464,DRUM_SUPPORTED,-69.65986394559000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
306,111.43256235827664,F_MIX_00554,SELECTED,0,,,,,,[],1,F_MIX_00554,111.46739229024944,DRUM_SUPPORTED,34.82993197280000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
307,111.78086167800454,F_MIX_00556,SELECTED,0,,,,,,[],1,F_MIX_00556,111.82730158730159,DRUM_SUPPORTED,46.43990929705000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
308,112.12916099773243,F_MIX_00557,SELECTED,0,,,,,,[],1,F_MIX_00558,112.198820861678,DRUM_SUPPORTED,69.65986394557000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
309,112.50068027210884,F_MIX_00559,SELECTED,0,,,,,,[],2,F_MIX_00559,112.51229024943311,DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
310,112.84897959183674,F_MIX_00561,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
311,113.22049886621315,F_MIX_00562,SELECTED,0,,,,,,[],1,F_MIX_00563,113.27854875283447,DRUM_SUPPORTED,58.04988662132000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
312,113.56879818594105,F_MIX_00564,SELECTED,0,,,,,,[],2,F_MIX_00564,113.54557823129252,DRUM_SUPPORTED,-23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
313,113.94031746031746,F_MIX_00566,SELECTED,0,,,,,,[],1,F_MIX_00567,113.99836734693878,DRUM_SUPPORTED,58.04988662132000,CONTEXT,[],DRUM_ONLY,False,UNRESOLVED,
314,114.31183673469388,F_MIX_00568,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
315,114.66013605442177,F_MIX_00569,SELECTED,0,,,,,,[],1,F_MIX_00569,114.71818594104309,DRUM_SUPPORTED,58.04988662132000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
316,115.03165532879818,F_MIX_00571,SELECTED,1,F_MIX_00571,115.06648526077097,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],2,F_MIX_00571,115.06648526077097,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],SHARED_DUAL_MARKER,True,UNRESOLVED,
317,115.4031746031746,F_MIX_00572,SELECTED,1,F_MIX_00572,115.43800453514739,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],1,F_MIX_00572,115.43800453514739,BASS_AND_DRUM_SUPPORTED,34.82993197279000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
318,115.77469387755102,F_MIX_00573,SELECTED,1,F_MIX_00573,115.79791383219954,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],1,F_MIX_00573,115.79791383219954,BASS_AND_DRUM_SUPPORTED,23.21995464852000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
319,116.14621315192744,F_MIX_00575,SELECTED,0,,,,,,[],1,F_MIX_00575,116.16943310657597,DRUM_SUPPORTED,23.21995464853000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
320,116.51773242630385,F_MIX_00576,SELECTED,1,F_MIX_00576,116.5061224489796,BASS_AND_DRUM_SUPPORTED,-11.60997732425000,PRIMARY,[],1,F_MIX_00576,116.5061224489796,BASS_AND_DRUM_SUPPORTED,-11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
321,116.88925170068028,F_MIX_00578,SELECTED,1,F_MIX_00578,116.877641723356,BASS_AND_DRUM_SUPPORTED,-11.60997732428000,PRIMARY,[],1,F_MIX_00578,116.877641723356,BASS_AND_DRUM_SUPPORTED,-11.60997732428000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
322,117.26077097505669,F_MIX_00580,SELECTED,1,F_MIX_00579,117.2259410430839,BASS_AND_DRUM_SUPPORTED,-34.82993197279000,CONTEXT,[],2,F_MIX_00580,117.26077097505669,DRUM_SUPPORTED,0E-14,PRIMARY,[],DISTINCT_PAIR,True,RESOLVED_OBSERVABLE,34.82993197279000
323,117.63229024943311,F_MIX_00582,SELECTED,0,,,,,,[],1,F_MIX_00582,117.60907029478459,DRUM_SUPPORTED,-23.21995464852000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
324,118.00380952380952,F_MIX_00583,SELECTED,1,F_MIX_00583,117.980589569161,BASS_AND_DRUM_SUPPORTED,-23.21995464852000,PRIMARY,[],1,F_MIX_00583,117.980589569161,BASS_AND_DRUM_SUPPORTED,-23.21995464852000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
325,118.37532879818595,F_MIX_00584,SELECTED,1,F_MIX_00584,118.35210884353741,BASS_AND_DRUM_SUPPORTED,-23.21995464854000,PRIMARY,[],1,F_MIX_00584,118.35210884353741,BASS_AND_DRUM_SUPPORTED,-23.21995464854000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
326,118.72362811791383,F_MIX_00586,SELECTED,1,F_MIX_00586,118.72362811791383,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],1,F_MIX_00586,118.72362811791383,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
327,119.09514739229024,F_MIX_00588,SELECTED,1,F_MIX_00587,119.06031746031746,BASS_AND_DRUM_SUPPORTED,-34.82993197278000,CONTEXT,[],2,F_MIX_00588,119.09514739229024,DRUM_SUPPORTED,0E-14,PRIMARY,[],DISTINCT_PAIR,True,RESOLVED_OBSERVABLE,34.82993197278000
328,119.44344671201814,F_MIX_00589,SELECTED,0,,,,,,[],1,F_MIX_00589,119.44344671201814,DRUM_SUPPORTED,0E-14,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
329,119.81496598639455,F_MIX_00591,SELECTED,1,F_MIX_00591,119.8033560090703,BASS_AND_DRUM_SUPPORTED,-11.60997732425000,PRIMARY,[],1,F_MIX_00591,119.8033560090703,BASS_AND_DRUM_SUPPORTED,-11.60997732425000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
330,120.16326530612245,F_MIX_00592,SELECTED,1,F_MIX_00592,120.07038548752834,BASS_AND_DRUM_SUPPORTED,-92.87981859411000,PRIMARY,[],1,F_MIX_00592,120.07038548752834,BASS_AND_DRUM_SUPPORTED,-92.87981859411000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
331,120.53478458049887,F_MIX_00594,SELECTED,0,,,,,,[],1,F_MIX_00594,120.52317460317461,DRUM_SUPPORTED,-11.60997732426000,PRIMARY,[],DRUM_ONLY,False,UNRESOLVED,
332,120.88308390022675,F_MIX_00595,SELECTED,0,,,,,,[],0,,,,,,[],NEITHER,False,UNRESOLVED,
333,121.25460317460318,F_MIX_00597,SELECTED,1,F_MIX_00597,121.25460317460318,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],1,F_MIX_00597,121.25460317460318,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
334,121.60290249433106,F_MIX_00598,SELECTED,1,F_MIX_00598,121.61451247165533,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],1,F_MIX_00598,121.61451247165533,BASS_AND_DRUM_SUPPORTED,11.60997732427000,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
335,121.97442176870749,F_MIX_00600,SELECTED,1,F_MIX_00600,121.97442176870749,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],1,F_MIX_00600,121.97442176870749,BASS_AND_DRUM_SUPPORTED,0E-14,PRIMARY,[],SHARED_DUAL_MARKER,False,UNRESOLVED,
