section,source,cohort,coverage_pct,N,negative,positive,exact_zero,negative_pct,positive_pct,exact_zero_pct,median_ms,mean_ms,IQR_ms,MAD_ms,SD_ms,median_abs_ms,min_ms,max_ms
M4,DRUM,PRIMARY_NONSHARED,83.46456692913385,106,55,47,4,51.886792452830186,44.339622641509436,3.7735849056603774,-11.609977324265,-7.338381893636039,81.26984126982751,34.829931972815004,45.47130701475365,40.634920634925,-104.48979591837,81.26984126987
M4,DRUM,ALL_SUPPORT_SLOTS,88.97637795275591,113,55,54,4,48.67256637168141,47.78761061946903,3.5398230088495577,0.0,-4.623442297271328,81.26984126983001,46.43990929704,45.37926660568625,46.43990929704,-104.48979591837,81.26984126987
M4,DRUM,DISTINCT_PAIRS_ONLY,0.7874015748031497,1,1,0,0,100.0,0.0,0.0,-46.43990929704,-46.43990929704,0.0,0.0,,46.43990929704,-46.43990929704,-46.43990929704
M4,DRUM_MINUS_BASS,DISTINCT_PAIRS_ONLY,0.7874015748031497,1,1,0,0,100.0,0.0,0.0,-116.0997732426,-116.0997732426,0.0,0.0,,116.0997732426,-116.0997732426,-116.0997732426
M56,BASS,PRIMARY_NONSHARED,2.641509433962264,7,5,2,0,71.42857142857143,28.571428571428573,0.0,-46.439909297,-36.48850016194857,92.879818594135,46.4399092971,63.38826877802197,58.04988662133,-104.48979591836,58.04988662133
M56,BASS,ALL_SUPPORT_SLOTS,26.037735849056602,69,22,35,12,31.884057971014492,50.72463768115942,17.391304347826086,11.60997732423,3.1969502776966663,34.8299319728,23.219954648479998,33.665640541286265,11.60997732428,-116.09977324265,58.04988662133
M56,BASS,DISTINCT_PAIRS_ONLY,2.2641509433962264,6,5,1,0,83.33333333333333,16.666666666666668,0.0,-63.85487528342,-48.37490551774,60.9523809524325,34.82993197281,60.28996128079146,69.659863945585,-104.48979591836,58.04988662133
M56,DRUM,PRIMARY_NONSHARED,69.05660377358491,183,40,111,32,21.85792349726776,60.65573770491803,17.48633879781421,11.60997732427,10.087357347311803,34.82993197278,23.219954648480005,30.48540791481845,23.2199546485,-104.48979591838,69.65986394559
M56,DRUM,ALL_SUPPORT_SLOTS,92.45283018867924,245,57,144,44,23.26530612244898,58.775510204081634,17.959183673469386,11.60997732426,9.477532509603144,34.82993197277,23.219954648479998,29.34421927669087,11.6099773243,-116.09977324265,69.65986394559
M56,DRUM,DISTINCT_PAIRS_ONLY,2.2641509433962264,6,3,2,1,50.0,33.333333333333336,16.666666666666668,-5.80498866212,-3.8699924414066658,20.31746031745,11.60997732426,34.17884779713447,11.60997732426,-58.0498866213,46.4399092971
M56,DRUM_MINUS_BASS,DISTINCT_PAIRS_ONLY,2.2641509433962264,6,1,5,0,16.666666666666668,83.33333333333333,0.0,63.85487528343,44.50491307633333,52.2448979592425,29.024943310685,85.44711949282781,87.07482993197999,-116.09977324263,127.70975056694
