stem,full_mix_id,stem_id,full_mix_state,full_mix_sample,stem_sample,FM_MINUS_STEM_ms
bass,F_MIX_00067,BASS_00031,BASS_AND_DRUM_SUPPORTED,552448,552448,0.0
bass,F_MIX_00069,BASS_00032,BASS_AND_DRUM_SUPPORTED,580608,580096,11.609977324263038
bass,F_MIX_00075,BASS_00033,BASS_AND_DRUM_SUPPORTED,617472,617472,0.0
bass,F_MIX_00077,BASS_00034,UNKNOWN,642048,642560,-11.609977324263038
bass,F_MIX_00078,BASS_00035,DRUM_SUPPORTED,649728,649728,0.0
bass,F_MIX_00079,BASS_00036,UNKNOWN,655872,655360,11.609977324263038
bass,F_MIX_00080,BASS_00037,UNKNOWN,659968,659968,0.0
bass,F_MIX_00081,BASS_00038,BASS_AND_DRUM_SUPPORTED,664576,664576,0.0
bass,F_MIX_00087,BASS_00040,BASS_AND_DRUM_SUPPORTED,714240,714752,-11.609977324263038
bass,F_MIX_00090,BASS_00041,BASS_AND_DRUM_SUPPORTED,747008,747520,-11.609977324263038
bass,F_MIX_00104,BASS_00044,BASS_AND_DRUM_SUPPORTED,844800,844288,11.609977324263038
bass,F_MIX_00106,BASS_00045,BASS_SUPPORTED,870912,870912,0.0
bass,F_MIX_00110,BASS_00046,BASS_AND_DRUM_SUPPORTED,891392,891392,0.0
bass,F_MIX_00112,BASS_00047,DRUM_SUPPORTED,907776,907776,0.0
bass,F_MIX_00114,BASS_00048,DRUM_SUPPORTED,924160,923648,11.609977324263038
bass,F_MIX_00116,BASS_00049,DRUM_SUPPORTED,939520,940032,-11.609977324263038
bass,F_MIX_00119,BASS_00050,DRUM_SUPPORTED,971776,972288,-11.609977324263038
bass,F_MIX_00122,BASS_00051,DRUM_SUPPORTED,998912,999424,-11.609977324263038
bass,F_MIX_00125,BASS_00053,BASS_AND_DRUM_SUPPORTED,1019392,1019392,0.0
bass,F_MIX_00129,BASS_00055,BASS_AND_DRUM_SUPPORTED,1051648,1051648,0.0
bass,F_MIX_00130,BASS_00056,DRUM_SUPPORTED,1066496,1066496,0.0
bass,F_MIX_00132,BASS_00057,BASS_AND_DRUM_SUPPORTED,1082880,1082880,0.0
bass,F_MIX_00138,BASS_00058,BASS_AND_DRUM_SUPPORTED,1117184,1116672,11.609977324263038
bass,F_MIX_00139,BASS_00059,DRUM_SUPPORTED,1127936,1128448,-11.609977324263038
bass,F_MIX_00141,BASS_00061,UNKNOWN,1145344,1144832,11.609977324263038
bass,F_MIX_00150,BASS_00062,BASS_AND_DRUM_SUPPORTED,1197056,1196544,11.609977324263038
bass,F_MIX_00151,BASS_00063,BASS_AND_DRUM_SUPPORTED,1212928,1212416,11.609977324263038
bass,F_MIX_00156,BASS_00065,BASS_AND_DRUM_SUPPORTED,1261568,1261568,0.0
bass,F_MIX_00158,BASS_00067,BASS_AND_DRUM_SUPPORTED,1292800,1292800,0.0
bass,F_MIX_00162,BASS_00068,DRUM_SUPPORTED,1326080,1326080,0.0
bass,F_MIX_00166,BASS_00071,UNKNOWN,1369600,1370112,-11.609977324263038
bass,F_MIX_00167,BASS_00072,DRUM_SUPPORTED,1373184,1373696,-11.609977324263038
bass,F_MIX_00169,BASS_00073,DRUM_SUPPORTED,1389568,1389568,0.0
bass,F_MIX_00170,BASS_00074,DRUM_SUPPORTED,1405440,1404928,11.609977324263038
bass,F_MIX_00177,BASS_00078,DRUM_SUPPORTED,1454080,1453568,11.609977324263038
bass,F_MIX_00180,BASS_00079,DRUM_SUPPORTED,1480704,1480704,0.0
bass,F_MIX_00181,BASS_00080,DRUM_SUPPORTED,1485312,1485824,-11.609977324263038
bass,F_MIX_00184,BASS_00081,UNKNOWN,1511936,1511936,0.0
bass,F_MIX_00188,BASS_00083,DRUM_SUPPORTED,1532928,1532928,0.0
bass,F_MIX_00191,BASS_00085,DRUM_SUPPORTED,1565184,1565184,0.0
bass,F_MIX_00193,BASS_00086,DRUM_SUPPORTED,1581568,1581056,11.609977324263038
bass,F_MIX_00201,BASS_00088,UNKNOWN,1668096,1667584,11.609977324263038
bass,F_MIX_00202,BASS_00089,UNKNOWN,1673728,1673728,0.0
bass,F_MIX_00205,BASS_00090,UNKNOWN,1687040,1686528,11.609977324263038
bass,F_MIX_00208,BASS_00092,UNKNOWN,1706496,1706496,0.0
bass,F_MIX_00209,BASS_00093,DRUM_SUPPORTED,1711616,1711616,0.0
bass,F_MIX_00212,BASS_00094,DRUM_SUPPORTED,1744384,1744384,0.0
bass,F_MIX_00217,BASS_00095,UNKNOWN,1788928,1788416,11.609977324263038
bass,F_MIX_00219,BASS_00097,UNKNOWN,1803776,1803776,0.0
bass,F_MIX_00221,BASS_00098,DRUM_SUPPORTED,1820672,1820672,0.0
bass,F_MIX_00222,BASS_00099,BASS_AND_DRUM_SUPPORTED,1825792,1825280,11.609977324263038
bass,F_MIX_00224,BASS_00100,BASS_AND_DRUM_SUPPORTED,1841152,1841664,-11.609977324263038
bass,F_MIX_00231,BASS_00102,BASS_AND_DRUM_SUPPORTED,1906688,1906688,0.0
bass,F_MIX_00232,BASS_00103,DRUM_SUPPORTED,1917440,1917952,-11.609977324263038
bass,F_MIX_00236,BASS_00105,DRUM_SUPPORTED,1950208,1949696,11.609977324263038
bass,F_MIX_00238,BASS_00107,BASS_AND_DRUM_SUPPORTED,1970688,1970688,0.0
bass,F_MIX_00240,BASS_00108,UNKNOWN,1989120,1989632,-11.609977324263038
bass,F_MIX_00249,BASS_00109,UNKNOWN,2101760,2101760,0.0
bass,F_MIX_00252,BASS_00110,UNKNOWN,2118656,2118656,0.0
bass,F_MIX_00253,BASS_00111,DRUM_SUPPORTED,2122240,2122240,0.0
bass,F_MIX_00258,BASS_00114,DRUM_SUPPORTED,2174976,2174464,11.609977324263038
bass,F_MIX_00259,BASS_00115,DRUM_SUPPORTED,2189824,2190336,-11.609977324263038
bass,F_MIX_00260,BASS_00116,DRUM_SUPPORTED,2205696,2206208,-11.609977324263038
bass,F_MIX_00261,BASS_00117,DRUM_SUPPORTED,2222592,2222592,0.0
bass,F_MIX_00263,BASS_00119,UNKNOWN,2250752,2251264,-11.609977324263038
bass,F_MIX_00272,BASS_00122,DRUM_SUPPORTED,2320384,2320384,0.0
bass,F_MIX_00274,BASS_00123,DRUM_SUPPORTED,2336256,2336256,0.0
bass,F_MIX_00281,BASS_00126,DRUM_SUPPORTED,2400256,2400256,0.0
bass,F_MIX_00283,BASS_00127,DRUM_SUPPORTED,2416128,2416128,0.0
bass,F_MIX_00284,BASS_00128,DRUM_SUPPORTED,2432000,2432512,-11.609977324263038
bass,F_MIX_00287,BASS_00130,DRUM_SUPPORTED,2464256,2464768,-11.609977324263038
bass,F_MIX_00291,BASS_00131,DRUM_SUPPORTED,2496512,2497024,-11.609977324263038
bass,F_MIX_00295,BASS_00133,DRUM_SUPPORTED,2544128,2544128,0.0
bass,F_MIX_00301,BASS_00135,DRUM_SUPPORTED,2592768,2593280,-11.609977324263038
bass,F_MIX_00305,BASS_00136,DRUM_SUPPORTED,2625024,2625024,0.0
bass,F_MIX_00306,BASS_00137,DRUM_SUPPORTED,2640896,2641408,-11.609977324263038
bass,F_MIX_00309,BASS_00138,BASS_AND_DRUM_SUPPORTED,2656768,2656256,11.609977324263038
bass,F_MIX_00312,BASS_00139,BASS_AND_DRUM_SUPPORTED,2673152,2673152,0.0
bass,F_MIX_00316,BASS_00142,BASS_AND_DRUM_SUPPORTED,2705920,2705408,11.609977324263038
bass,F_MIX_00318,BASS_00143,BASS_AND_DRUM_SUPPORTED,2722304,2721792,11.609977324263038
bass,F_MIX_00327,BASS_00149,DRUM_SUPPORTED,2813952,2813440,11.609977324263038
bass,F_MIX_00330,BASS_00151,DRUM_SUPPORTED,2849792,2850304,-11.609977324263038
bass,F_MIX_00332,BASS_00152,DRUM_SUPPORTED,2865664,2865152,11.609977324263038
bass,F_MIX_00334,BASS_00153,DRUM_SUPPORTED,2881536,2881536,0.0
bass,F_MIX_00335,BASS_00154,DRUM_SUPPORTED,2897408,2897408,0.0
bass,F_MIX_00337,BASS_00155,BASS_AND_DRUM_SUPPORTED,2913792,2913792,0.0
bass,F_MIX_00338,BASS_00156,BASS_AND_DRUM_SUPPORTED,2929152,2929664,-11.609977324263038
bass,F_MIX_00340,BASS_00157,BASS_AND_DRUM_SUPPORTED,2945536,2945024,11.609977324263038
bass,F_MIX_00341,BASS_00158,BASS_AND_DRUM_SUPPORTED,2960384,2960896,-11.609977324263038
bass,F_MIX_00343,BASS_00159,DRUM_SUPPORTED,2976768,2976256,11.609977324263038
bass,F_MIX_00347,BASS_00161,DRUM_SUPPORTED,3008000,3008000,0.0
bass,F_MIX_00350,BASS_00162,BASS_AND_DRUM_SUPPORTED,3024896,3024896,0.0
bass,F_MIX_00353,BASS_00164,BASS_AND_DRUM_SUPPORTED,3056128,3056128,0.0
bass,F_MIX_00357,BASS_00166,DRUM_SUPPORTED,3087872,3087360,11.609977324263038
bass,F_MIX_00359,BASS_00167,DRUM_SUPPORTED,3103744,3103744,0.0
bass,F_MIX_00372,BASS_00173,DRUM_SUPPORTED,3214848,3214336,11.609977324263038
bass,F_MIX_00374,BASS_00174,DRUM_SUPPORTED,3231232,3230720,11.609977324263038
bass,F_MIX_00375,BASS_00175,DRUM_SUPPORTED,3246080,3246080,0.0
bass,F_MIX_00378,BASS_00177,BASS_AND_DRUM_SUPPORTED,3278336,3278336,0.0
bass,F_MIX_00380,BASS_00178,BASS_AND_DRUM_SUPPORTED,3295232,3295232,0.0
bass,F_MIX_00382,BASS_00179,BASS_AND_DRUM_SUPPORTED,3311104,3311104,0.0
bass,F_MIX_00384,BASS_00180,BASS_AND_DRUM_SUPPORTED,3326464,3326464,0.0
bass,F_MIX_00387,BASS_00182,DRUM_SUPPORTED,3354624,3354624,0.0
bass,F_MIX_00391,BASS_00185,DRUM_SUPPORTED,3401728,3401216,11.609977324263038
bass,F_MIX_00392,BASS_00186,DRUM_SUPPORTED,3405824,3405824,0.0
bass,F_MIX_00395,BASS_00188,DRUM_SUPPORTED,3437568,3437568,0.0
bass,F_MIX_00397,BASS_00189,DRUM_SUPPORTED,3453440,3453440,0.0
bass,F_MIX_00411,BASS_00193,DRUM_SUPPORTED,3575808,3575808,0.0
bass,F_MIX_00414,BASS_00194,DRUM_SUPPORTED,3596288,3596288,0.0
bass,F_MIX_00416,BASS_00196,BASS_AND_DRUM_SUPPORTED,3612160,3611648,11.609977324263038
bass,F_MIX_00418,BASS_00197,DRUM_SUPPORTED,3627520,3627008,11.609977324263038
bass,F_MIX_00421,BASS_00199,DRUM_SUPPORTED,3675648,3675648,0.0
bass,F_MIX_00422,BASS_00200,DRUM_SUPPORTED,3692032,3691520,11.609977324263038
bass,F_MIX_00423,BASS_00201,BASS_AND_DRUM_SUPPORTED,3708416,3708416,0.0
bass,F_MIX_00424,BASS_00202,BASS_AND_DRUM_SUPPORTED,3724288,3724288,0.0
bass,F_MIX_00426,BASS_00203,BASS_AND_DRUM_SUPPORTED,3740672,3741184,-11.609977324263038
bass,F_MIX_00428,BASS_00204,BASS_AND_DRUM_SUPPORTED,3756544,3756032,11.609977324263038
bass,F_MIX_00430,BASS_00205,BASS_AND_DRUM_SUPPORTED,3771904,3771904,0.0
bass,F_MIX_00432,BASS_00206,BASS_AND_DRUM_SUPPORTED,3788288,3788288,0.0
bass,F_MIX_00435,BASS_00208,DRUM_SUPPORTED,3805184,3804672,11.609977324263038
bass,F_MIX_00436,BASS_00209,BASS_AND_DRUM_SUPPORTED,3819520,3819008,11.609977324263038
bass,F_MIX_00438,BASS_00210,BASS_AND_DRUM_SUPPORTED,3835904,3835392,11.609977324263038
bass,F_MIX_00445,BASS_00215,BASS_AND_DRUM_SUPPORTED,3914240,3914240,0.0
bass,F_MIX_00448,BASS_00216,BASS_AND_DRUM_SUPPORTED,3945984,3945984,0.0
bass,F_MIX_00452,BASS_00219,BASS_AND_DRUM_SUPPORTED,3993600,3993600,0.0
bass,F_MIX_00455,BASS_00220,BASS_AND_DRUM_SUPPORTED,4008960,4009472,-11.609977324263038
bass,F_MIX_00457,BASS_00221,BASS_AND_DRUM_SUPPORTED,4024832,4025344,-11.609977324263038
bass,F_MIX_00459,BASS_00222,BASS_AND_DRUM_SUPPORTED,4040704,4040704,0.0
bass,F_MIX_00461,BASS_00223,DRUM_SUPPORTED,4057088,4056576,11.609977324263038
bass,F_MIX_00464,BASS_00224,DRUM_SUPPORTED,4072448,4072448,0.0
bass,F_MIX_00466,BASS_00225,BASS_AND_DRUM_SUPPORTED,4088320,4088320,0.0
bass,F_MIX_00468,BASS_00226,BASS_AND_DRUM_SUPPORTED,4104704,4104192,11.609977324263038
bass,F_MIX_00470,BASS_00227,DRUM_SUPPORTED,4120576,4120064,11.609977324263038
bass,F_MIX_00474,BASS_00230,BASS_AND_DRUM_SUPPORTED,4167680,4168192,-11.609977324263038
bass,F_MIX_00478,BASS_00232,BASS_AND_DRUM_SUPPORTED,4215808,4215808,0.0
bass,F_MIX_00479,BASS_00233,UNKNOWN,4228096,4228096,0.0
bass,F_MIX_00480,BASS_00234,DRUM_SUPPORTED,4231680,4232192,-11.609977324263038
bass,F_MIX_00483,BASS_00236,BASS_AND_DRUM_SUPPORTED,4263936,4263424,11.609977324263038
bass,F_MIX_00489,BASS_00239,DRUM_SUPPORTED,4328448,4327936,11.609977324263038
bass,F_MIX_00492,BASS_00241,DRUM_SUPPORTED,4360192,4359680,11.609977324263038
bass,F_MIX_00495,BASS_00243,BASS_AND_DRUM_SUPPORTED,4391424,4391424,0.0
bass,F_MIX_00497,BASS_00244,BASS_AND_DRUM_SUPPORTED,4407296,4407296,0.0
bass,F_MIX_00500,BASS_00245,BASS_AND_DRUM_SUPPORTED,4423168,4423680,-11.609977324263038
bass,F_MIX_00502,BASS_00246,BASS_AND_DRUM_SUPPORTED,4440064,4440064,0.0
bass,F_MIX_00504,BASS_00247,BASS_AND_DRUM_SUPPORTED,4456448,4456448,0.0
bass,F_MIX_00507,BASS_00249,BASS_AND_DRUM_SUPPORTED,4488704,4489216,-11.609977324263038
bass,F_MIX_00509,BASS_00251,UNKNOWN,4515840,4515840,0.0
bass,F_MIX_00510,BASS_00252,DRUM_SUPPORTED,4520448,4520448,0.0
bass,F_MIX_00512,BASS_00254,BASS_AND_DRUM_SUPPORTED,4552192,4551680,11.609977324263038
bass,F_MIX_00514,BASS_00255,BASS_AND_DRUM_SUPPORTED,4568064,4568576,-11.609977324263038
bass,F_MIX_00516,BASS_00257,BASS_AND_DRUM_SUPPORTED,4583936,4584448,-11.609977324263038
bass,F_MIX_00519,BASS_00258,DRUM_SUPPORTED,4599808,4600320,-11.609977324263038
bass,F_MIX_00526,BASS_00260,DRUM_SUPPORTED,4647424,4646912,11.609977324263038
bass,F_MIX_00528,BASS_00263,DRUM_SUPPORTED,4679168,4679168,0.0
bass,F_MIX_00532,BASS_00265,DRUM_SUPPORTED,4726784,4726272,11.609977324263038
bass,F_MIX_00534,BASS_00266,DRUM_SUPPORTED,4742144,4741632,11.609977324263038
bass,F_MIX_00536,BASS_00267,DRUM_SUPPORTED,4758016,4757504,11.609977324263038
bass,F_MIX_00539,BASS_00270,DRUM_SUPPORTED,4783104,4783104,0.0
bass,F_MIX_00540,BASS_00272,DRUM_SUPPORTED,4803584,4803072,11.609977324263038
bass,F_MIX_00543,BASS_00273,DRUM_SUPPORTED,4820480,4819968,11.609977324263038
bass,F_MIX_00544,BASS_00274,DRUM_SUPPORTED,4835840,4835840,0.0
bass,F_MIX_00548,BASS_00277,DRUM_SUPPORTED,4879872,4879872,0.0
bass,F_MIX_00549,BASS_00278,DRUM_SUPPORTED,4882944,4882944,0.0
bass,F_MIX_00552,BASS_00280,UNKNOWN,4904448,4904448,0.0
bass,F_MIX_00554,BASS_00281,DRUM_SUPPORTED,4915712,4915200,11.609977324263038
bass,F_MIX_00557,BASS_00283,UNKNOWN,4944384,4944896,-11.609977324263038
bass,F_MIX_00559,BASS_00285,DRUM_SUPPORTED,4961792,4961792,0.0
bass,F_MIX_00571,BASS_00290,BASS_AND_DRUM_SUPPORTED,5074432,5074944,-11.609977324263038
bass,F_MIX_00572,BASS_00291,BASS_AND_DRUM_SUPPORTED,5090816,5090816,0.0
bass,F_MIX_00573,BASS_00292,BASS_AND_DRUM_SUPPORTED,5106688,5107200,-11.609977324263038
bass,F_MIX_00578,BASS_00294,BASS_AND_DRUM_SUPPORTED,5154304,5153792,11.609977324263038
