clip_id,native_note_id,onset_local_s,offset_local_s,duration_s,midi_pitch,amplitude,pitch_bends,episode_ids,routes
BASS,BP_0091,68.94357006802721,69.22220952380952,0.27863945578231153,37,0.5669514536857605,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",HF058,SECURE_ROUTE
BASS,BP_0092,69.26864943310657,69.46601904761906,0.19736961451248192,50,0.39786195755004883,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",HF059,AMBIGUOUS_ROUTE
BASS,BP_0093,69.28025941043084,69.54728888888889,0.26702947845804204,38,0.7160391807556152,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",HF059,AMBIGUOUS_ROUTE
BASS,BP_0094,69.54728888888889,69.75626848072562,0.2089795918367372,39,0.5940345525741577,"[-2, -2, -2, -2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",HF060,AMBIGUOUS_ROUTE
BASS,BP_0095,69.75626848072562,70.02329795918368,0.26702947845805625,39,0.7294201254844666,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",HF060,AMBIGUOUS_ROUTE
BASS,BP_0096,70.01168798185941,70.1742276643991,0.16253968253968765,46,0.6573601961135864,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",HF061,AMBIGUOUS_ROUTE
BASS,BP_0097,70.1742276643991,70.32515736961452,0.15092970521541815,46,0.5682123899459839,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",HF061,AMBIGUOUS_ROUTE
BASS,BP_0098,70.29032743764172,70.45286712018141,0.16253968253968765,43,0.5995796918869019,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",HF062,AMBIGUOUS_ROUTE
BASS,BP_0099,70.46447709750566,70.68506666666667,0.2205895691610067,43,0.6702736020088196,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",HF062,AMBIGUOUS_ROUTE
BASS,BP_0100,70.71989659863945,71.1043097505669,0.38441315192744696,39,0.7154550552368164,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",HF063,SECURE_ROUTE
