episode_id,BP_member_id,query_id,pitch_name,midi_pitch,f0_hz,BP_onset_s,BP_offset_s,window_start_s,window_end_s,target_frequency_bandwidth_ENBW_hz,supporting_harmonics_observed,supporting_harmonics_with_same_rise,target_onset_status,target_onset_candidates_s,selected_clear_onset_s,selected_minus_BP_ms,target_observation,harmonic_observations,ambiguity_notes,episode_status
HF013,BP_0020,HF013_BP_0020_50,D3,50,146.8323839587038,51.86534829931973,52.16720770975057,51.71534829931973,52.015348299319726,55.03327787021632,0,0,TARGET_ONSET_CLEAR,[51.86512471655329],51.86512471655329,-0.22358276643785757,"{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [51.86512471655329], ""baseline"": 0.0005011573256450186, ""peak"": 0.017542504999831825, ""low"": 0.0039094268604823795, ""high"": 0.010725965930157101, ""relative_power_proxy"": 0.15458897726202067, ""dynamic_ratio"": 35.00398797374378, ""incomplete_rise"": false, ""f0"": 146.8323839587038, ""kernel_samples"": 1203, ""support_ms"": 27.278911564625847, ""ENBW_hz"": 55.03327787021632, ""tuning_low_hz"": 143.89370945777642, ""tuning_high_hz"": 149.83107364622228, ""approx_first_null_halfwidth_hz"": 73.37770382695507}","[{""status"": ""TARGET_NOT_OBSERVABLE"", ""candidate_s"": [], ""baseline"": 1.4206465699097408e-05, ""peak"": 0.001852786853411863, ""low"": 0.00038192254324165054, ""high"": 0.0011173546983267568, ""relative_power_proxy"": 0.005912078678136048, ""dynamic_ratio"": 130.4185638184152, ""incomplete_rise"": false, ""f0"": 293.6647679174076, ""kernel_samples"": 601, ""support_ms"": 13.628117913832199, ""ENBW_hz"": 110.25, ""tuning_low_hz"": 287.78741891555285, ""tuning_high_hz"": 299.66214729244456, ""approx_first_null_halfwidth_hz"": 147.0, ""harmonic_number"": 2, ""supports_primary_candidates"": []}, {""status"": ""TARGET_NOT_OBSERVABLE"", ""candidate_s"": [], ""baseline"": 7.4023494198866e-06, ""peak"": 0.002675171911832447, ""low"": 0.0005409562619023986, ""high"": 0.0016080640868674225, ""relative_power_proxy"": 0.002169471579561204, ""dynamic_ratio"": 361.39497882192995, ""incomplete_rise"": false, ""f0"": 440.4971518761114, ""kernel_samples"": 401, ""support_ms"": 9.09297052154195, ""ENBW_hz"": 165.375, ""tuning_low_hz"": 431.6811283733293, ""tuning_high_hz"": 449.49322093866687, ""approx_first_null_halfwidth_hz"": 220.5, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_UNRESOLVED
HF014,BP_0022,HF014_BP_0022_39,D#2,39,77.78174593052023,52.16720770975057,52.38779727891156,52.01720770975057,52.31720770975057,29.166666666666664,2,0,TARGET_ONSET_UNRESOLVED,[],,,"{""status"": ""TARGET_ONSET_UNRESOLVED"", ""candidate_s"": [], ""baseline"": 0.00031260937854799583, ""peak"": 0.0038373701206099557, ""low"": 0.0010175615269603878, ""high"": 0.0024274658237851713, ""relative_power_proxy"": 0.033536450496397995, ""dynamic_ratio"": 12.275287895819776, ""incomplete_rise"": true, ""f0"": 77.78174593052023, ""kernel_samples"": 2269, ""support_ms"": 51.45124716553288, ""ENBW_hz"": 29.166666666666664, ""tuning_low_hz"": 76.2250373404866, ""tuning_high_hz"": 79.37024645820105, ""approx_first_null_halfwidth_hz"": 38.888888888888886}","[{""status"": ""TARGET_ACTIVITY_CONTINUOUS"", ""candidate_s"": [], ""baseline"": 0.0019763425526210326, ""peak"": 0.009307474525407344, ""low"": 0.003442568947178295, ""high"": 0.006375021736292818, ""relative_power_proxy"": 0.2254338485965183, ""dynamic_ratio"": 4.709443974205655, ""incomplete_rise"": false, ""f0"": 155.56349186104046, ""kernel_samples"": 1135, ""support_ms"": 25.736961451247165, ""ENBW_hz"": 58.33333333333333, ""tuning_low_hz"": 152.4500746809732, ""tuning_high_hz"": 158.7404929164021, ""approx_first_null_halfwidth_hz"": 77.77777777777777, ""harmonic_number"": 2, ""supports_primary_candidates"": []}, {""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.173424036281176], ""baseline"": 0.00017036281633517626, ""peak"": 0.004044263559944887, ""low"": 0.0009451429650571184, ""high"": 0.0024947032625010023, ""relative_power_proxy"": 0.03412901728683723, ""dynamic_ratio"": 23.739121287993367, ""incomplete_rise"": false, ""f0"": 233.3452377915607, ""kernel_samples"": 757, ""support_ms"": 17.165532879818592, ""ENBW_hz"": 87.5, ""tuning_low_hz"": 228.67511202145977, ""tuning_high_hz"": 238.11073937460318, ""approx_first_null_halfwidth_hz"": 116.66666666666667, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_UNRESOLVED
HF014,BP_0023,HF014_BP_0023_39,D#2,39,77.78174593052023,52.16720770975057,52.306527437641726,52.01720770975057,52.31720770975057,29.166666666666664,2,0,TARGET_ONSET_UNRESOLVED,[],,,"{""status"": ""TARGET_ONSET_UNRESOLVED"", ""candidate_s"": [], ""baseline"": 0.00031260937854799583, ""peak"": 0.0038373701206099557, ""low"": 0.0010175615269603878, ""high"": 0.0024274658237851713, ""relative_power_proxy"": 0.033536450496397995, ""dynamic_ratio"": 12.275287895819776, ""incomplete_rise"": true, ""f0"": 77.78174593052023, ""kernel_samples"": 2269, ""support_ms"": 51.45124716553288, ""ENBW_hz"": 29.166666666666664, ""tuning_low_hz"": 76.2250373404866, ""tuning_high_hz"": 79.37024645820105, ""approx_first_null_halfwidth_hz"": 38.888888888888886}","[{""status"": ""TARGET_ACTIVITY_CONTINUOUS"", ""candidate_s"": [], ""baseline"": 0.0019763425526210326, ""peak"": 0.009307474525407344, ""low"": 0.003442568947178295, ""high"": 0.006375021736292818, ""relative_power_proxy"": 0.2254338485965183, ""dynamic_ratio"": 4.709443974205655, ""incomplete_rise"": false, ""f0"": 155.56349186104046, ""kernel_samples"": 1135, ""support_ms"": 25.736961451247165, ""ENBW_hz"": 58.33333333333333, ""tuning_low_hz"": 152.4500746809732, ""tuning_high_hz"": 158.7404929164021, ""approx_first_null_halfwidth_hz"": 77.77777777777777, ""harmonic_number"": 2, ""supports_primary_candidates"": []}, {""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.173424036281176], ""baseline"": 0.00017036281633517626, ""peak"": 0.004044263559944887, ""low"": 0.0009451429650571184, ""high"": 0.0024947032625010023, ""relative_power_proxy"": 0.03412901728683723, ""dynamic_ratio"": 23.739121287993367, ""incomplete_rise"": false, ""f0"": 233.3452377915607, ""kernel_samples"": 757, ""support_ms"": 17.165532879818592, ""ENBW_hz"": 87.5, ""tuning_low_hz"": 228.67511202145977, ""tuning_high_hz"": 238.11073937460318, ""approx_first_null_halfwidth_hz"": 116.66666666666667, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_UNRESOLVED
HF014,BP_0023,HF014_BP_0023_51,D#3,51,155.56349186104046,52.16720770975057,52.306527437641726,52.01720770975057,52.31720770975057,58.33333333333333,1,0,TARGET_ACTIVITY_CONTINUOUS,[],,,"{""status"": ""TARGET_ACTIVITY_CONTINUOUS"", ""candidate_s"": [], ""baseline"": 0.0019763425526210326, ""peak"": 0.009307474525407344, ""low"": 0.003442568947178295, ""high"": 0.006375021736292818, ""relative_power_proxy"": 0.2254338485965183, ""dynamic_ratio"": 4.709443974205655, ""incomplete_rise"": false, ""f0"": 155.56349186104046, ""kernel_samples"": 1135, ""support_ms"": 25.736961451247165, ""ENBW_hz"": 58.33333333333333, ""tuning_low_hz"": 152.4500746809732, ""tuning_high_hz"": 158.7404929164021, ""approx_first_null_halfwidth_hz"": 77.77777777777777}","[{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.179410430839], ""baseline"": 5.536476182293818e-05, ""peak"": 0.005127156114098276, ""low"": 0.0010697230322780056, ""high"": 0.0030984395731881403, ""relative_power_proxy"": 0.012983182580109248, ""dynamic_ratio"": 92.60684856724232, ""incomplete_rise"": false, ""f0"": 311.1269837220809, ""kernel_samples"": 567, ""support_ms"": 12.857142857142858, ""ENBW_hz"": 116.87279151943461, ""tuning_low_hz"": 304.9001493619464, ""tuning_high_hz"": 317.4809858328042, ""approx_first_null_halfwidth_hz"": 155.8303886925795, ""harmonic_number"": 2, ""supports_primary_candidates"": []}, {""status"": ""TARGET_NOT_OBSERVABLE"", ""candidate_s"": [], ""baseline"": 3.099867236511482e-05, ""peak"": 0.0017765314674148087, ""low"": 0.00038010523137505366, ""high"": 0.0010783183493949312, ""relative_power_proxy"": 0.002975589190915247, ""dynamic_ratio"": 57.30992109888149, ""incomplete_rise"": false, ""f0"": 466.6904755831214, ""kernel_samples"": 379, ""support_ms"": 8.594104308390023, ""ENBW_hz"": 175.0, ""tuning_low_hz"": 457.35022404291954, ""tuning_high_hz"": 476.22147874920637, ""approx_first_null_halfwidth_hz"": 233.33333333333334, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_UNRESOLVED
HF015,BP_0024,HF015_BP_0024_36,C2,36,65.40639132514966,52.573556916099776,52.71287664399093,52.42355691609978,52.723556916099774,24.536350148367955,2,1,TARGET_ONSET_CLEAR,[52.623401360544214],52.623401360544214,49.84444444443881,"{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.623401360544214], ""baseline"": 0.00030720945565723104, ""peak"": 0.0036852891418058743, ""low"": 0.0009828253928869596, ""high"": 0.002334057267346417, ""relative_power_proxy"": 0.033100134185233714, ""dynamic_ratio"": 11.996014686207236, ""incomplete_rise"": false, ""f0"": 65.40639132514966, ""kernel_samples"": 2697, ""support_ms"": 61.156462585034014, ""ENBW_hz"": 24.536350148367955, ""tuning_low_hz"": 64.0973606521957, ""tuning_high_hz"": 66.7421557245051, ""approx_first_null_halfwidth_hz"": 32.71513353115727}","[{""status"": ""TARGET_ONSET_UNRESOLVED"", ""candidate_s"": [52.59646258503401], ""baseline"": 0.0007485623371788514, ""peak"": 0.019257827362036285, ""low"": 0.004450415342150338, ""high"": 0.011854121352093312, ""relative_power_proxy"": 0.12472959860069413, ""dynamic_ratio"": 25.72641770171651, ""incomplete_rise"": true, ""f0"": 130.8127826502993, ""kernel_samples"": 1349, ""support_ms"": 30.589569160997733, ""ENBW_hz"": 49.07270029673592, ""tuning_low_hz"": 128.1947213043914, ""tuning_high_hz"": 133.4843114490102, ""approx_first_null_halfwidth_hz"": 65.43026706231454, ""harmonic_number"": 2, ""supports_primary_candidates"": [52.623401360544214]}, {""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.50666666666667], ""baseline"": 0.0001239703909452499, ""peak"": 0.009967527050336007, ""low"": 0.0020926817228234013, ""high"": 0.0060301043865797046, ""relative_power_proxy"": 0.0309894919280254, ""dynamic_ratio"": 80.40248138555964, ""incomplete_rise"": false, ""f0"": 196.21917397544897, ""kernel_samples"": 899, ""support_ms"": 20.385487528344672, ""ENBW_hz"": 73.66369710467706, ""tuning_low_hz"": 192.2920819565871, ""tuning_high_hz"": 200.2264671735153, ""approx_first_null_halfwidth_hz"": 98.21826280623608, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_UNRESOLVED
HF015,BP_0025,HF015_BP_0025_36,C2,36,65.40639132514966,52.5967768707483,52.77092653061224,52.4467768707483,52.7467768707483,24.536350148367955,2,1,TARGET_ONSET_CLEAR,[52.623401360544214],52.623401360544214,26.62448979591403,"{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.623401360544214], ""baseline"": 0.000307209455657232, ""peak"": 0.003685289141805876, ""low"": 0.000982825392886961, ""high"": 0.0023340572673464185, ""relative_power_proxy"": 0.03430502421265779, ""dynamic_ratio"": 11.996014686207204, ""incomplete_rise"": false, ""f0"": 65.40639132514966, ""kernel_samples"": 2697, ""support_ms"": 61.156462585034014, ""ENBW_hz"": 24.536350148367955, ""tuning_low_hz"": 64.0973606521957, ""tuning_high_hz"": 66.7421557245051, ""approx_first_null_halfwidth_hz"": 32.71513353115727}","[{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.59646258503401], ""baseline"": 0.0007485623371788511, ""peak"": 0.019257827362036295, ""low"": 0.004450415342150339, ""high"": 0.011854121352093315, ""relative_power_proxy"": 0.129718970475363, ""dynamic_ratio"": 25.726417701716535, ""incomplete_rise"": false, ""f0"": 130.8127826502993, ""kernel_samples"": 1349, ""support_ms"": 30.589569160997733, ""ENBW_hz"": 49.07270029673592, ""tuning_low_hz"": 128.1947213043914, ""tuning_high_hz"": 133.4843114490102, ""approx_first_null_halfwidth_hz"": 65.43026706231454, ""harmonic_number"": 2, ""supports_primary_candidates"": [52.623401360544214]}, {""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.50666666666667], ""baseline"": 0.0001308000933532105, ""peak"": 0.009967527050336007, ""low"": 0.00209814548474977, ""high"": 0.006032836267542887, ""relative_power_proxy"": 0.04280068829807832, ""dynamic_ratio"": 76.20428085949338, ""incomplete_rise"": false, ""f0"": 196.21917397544897, ""kernel_samples"": 899, ""support_ms"": 20.385487528344672, ""ENBW_hz"": 73.66369710467706, ""tuning_low_hz"": 192.2920819565871, ""tuning_high_hz"": 200.2264671735153, ""approx_first_null_halfwidth_hz"": 98.21826280623608, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_UNRESOLVED
HF015,BP_0025,HF015_BP_0025_48,C3,48,130.8127826502993,52.5967768707483,52.77092653061224,52.4467768707483,52.7467768707483,49.07270029673592,1,0,TARGET_ONSET_CLEAR,[52.59646258503401],52.59646258503401,-0.31428571428904206,"{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.59646258503401], ""baseline"": 0.0007485623371788511, ""peak"": 0.019257827362036295, ""low"": 0.004450415342150339, ""high"": 0.011854121352093315, ""relative_power_proxy"": 0.129718970475363, ""dynamic_ratio"": 25.726417701716535, ""incomplete_rise"": false, ""f0"": 130.8127826502993, ""kernel_samples"": 1349, ""support_ms"": 30.589569160997733, ""ENBW_hz"": 49.07270029673592, ""tuning_low_hz"": 128.1947213043914, ""tuning_high_hz"": 133.4843114490102, ""approx_first_null_halfwidth_hz"": 65.43026706231454}","[{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.50866213151927], ""baseline"": 2.9165733512117493e-05, ""peak"": 0.005134399509986935, ""low"": 0.001050212488807081, ""high"": 0.003092305999397008, ""relative_power_proxy"": 0.013607443181978943, ""dynamic_ratio"": 176.0421868990109, ""incomplete_rise"": false, ""f0"": 261.6255653005986, ""kernel_samples"": 675, ""support_ms"": 15.306122448979592, ""ENBW_hz"": 98.14540059347182, ""tuning_low_hz"": 256.3894426087828, ""tuning_high_hz"": 266.9686228980204, ""approx_first_null_halfwidth_hz"": 130.86053412462908, ""harmonic_number"": 2, ""supports_primary_candidates"": []}, {""status"": ""TARGET_NOT_OBSERVABLE"", ""candidate_s"": [], ""baseline"": 1.4152160363610489e-05, ""peak"": 0.002221360561825693, ""low"": 0.00045559384065602706, ""high"": 0.0013384772012408602, ""relative_power_proxy"": 0.0036151557076797448, ""dynamic_ratio"": 156.96264773380364, ""incomplete_rise"": false, ""f0"": 392.43834795089793, ""kernel_samples"": 451, ""support_ms"": 10.226757369614512, ""ENBW_hz"": 147.0, ""tuning_low_hz"": 384.5841639131742, ""tuning_high_hz"": 400.4529343470306, ""approx_first_null_halfwidth_hz"": 196.0, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_UNRESOLVED
HF015,BP_0026,HF015_BP_0026_36,C2,36,65.40639132514966,52.724486621315194,52.95797006802721,52.574486621315195,52.87448662131519,24.536350148367955,2,2,TARGET_ONSET_CLEAR,[52.623401360544214],52.623401360544214,-101.08526077097935,"{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.623401360544214], ""baseline"": 0.00030720945565723104, ""peak"": 0.003685289141805876, ""low"": 0.00098282539288696, ""high"": 0.002334057267346418, ""relative_power_proxy"": 0.07484915362855082, ""dynamic_ratio"": 11.996014686207243, ""incomplete_rise"": false, ""f0"": 65.40639132514966, ""kernel_samples"": 2697, ""support_ms"": 61.156462585034014, ""ENBW_hz"": 24.536350148367955, ""tuning_low_hz"": 64.0973606521957, ""tuning_high_hz"": 66.7421557245051, ""approx_first_null_halfwidth_hz"": 32.71513353115727}","[{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.59746031746032], ""baseline"": 0.0025136690914822433, ""peak"": 0.019257827362036285, ""low"": 0.005862500745593051, ""high"": 0.012560164053814667, ""relative_power_proxy"": 0.22572779432257295, ""dynamic_ratio"": 7.66124205739446, ""incomplete_rise"": false, ""f0"": 130.8127826502993, ""kernel_samples"": 1349, ""support_ms"": 30.589569160997733, ""ENBW_hz"": 49.07270029673592, ""tuning_low_hz"": 128.1947213043914, ""tuning_high_hz"": 133.4843114490102, ""approx_first_null_halfwidth_hz"": 65.43026706231454, ""harmonic_number"": 2, ""supports_primary_candidates"": [52.623401360544214]}, {""status"": ""TARGET_ONSET_MULTIPLE"", ""candidate_s"": [52.60344671201814, 52.64834467120181], ""baseline"": 0.0001872571493746628, ""peak"": 0.0041414767232921075, ""low"": 0.0009781010641581518, ""high"": 0.00255978889372513, ""relative_power_proxy"": 0.0632569892969571, ""dynamic_ratio"": 22.116521249641952, ""incomplete_rise"": false, ""f0"": 196.21917397544897, ""kernel_samples"": 899, ""support_ms"": 20.385487528344672, ""ENBW_hz"": 73.66369710467706, ""tuning_low_hz"": 192.2920819565871, ""tuning_high_hz"": 200.2264671735153, ""approx_first_null_halfwidth_hz"": 98.21826280623608, ""harmonic_number"": 3, ""supports_primary_candidates"": [52.623401360544214]}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_UNRESOLVED
HF016,BP_0027,HF016_BP_0027_43,G2,43,97.99885899543733,52.887026303854874,53.0856798185941,52.737026303854876,53.03702630385487,36.75000000000001,2,0,TARGET_ONSET_CLEAR,[52.980589569161],52.980589569161,93.56326530612336,"{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.980589569161], ""baseline"": 7.13244206268468e-05, ""peak"": 0.05410436358394277, ""low"": 0.010877932253290033, ""high"": 0.032491147918616396, ""relative_power_proxy"": 0.030302677659417607, ""dynamic_ratio"": 758.5671654734432, ""incomplete_rise"": false, ""f0"": 97.99885899543733, ""kernel_samples"": 1801, ""support_ms"": 40.8390022675737, ""ENBW_hz"": 36.75000000000001, ""tuning_low_hz"": 96.03752907430179, ""tuning_high_hz"": 100.00024424803152, ""approx_first_null_halfwidth_hz"": 49.0}","[{""status"": ""TARGET_ONSET_MULTIPLE"", ""candidate_s"": [52.75310657596372, 52.932698412698414], ""baseline"": 0.00018256913348584376, ""peak"": 0.003742979755390768, ""low"": 0.0008946512578668286, ""high"": 0.0023188155066287985, ""relative_power_proxy"": 0.05881652907381834, ""dynamic_ratio"": 20.501711784051356, ""incomplete_rise"": false, ""f0"": 195.99771799087466, ""kernel_samples"": 901, ""support_ms"": 20.430839002267575, ""ENBW_hz"": 73.5, ""tuning_low_hz"": 192.07505814860357, ""tuning_high_hz"": 200.00048849606304, ""approx_first_null_halfwidth_hz"": 98.0, ""harmonic_number"": 2, ""supports_primary_candidates"": []}, {""status"": ""TARGET_ONSET_MULTIPLE"", ""candidate_s"": [52.90675736961451, 52.93170068027211], ""baseline"": 3.4805315982812645e-05, ""peak"": 0.001094114494374662, ""low"": 0.00024666715166118253, ""high"": 0.0006703908230179224, ""relative_power_proxy"": 0.01429692537809239, ""dynamic_ratio"": 31.435269684520346, ""incomplete_rise"": true, ""f0"": 293.996576986312, ""kernel_samples"": 601, ""support_ms"": 13.628117913832199, ""ENBW_hz"": 110.25, ""tuning_low_hz"": 288.11258722290535, ""tuning_high_hz"": 300.00073274409453, ""approx_first_null_halfwidth_hz"": 147.0, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_CLEAR
HF016,BP_0028,HF016_BP_0028_43,G2,43,97.99885899543733,53.0856798185941,53.317879365079364,52.9356798185941,53.2356798185941,36.75000000000001,1,0,TARGET_ONSET_CLEAR,[52.981587301587304],52.981587301587304,-104.09251700679789,"{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [52.981587301587304], ""baseline"": 0.001788935923645581, ""peak"": 0.05410436358394273, ""low"": 0.01225202145570501, ""high"": 0.03317819251982387, ""relative_power_proxy"": 0.40769805752072563, ""dynamic_ratio"": 30.24388010146625, ""incomplete_rise"": false, ""f0"": 97.99885899543733, ""kernel_samples"": 1801, ""support_ms"": 40.8390022675737, ""ENBW_hz"": 36.75000000000001, ""tuning_low_hz"": 96.03752907430179, ""tuning_high_hz"": 100.00024424803152, ""approx_first_null_halfwidth_hz"": 49.0}","[{""status"": ""TARGET_ACTIVITY_CONTINUOUS"", ""candidate_s"": [], ""baseline"": 8.807390393573394e-05, ""peak"": 0.0037429797553907656, ""low"": 0.0008190550742267403, ""high"": 0.002281017414808753, ""relative_power_proxy"": 0.020979945911394373, ""dynamic_ratio"": 42.49817015176203, ""incomplete_rise"": false, ""f0"": 195.99771799087466, ""kernel_samples"": 901, ""support_ms"": 20.430839002267575, ""ENBW_hz"": 73.5, ""tuning_low_hz"": 192.07505814860357, ""tuning_high_hz"": 200.00048849606304, ""approx_first_null_halfwidth_hz"": 98.0, ""harmonic_number"": 2, ""supports_primary_candidates"": []}, {""status"": ""TARGET_NOT_OBSERVABLE"", ""candidate_s"": [], ""baseline"": 3.659588546899172e-05, ""peak"": 0.0008619344652292012, ""low"": 0.00020166360142103362, ""high"": 0.0005317990333251173, ""relative_power_proxy"": 0.008076699743610471, ""dynamic_ratio"": 23.552769776797227, ""incomplete_rise"": false, ""f0"": 293.996576986312, ""kernel_samples"": 601, ""support_ms"": 13.628117913832199, ""ENBW_hz"": 110.25, ""tuning_low_hz"": 288.11258722290535, ""tuning_high_hz"": 300.00073274409453, ""approx_first_null_halfwidth_hz"": 147.0, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_CLEAR
HF017,BP_0029,HF017_BP_0029_41,F2,41,87.30705785825097,53.37592925170068,53.701008616780044,53.225929251700684,53.52592925170068,32.74752475247525,0,0,TARGET_ONSET_CLEAR,[53.347755102040814],53.347755102040814,-28.17414965986842,"{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [53.347755102040814], ""baseline"": 0.0003557188419268523, ""peak"": 0.04629028562696253, ""low"": 0.009542632198933988, ""high"": 0.02791645891294826, ""relative_power_proxy"": 0.3563090146862133, ""dynamic_ratio"": 130.13166627952018, ""incomplete_rise"": false, ""f0"": 87.30705785825097, ""kernel_samples"": 2021, ""support_ms"": 45.827664399092974, ""ENBW_hz"": 32.74752475247525, ""tuning_low_hz"": 85.55971154566102, ""tuning_high_hz"": 89.09008941429211, ""approx_first_null_halfwidth_hz"": 43.663366336633665}","[{""status"": ""TARGET_NOT_OBSERVABLE"", ""candidate_s"": [], ""baseline"": 3.817401468947451e-05, ""peak"": 0.0006783184096540825, ""low"": 0.0001662028936823961, ""high"": 0.00042226065166823927, ""relative_power_proxy"": 0.004282379715674593, ""dynamic_ratio"": 17.76911375897571, ""incomplete_rise"": false, ""f0"": 174.61411571650194, ""kernel_samples"": 1011, ""support_ms"": 22.92517006802721, ""ENBW_hz"": 65.4950495049505, ""tuning_low_hz"": 171.11942309132203, ""tuning_high_hz"": 178.18017882858422, ""approx_first_null_halfwidth_hz"": 87.32673267326733, ""harmonic_number"": 2, ""supports_primary_candidates"": []}, {""status"": ""TARGET_NOT_OBSERVABLE"", ""candidate_s"": [], ""baseline"": 2.089603370200437e-05, ""peak"": 0.0012066143067516449, ""low"": 0.00025803968831193246, ""high"": 0.0007323269975317887, ""relative_power_proxy"": 0.003198826779401209, ""dynamic_ratio"": 57.743700261926, ""incomplete_rise"": false, ""f0"": 261.9211735747529, ""kernel_samples"": 675, ""support_ms"": 15.306122448979592, ""ENBW_hz"": 98.14540059347182, ""tuning_low_hz"": 256.67913463698306, ""tuning_high_hz"": 267.27026824287634, ""approx_first_null_halfwidth_hz"": 130.86053412462908, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_CLEAR
HF018,BP_0030,HF018_BP_0030_46,A#2,46,116.54094037952248,53.72422857142857,54.362777324263035,53.57422857142857,53.87422857142857,43.692206076618234,1,0,TARGET_ONSET_CLEAR,[53.71591836734694],53.71591836734694,-8.310204081631412,"{""status"": ""TARGET_ONSET_CLEAR"", ""candidate_s"": [53.71591836734694], ""baseline"": 0.001298172960579173, ""peak"": 0.01729550618027457, ""low"": 0.0044976396045182535, ""high"": 0.010896572892396414, ""relative_power_proxy"": 0.14293153119994376, ""dynamic_ratio"": 13.322959810038157, ""incomplete_rise"": false, ""f0"": 116.54094037952248, ""kernel_samples"": 1515, ""support_ms"": 34.35374149659864, ""ENBW_hz"": 43.692206076618234, ""tuning_low_hz"": 114.20851288244036, ""tuning_high_hz"": 118.92100196176901, ""approx_first_null_halfwidth_hz"": 58.256274768824305}","[{""status"": ""TARGET_ONSET_MULTIPLE"", ""candidate_s"": [53.59519274376417, 53.661043083900225], ""baseline"": 0.00018024002331538784, ""peak"": 0.0022561274801959946, ""low"": 0.0005954175146915092, ""high"": 0.001425772497443752, ""relative_power_proxy"": 0.03642796808498208, ""dynamic_ratio"": 12.517350135092773, ""incomplete_rise"": false, ""f0"": 233.08188075904496, ""kernel_samples"": 757, ""support_ms"": 17.165532879818592, ""ENBW_hz"": 87.5, ""tuning_low_hz"": 228.41702576488072, ""tuning_high_hz"": 237.84200392353802, ""approx_first_null_halfwidth_hz"": 116.66666666666667, ""harmonic_number"": 2, ""supports_primary_candidates"": []}, {""status"": ""TARGET_NOT_OBSERVABLE"", ""candidate_s"": [], ""baseline"": 2.066397037487125e-05, ""peak"": 0.002377097169814604, ""low"": 0.0004919506102628178, ""high"": 0.0014345238900387107, ""relative_power_proxy"": 0.00821098816005916, ""dynamic_ratio"": 115.03583903243056, ""incomplete_rise"": false, ""f0"": 349.6228211385675, ""kernel_samples"": 505, ""support_ms"": 11.45124716553288, ""ENBW_hz"": 131.25, ""tuning_low_hz"": 342.6255386473211, ""tuning_high_hz"": 356.76300588530705, ""approx_first_null_halfwidth_hz"": 175.0, ""harmonic_number"": 3, ""supports_primary_candidates"": []}]",Conditional pitched-component observation; finite-band leakage and centered smoothing; original family ambiguity retained.,TARGET_ONSET_CLEAR
