note_id,role,family_id,possible_family_ids,harmonic_number,cents_error,reason,root_score,native_hypothesis
BP_0003,ROOT_HYPOTHESIS,HF001,"[""HF001""]",1,0.0,first observed root proposal,0.6152796149253845,"{""note_id"": ""BP_0003"", ""onset_s"": ""47.79928843537415"", ""offset_s"": ""48.00826802721088"", ""midi_pitch"": ""39"", ""amplitude"": ""0.6152796149253845"", ""pitch_bends"": ""[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 47.79928843537415, ""offset"": 48.00826802721088, ""pitch"": 39, ""amp"": 0.6152796149253845, ""frequency_hz"": 77.78174593052023}"
BP_0004,ROOT_HYPOTHESIS,HF002,"[""HF002""]",1,0.0,new observed pitch incompatible with active harmonic families,0.404446542263031,"{""note_id"": ""BP_0004"", ""onset_s"": ""48.019878004535144"", ""offset_s"": ""48.194027664399094"", ""midi_pitch"": ""43"", ""amplitude"": ""0.404446542263031"", ""pitch_bends"": ""[-1, -1, 1, 1, -1, -1, 1, 1, 1, 2, 2, 2, 2, 2, 2]"", ""onset"": 48.019878004535144, ""offset"": 48.194027664399094, ""pitch"": 43, ""amp"": 0.404446542263031, ""frequency_hz"": 97.99885899543733}"
BP_0005,ROOT_HYPOTHESIS,HF003,"[""HF003""]",1,0.0,new observed pitch incompatible with active harmonic families,0.5759221911430359,"{""note_id"": ""BP_0005"", ""onset_s"": ""48.10114784580499"", ""offset_s"": ""48.61198684807256"", ""midi_pitch"": ""31"", ""amplitude"": ""0.5759221911430359"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]"", ""onset"": 48.10114784580499, ""offset"": 48.61198684807256, ""pitch"": 31, ""amp"": 0.5759221911430359, ""frequency_hz"": 48.999429497718666}"
BP_0006,HARMONIC_HYPOTHESIS,HF003,"[""HF003""]",2,0.0,frequency-compatible active family; separate higher note remains alternative,0.4584829807281494,"{""note_id"": ""BP_0006"", ""onset_s"": ""48.194027664399094"", ""offset_s"": ""48.48427709750567"", ""midi_pitch"": ""43"", ""amplitude"": ""0.4584829807281494"", ""pitch_bends"": ""[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1]"", ""onset"": 48.194027664399094, ""offset"": 48.48427709750567, ""pitch"": 43, ""amp"": 0.4584829807281494, ""frequency_hz"": 97.99885899543733}"
BP_0007,ROOT_HYPOTHESIS,HF004,"[""HF004""]",1,0.0,new observed pitch incompatible with active harmonic families,0.3802957832813263,"{""note_id"": ""BP_0007"", ""onset_s"": ""48.577156916099774"", ""offset_s"": ""48.797746485260774"", ""midi_pitch"": ""44"", ""amplitude"": ""0.3802957832813263"", ""pitch_bends"": ""[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 48.577156916099774, ""offset"": 48.797746485260774, ""pitch"": 44, ""amp"": 0.3802957832813263, ""frequency_hz"": 103.82617439498628}"
BP_0008,ROOT_HYPOTHESIS,HF005,"[""HF005""]",1,0.0,new observed pitch incompatible with active harmonic families,0.44558146595954895,"{""note_id"": ""BP_0008"", ""onset_s"": ""48.61198684807256"", ""offset_s"": ""48.77452653061224"", ""midi_pitch"": ""32"", ""amplitude"": ""0.44558146595954895"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 48.61198684807256, ""offset"": 48.77452653061224, ""pitch"": 32, ""amp"": 0.44558146595954895, ""frequency_hz"": 51.91308719749314}"
BP_0009,ROOT_HYPOTHESIS,HF006,"[""HF006""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6119349002838135,"{""note_id"": ""BP_0009"", ""onset_s"": ""48.97189614512472"", ""offset_s"": ""49.20537959183673"", ""midi_pitch"": ""33"", ""amplitude"": ""0.6119349002838135"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"", ""onset"": 48.97189614512472, ""offset"": 49.20537959183673, ""pitch"": 33, ""amp"": 0.6119349002838135, ""frequency_hz"": 55.0}"
BP_0010,ROOT_HYPOTHESIS,HF007,"[""HF007""]",1,0.0,new observed pitch incompatible with active harmonic families,0.39700835943222046,"{""note_id"": ""BP_0010"", ""onset_s"": ""49.35630929705216"", ""offset_s"": ""49.54206893424036"", ""midi_pitch"": ""34"", ""amplitude"": ""0.39700835943222046"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 49.35630929705216, ""offset"": 49.54206893424036, ""pitch"": 34, ""amp"": 0.39700835943222046, ""frequency_hz"": 58.27047018976124}"
BP_0011,HARMONIC_HYPOTHESIS,HF008,"[""HF008""]",2,3.8441118045779003e-13,frequency-compatible active family; separate higher note remains alternative,0.34546005725860596,"{""note_id"": ""BP_0011"", ""onset_s"": ""49.65816870748299"", ""offset_s"": ""49.91358820861678"", ""midi_pitch"": ""47"", ""amplitude"": ""0.34546005725860596"", ""pitch_bends"": ""[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]"", ""onset"": 49.65816870748299, ""offset"": 49.91358820861678, ""pitch"": 47, ""amp"": 0.34546005725860596, ""frequency_hz"": 123.47082531403103}"
BP_0012,ROOT_HYPOTHESIS,HF008,"[""HF008""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6981968283653259,"{""note_id"": ""BP_0012"", ""onset_s"": ""49.669778684807255"", ""offset_s"": ""49.92519818594104"", ""midi_pitch"": ""35"", ""amplitude"": ""0.525466799736023"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 49.669778684807255, ""offset"": 49.92519818594104, ""pitch"": 35, ""amp"": 0.525466799736023, ""frequency_hz"": 61.7354126570155}"
BP_0013,ROOT_HYPOTHESIS,HF009,"[""HF009""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6547960042953491,"{""note_id"": ""BP_0013"", ""onset_s"": ""50.052907936507935"", ""offset_s"": ""50.34315736961451"", ""midi_pitch"": ""36"", ""amplitude"": ""0.6547960042953491"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 50.052907936507935, ""offset"": 50.34315736961451, ""pitch"": 36, ""amp"": 0.6547960042953491, ""frequency_hz"": 65.40639132514966}"
BP_0014,ROOT_HYPOTHESIS,HF010,"[""HF010""]",1,0.0,new observed pitch incompatible with active harmonic families,0.7015395760536194,"{""note_id"": ""BP_0014"", ""onset_s"": ""50.35476734693877"", ""offset_s"": ""51.18035963718821"", ""midi_pitch"": ""28"", ""amplitude"": ""0.7015395760536194"", ""pitch_bends"": ""[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]"", ""onset"": 50.35476734693877, ""offset"": 51.18035963718821, ""pitch"": 28, ""amp"": 0.7015395760536194, ""frequency_hz"": 41.20344461410875}"
BP_0015,HARMONIC_HYPOTHESIS,HF010,"[""HF010""]",3,-1.955000865387585,frequency-compatible active family; separate higher note remains alternative,0.3641429543495178,"{""note_id"": ""BP_0015"", ""onset_s"": ""50.6914566893424"", ""offset_s"": ""51.05264988662132"", ""midi_pitch"": ""47"", ""amplitude"": ""0.3641429543495178"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 50.6914566893424, ""offset"": 51.05264988662132, ""pitch"": 47, ""amp"": 0.3641429543495178, ""frequency_hz"": 123.47082531403103}"
BP_0016,HARMONIC_HYPOTHESIS,HF010,"[""HF010""]",2,0.0,frequency-compatible active family; separate higher note remains alternative,0.3492751121520996,"{""note_id"": ""BP_0016"", ""onset_s"": ""50.80755646258503"", ""offset_s"": ""50.9946"", ""midi_pitch"": ""40"", ""amplitude"": ""0.3492751121520996"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 50.80755646258503, ""offset"": 50.9946, ""pitch"": 40, ""amp"": 0.3492751121520996, ""frequency_hz"": 82.4068892282175}"
BP_0017,ROOT_HYPOTHESIS,HF011,"[""HF011""]",1,0.0,new observed pitch incompatible with active harmonic families,0.4520692229270935,"{""note_id"": ""BP_0017"", ""onset_s"": ""51.18035963718821"", ""offset_s"": ""51.38933922902494"", ""midi_pitch"": ""29"", ""amplitude"": ""0.4520692229270935"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 51.18035963718821, ""offset"": 51.38933922902494, ""pitch"": 29, ""amp"": 0.4520692229270935, ""frequency_hz"": 43.653528929125486}"
BP_0018,HARMONIC_HYPOTHESIS,HF012,"[""HF012""]",2,0.0,frequency-compatible active family; separate higher note remains alternative,0.37049803137779236,"{""note_id"": ""BP_0018"", ""onset_s"": ""51.56348888888889"", ""offset_s"": ""51.72602857142857"", ""midi_pitch"": ""45"", ""amplitude"": ""0.37049803137779236"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 51.56348888888889, ""offset"": 51.72602857142857, ""pitch"": 45, ""amp"": 0.37049803137779236, ""frequency_hz"": 110.0}"
BP_0019,ROOT_HYPOTHESIS,HF012,"[""HF012""]",1,0.0,new observed pitch incompatible with active harmonic families,0.7849135845899582,"{""note_id"": ""BP_0019"", ""onset_s"": ""51.586708843537416"", ""offset_s"": ""51.95822811791383"", ""midi_pitch"": ""33"", ""amplitude"": ""0.599664568901062"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 51.586708843537416, ""offset"": 51.95822811791383, ""pitch"": 33, ""amp"": 0.599664568901062, ""frequency_hz"": 55.0}"
BP_0020,HARMONIC_HYPOTHESIS,HF013,"[""HF013""]",2,3.8441118045779003e-13,frequency-compatible active family; separate higher note remains alternative,0.4663667678833008,"{""note_id"": ""BP_0020"", ""onset_s"": ""51.86534829931973"", ""offset_s"": ""52.16720770975057"", ""midi_pitch"": ""50"", ""amplitude"": ""0.4663667678833008"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 51.86534829931973, ""offset"": 52.16720770975057, ""pitch"": 50, ""amp"": 0.4663667678833008, ""frequency_hz"": 146.8323839587038}"
BP_0021,ROOT_HYPOTHESIS,HF013,"[""HF013""]",1,0.0,new observed pitch incompatible with active harmonic families,0.8975421190261841,"{""note_id"": ""BP_0021"", ""onset_s"": ""51.87695827664399"", ""offset_s"": ""52.16720770975057"", ""midi_pitch"": ""38"", ""amplitude"": ""0.6643587350845337"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 51.87695827664399, ""offset"": 52.16720770975057, ""pitch"": 38, ""amp"": 0.6643587350845337, ""frequency_hz"": 73.41619197935188}"
BP_0022,ROOT_HYPOTHESIS,HF014,"[""HF014""]",1,0.0,new observed pitch incompatible with active harmonic families,0.49953441321849823,"{""note_id"": ""BP_0022"", ""onset_s"": ""52.16720770975057"", ""offset_s"": ""52.38779727891156"", ""midi_pitch"": ""39"", ""amplitude"": ""0.3076585829257965"", ""pitch_bends"": ""[-2, -2, -2, 1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]"", ""onset"": 52.16720770975057, ""offset"": 52.38779727891156, ""pitch"": 39, ""amp"": 0.3076585829257965, ""frequency_hz"": 77.78174593052023}"
BP_0023,HARMONIC_HYPOTHESIS,HF014,"[""HF014""]",2,0.0,frequency-compatible active family; separate higher note remains alternative,0.38375166058540344,"{""note_id"": ""BP_0023"", ""onset_s"": ""52.16720770975057"", ""offset_s"": ""52.306527437641726"", ""midi_pitch"": ""51"", ""amplitude"": ""0.38375166058540344"", ""pitch_bends"": ""[-2, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 52.16720770975057, ""offset"": 52.306527437641726, ""pitch"": 51, ""amp"": 0.38375166058540344, ""frequency_hz"": 155.56349186104046}"
BP_0024,ROOT_HYPOTHESIS,HF015,"[""HF015""]",1,0.0,new observed pitch incompatible with active harmonic families,0.7341418564319611,"{""note_id"": ""BP_0024"", ""onset_s"": ""52.573556916099776"", ""offset_s"": ""52.71287664399093"", ""midi_pitch"": ""36"", ""amplitude"": ""0.5872781872749329"", ""pitch_bends"": ""[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 52.573556916099776, ""offset"": 52.71287664399093, ""pitch"": 36, ""amp"": 0.5872781872749329, ""frequency_hz"": 65.40639132514966}"
BP_0025,HARMONIC_HYPOTHESIS,HF015,"[""HF015""]",2,0.0,frequency-compatible active family; separate higher note remains alternative,0.2937273383140564,"{""note_id"": ""BP_0025"", ""onset_s"": ""52.5967768707483"", ""offset_s"": ""52.77092653061224"", ""midi_pitch"": ""48"", ""amplitude"": ""0.2937273383140564"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]"", ""onset"": 52.5967768707483, ""offset"": 52.77092653061224, ""pitch"": 48, ""amp"": 0.2937273383140564, ""frequency_hz"": 130.8127826502993}"
BP_0026,POSSIBLE_ROOT_FRAGMENT,HF015,"[""HF015""]",1,0.0,same-MIDI current-family continuation within two output frames,0.7528412342071533,"{""note_id"": ""BP_0026"", ""onset_s"": ""52.724486621315194"", ""offset_s"": ""52.95797006802721"", ""midi_pitch"": ""36"", ""amplitude"": ""0.7528412342071533"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1]"", ""onset"": 52.724486621315194, ""offset"": 52.95797006802721, ""pitch"": 36, ""amp"": 0.7528412342071533, ""frequency_hz"": 65.40639132514966}"
BP_0027,ROOT_HYPOTHESIS,HF016,"[""HF016""]",1,0.0,new observed pitch incompatible with active harmonic families,0.5999084711074829,"{""note_id"": ""BP_0027"", ""onset_s"": ""52.887026303854874"", ""offset_s"": ""53.0856798185941"", ""midi_pitch"": ""43"", ""amplitude"": ""0.5999084711074829"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 52.887026303854874, ""offset"": 53.0856798185941, ""pitch"": 43, ""amp"": 0.5999084711074829, ""frequency_hz"": 97.99885899543733}"
BP_0028,POSSIBLE_ROOT_FRAGMENT,HF016,"[""HF016""]",1,0.0,same-MIDI current-family continuation within two output frames,0.6718215346336365,"{""note_id"": ""BP_0028"", ""onset_s"": ""53.0856798185941"", ""offset_s"": ""53.317879365079364"", ""midi_pitch"": ""43"", ""amplitude"": ""0.6718215346336365"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 53.0856798185941, ""offset"": 53.317879365079364, ""pitch"": 43, ""amp"": 0.6718215346336365, ""frequency_hz"": 97.99885899543733}"
BP_0029,ROOT_HYPOTHESIS,HF017,"[""HF017""]",1,0.0,new observed pitch incompatible with active harmonic families,0.7141633629798889,"{""note_id"": ""BP_0029"", ""onset_s"": ""53.37592925170068"", ""offset_s"": ""53.701008616780044"", ""midi_pitch"": ""41"", ""amplitude"": ""0.7141633629798889"", ""pitch_bends"": ""[2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]"", ""onset"": 53.37592925170068, ""offset"": 53.701008616780044, ""pitch"": 41, ""amp"": 0.7141633629798889, ""frequency_hz"": 87.30705785825097}"
BP_0030,ROOT_HYPOTHESIS,HF018,"[""HF018""]",1,0.0,new observed pitch incompatible with active harmonic families,0.47515735030174255,"{""note_id"": ""BP_0030"", ""onset_s"": ""53.72422857142857"", ""offset_s"": ""54.362777324263035"", ""midi_pitch"": ""46"", ""amplitude"": ""0.47515735030174255"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"", ""onset"": 53.72422857142857, ""offset"": 54.362777324263035, ""pitch"": 46, ""amp"": 0.47515735030174255, ""frequency_hz"": 116.54094037952248}"
BP_0031,ROOT_HYPOTHESIS,HF019,"[""HF019""]",1,0.0,new observed pitch incompatible with active harmonic families,0.5153698325157166,"{""note_id"": ""BP_0031"", ""onset_s"": ""54.40921723356009"", ""offset_s"": ""54.757516553287985"", ""midi_pitch"": ""44"", ""amplitude"": ""0.5153698325157166"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 54.40921723356009, ""offset"": 54.757516553287985, ""pitch"": 44, ""amp"": 0.5153698325157166, ""frequency_hz"": 103.82617439498628}"
BP_0032,ROOT_HYPOTHESIS,HF020,"[""HF020""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6777759790420532,"{""note_id"": ""BP_0032"", ""onset_s"": ""54.88522630385488"", ""offset_s"": ""55.130319727891155"", ""midi_pitch"": ""43"", ""amplitude"": ""0.6777759790420532"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 54.88522630385488, ""offset"": 55.130319727891155, ""pitch"": 43, ""amp"": 0.6777759790420532, ""frequency_hz"": 97.99885899543733}"
BP_0033,ROOT_HYPOTHESIS,HF021,"[""HF021""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6514647603034973,"{""note_id"": ""BP_0033"", ""onset_s"": ""55.188369614512474"", ""offset_s"": ""55.37412925170068"", ""midi_pitch"": ""41"", ""amplitude"": ""0.6514647603034973"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1]"", ""onset"": 55.188369614512474, ""offset"": 55.37412925170068, ""pitch"": 41, ""amp"": 0.6514647603034973, ""frequency_hz"": 87.30705785825097}"
BP_0034,ROOT_HYPOTHESIS,HF022,"[""HF022""]",1,0.0,new observed pitch incompatible with active harmonic families,0.3731350302696228,"{""note_id"": ""BP_0034"", ""onset_s"": ""55.49022902494331"", ""offset_s"": ""55.80369841269841"", ""midi_pitch"": ""35"", ""amplitude"": ""0.3731350302696228"", ""pitch_bends"": ""[1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 55.49022902494331, ""offset"": 55.80369841269841, ""pitch"": 35, ""amp"": 0.3731350302696228, ""frequency_hz"": 61.7354126570155}"
BP_0035,ROOT_HYPOTHESIS,HF023,"[""HF023""]",1,0.0,new observed pitch incompatible with active harmonic families,0.7484636008739471,"{""note_id"": ""BP_0035"", ""onset_s"": ""55.87335827664399"", ""offset_s"": ""56.221657596371884"", ""midi_pitch"": ""34"", ""amplitude"": ""0.587192177772522"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 55.87335827664399, ""offset"": 56.221657596371884, ""pitch"": 34, ""amp"": 0.587192177772522, ""frequency_hz"": 58.27047018976124}"
BP_0036,HARMONIC_HYPOTHESIS,HF023,"[""HF023""]",2,0.0,frequency-compatible active family; separate higher note remains alternative,0.32254284620285034,"{""note_id"": ""BP_0036"", ""onset_s"": ""55.88496825396825"", ""offset_s"": ""56.09394784580499"", ""midi_pitch"": ""46"", ""amplitude"": ""0.32254284620285034"", ""pitch_bends"": ""[-1, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1]"", ""onset"": 55.88496825396825, ""offset"": 56.09394784580499, ""pitch"": 46, ""amp"": 0.32254284620285034, ""frequency_hz"": 116.54094037952248}"
BP_0037,ROOT_HYPOTHESIS,HF024,"[""HF024""]",1,0.0,new observed pitch incompatible with active harmonic families,0.5881540179252625,"{""note_id"": ""BP_0037"", ""onset_s"": ""56.29131746031746"", ""offset_s"": ""56.558346938775514"", ""midi_pitch"": ""44"", ""amplitude"": ""0.5881540179252625"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]"", ""onset"": 56.29131746031746, ""offset"": 56.558346938775514, ""pitch"": 44, ""amp"": 0.5881540179252625, ""frequency_hz"": 103.82617439498628}"
BP_0038,ROOT_HYPOTHESIS,HF025,"[""HF025""]",1,0.0,new observed pitch incompatible with active harmonic families,0.6398770809173584,"{""note_id"": ""BP_0038"", ""onset_s"": ""56.65122675736961"", ""offset_s"": ""56.89503628117914"", ""midi_pitch"": ""43"", ""amplitude"": ""0.6398770809173584"", ""pitch_bends"": ""[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 56.65122675736961, ""offset"": 56.89503628117914, ""pitch"": 43, ""amp"": 0.6398770809173584, ""frequency_hz"": 97.99885899543733}"
BP_0039,ROOT_HYPOTHESIS,HF026,"[""HF026""]",1,0.0,new observed pitch incompatible with active harmonic families,0.3900283873081207,"{""note_id"": ""BP_0039"", ""onset_s"": ""56.95437006802721"", ""offset_s"": ""57.16334965986395"", ""midi_pitch"": ""47"", ""amplitude"": ""0.3900283873081207"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 56.95437006802721, ""offset"": 57.16334965986395, ""pitch"": 47, ""amp"": 0.3900283873081207, ""frequency_hz"": 123.47082531403103}"
BP_0040,ROOT_HYPOTHESIS,HF027,"[""HF027""]",1,0.0,new observed pitch incompatible with active harmonic families,0.4190000891685486,"{""note_id"": ""BP_0040"", ""onset_s"": ""57.03563990929705"", ""offset_s"": ""57.209789569160996"", ""midi_pitch"": ""35"", ""amplitude"": ""0.4190000891685486"", ""pitch_bends"": ""[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"", ""onset"": 57.03563990929705, ""offset"": 57.209789569160996, ""pitch"": 35, ""amp"": 0.4190000891685486, ""frequency_hz"": 61.7354126570155}"
BP_0041,ROOT_HYPOTHESIS,HF028,"[""HF028""]",1,0.0,new observed pitch incompatible with active harmonic families,0.39161863923072815,"{""note_id"": ""BP_0041"", ""onset_s"": ""57.314279365079365"", ""offset_s"": ""57.581308843537414"", ""midi_pitch"": ""48"", ""amplitude"": ""0.39161863923072815"", ""pitch_bends"": ""[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 57.314279365079365, ""offset"": 57.581308843537414, ""pitch"": 48, ""amp"": 0.39161863923072815, ""frequency_hz"": 130.8127826502993}"
BP_0042,ROOT_HYPOTHESIS,HF029,"[""HF029""]",1,0.0,new observed pitch incompatible with active harmonic families,0.5759354710578919,"{""note_id"": ""BP_0042"", ""onset_s"": ""57.34910929705215"", ""offset_s"": ""57.581308843537414"", ""midi_pitch"": ""36"", ""amplitude"": ""0.4997938573360443"", ""pitch_bends"": ""[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 57.34910929705215, ""offset"": 57.581308843537414, ""pitch"": 36, ""amp"": 0.4997938573360443, ""frequency_hz"": 65.40639132514966}"
BP_0043,HARMONIC_HYPOTHESIS,HF029,"[""HF029""]",5,13.686286135165219,frequency-compatible active family; separate higher note remains alternative,0.38070806860923767,"{""note_id"": ""BP_0043"", ""onset_s"": ""57.37232925170068"", ""offset_s"": ""57.51164897959184"", ""midi_pitch"": ""64"", ""amplitude"": ""0.38070806860923767"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 57.37232925170068, ""offset"": 57.51164897959184, ""pitch"": 64, ""amp"": 0.38070806860923767, ""frequency_hz"": 329.6275569128699}"
BP_0044,ROOT_HYPOTHESIS,HF030,"[""HF030""]",1,0.0,new observed pitch incompatible with active harmonic families,0.3800389766693115,"{""note_id"": ""BP_0044"", ""onset_s"": ""57.56969886621315"", ""offset_s"": ""57.70901859410431"", ""midi_pitch"": ""28"", ""amplitude"": ""0.3800389766693115"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]"", ""onset"": 57.56969886621315, ""offset"": 57.70901859410431, ""pitch"": 28, ""amp"": 0.3800389766693115, ""frequency_hz"": 41.20344461410875}"
BP_0045,HARMONIC_HYPOTHESIS,HF030,"[""HF030""]",3,-1.955000865387585,frequency-compatible active family; separate higher note remains alternative,0.2830175459384918,"{""note_id"": ""BP_0045"", ""onset_s"": ""57.67418866213152"", ""offset_s"": ""57.813508390022676"", ""midi_pitch"": ""47"", ""amplitude"": ""0.2830175459384918"", ""pitch_bends"": ""[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"", ""onset"": 57.67418866213152, ""offset"": 57.813508390022676, ""pitch"": 47, ""amp"": 0.2830175459384918, ""frequency_hz"": 123.47082531403103}"
