event_id,family,timestamp_s,sample_index,frame_index,previous_interval_s,source_identity,kind,timing_grid_ms
F_MIX_00880,F_MIX,175.05523809523808,7719936,15078,0.06965986394556012,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00881,F_MIX,175.22938775510204,7727616,15093,0.17414965986395714,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00882,F_MIX,175.34548752834468,7732736,15103,0.1160997732426381,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00883,F_MIX,175.4267573696145,7736320,15110,0.08126984126982961,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00884,F_MIX,175.5892970521542,7743488,15124,0.16253968253968765,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00885,F_MIX,175.69378684807256,7748096,15133,0.1044897959183686,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00886,F_MIX,175.79827664399093,7752704,15142,0.1044897959183686,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00887,F_MIX,175.96081632653062,7759872,15156,0.16253968253968765,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00888,F_MIX,176.065306122449,7764480,15165,0.1044897959183686,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00889,F_MIX,176.13496598639455,7767552,15171,0.06965986394556012,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00890,F_MIX,176.32072562358277,7775744,15187,0.18575963718822663,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00891,F_MIX,176.43682539682538,7780864,15197,0.11609977324260967,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00892,F_MIX,176.5297052154195,7784960,15205,0.09287981859412753,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00893,F_MIX,176.79673469387754,7796736,15228,0.2670294784580278,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00894,F_MIX,177.16825396825396,7813120,15260,0.37151927437642485,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00895,F_MIX,177.24952380952382,7816704,15267,0.08126984126985803,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00896,F_MIX,177.5978231292517,7832064,15297,0.34829931972788586,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00897,F_MIX,177.86485260770976,7843840,15320,0.26702947845805625,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00898,F_MIX,178.23637188208616,7860224,15352,0.3715192743763964,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00899,F_MIX,178.32925170068026,7864320,15360,0.0928798185940991,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00900,F_MIX,178.5730612244898,7875072,15381,0.24380952380954568,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00901,F_MIX,179.03746031746033,7895552,15421,0.46439909297052395,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00902,F_MIX,179.39736961451248,7911424,15452,0.35990929705215535,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00903,F_MIX,179.74566893424037,7926784,15482,0.34829931972788586,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00904,F_MIX,180.01269841269843,7938560,15505,0.26702947845805625,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00905,F_MIX,180.12879818594104,7943680,15515,0.11609977324260967,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00906,F_MIX,180.3958276643991,7955456,15538,0.26702947845805625,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00907,F_MIX,180.4887074829932,7959552,15546,0.0928798185940991,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00908,F_MIX,180.74412698412698,7970816,15568,0.25541950113378675,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00909,F_MIX,180.84861678004535,7975424,15577,0.1044897959183686,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00910,F_MIX,180.8950566893424,7977472,15581,0.04643990929704955,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00911,F_MIX,181.23174603174604,7992320,15610,0.3366893424036448,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00912,F_MIX,181.48716553287983,8003584,15632,0.25541950113378675,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00913,F_MIX,181.56843537414966,8007168,15639,0.08126984126982961,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00914,F_MIX,181.62648526077098,8009728,15644,0.05804988662131905,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00915,F_MIX,181.8702947845805,8020480,15665,0.24380952380951726,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00916,F_MIX,181.95156462585035,8024064,15672,0.08126984126985803,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00917,F_MIX,182.20698412698414,8035328,15694,0.25541950113378675,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00918,F_MIX,182.29986394557824,8039424,15702,0.0928798185940991,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00919,F_MIX,182.35791383219956,8041984,15707,0.05804988662131905,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00920,F_MIX,182.6829931972789,8056320,15735,0.32507936507934687,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00921,F_MIX,182.95002267573696,8068096,15758,0.26702947845805625,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00922,F_MIX,183.04290249433106,8072192,15766,0.0928798185940991,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00923,F_MIX,183.658231292517,8099328,15819,0.6153287981859421,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00924,F_MIX,183.7511111111111,8103424,15827,0.0928798185940991,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00925,F_MIX,183.79755102040815,8105472,15831,0.04643990929704955,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00926,F_MIX,183.98331065759638,8113664,15847,0.18575963718822663,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00927,F_MIX,184.02975056689343,8115712,15851,0.04643990929704955,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00928,F_MIX,184.12263038548753,8119808,15859,0.0928798185940991,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00929,F_MIX,184.3548299319728,8130048,15879,0.2321995464852762,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00930,F_MIX,184.45931972789117,8134656,15888,0.1044897959183686,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00931,F_MIX,184.74956916099774,8147456,15913,0.2902494331065668,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00932,F_MIX,184.84244897959184,8151552,15921,0.0928798185940991,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00933,F_MIX,185.05142857142857,8160768,15939,0.2089795918367372,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00934,F_MIX,185.17913832199545,8166400,15950,0.12770975056687917,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00935,F_MIX,185.5390476190476,8182272,15981,0.35990929705215535,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00936,F_MIX,185.80607709750566,8194048,16004,0.26702947845805625,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00937,F_MIX,185.9221768707483,8199168,16014,0.1160997732426381,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00938,F_MIX,186.1427664399093,8208896,16033,0.2205895691610067,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00939,F_MIX,186.28208616780046,8215040,16045,0.13931972789114866,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00940,F_MIX,186.6419954648526,8230912,16076,0.35990929705215535,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00941,F_MIX,186.6768253968254,8232448,16079,0.03482993197278006,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00942,F_MIX,186.81614512471654,8238592,16091,0.13931972789114866,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00943,F_MIX,187.00190476190477,8246784,16107,0.18575963718822663,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00944,F_MIX,187.28054421768707,8259072,16131,0.2786394557822973,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00945,F_MIX,187.3734240362812,8263168,16139,0.09287981859412753,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00946,F_MIX,187.40825396825397,8264704,16142,0.03482993197278006,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
F_MIX_00947,F_MIX,187.67528344671203,8276480,16165,0.26702947845805625,UNKNOWN_SOURCE,SPECTRAL_ONSET_CANDIDATE,11.609977324263038
