GT_event_id,take,string,condition,expected_pitch,GT_onset,GT_lower_bound,GT_upper_bound,matched_BP_event_id,BP_MIDI_pitch,BP_onset,BP_offset,match_classification,signed_error_ms,absolute_error_ms,interval_relation,notes,candidate_ids,source_wav,clip_id
GAL09_20260914_S2_E_CN_R06,20260914_0033,E,comfortable-natural,28,58.97467800453515,58.973678004535145,58.97567800453515,T05_N008,28,58.911428117913836,70.49427891156463,CORRECT_PITCH_MATCH,-63.24988662131403,63.24988662131403,BEFORE,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T05_N008,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,T05
GAL09_20260914_S2_E_CN_R07,20260914_0033,E,comfortable-natural,28,71.68974376417233,71.68874376417233,71.69074376417234,T05_N007,28,71.69139047619048,82.3325492063492,CORRECT_PITCH_MATCH,1.6467120181431483,1.6467120181431483,AFTER,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T05_N007,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,T05
GAL09_20260914_S2_E_CN_R08,20260914_0033,E,comfortable-natural,28,83.15163832199546,83.15056235827664,83.15271428571428,T05_N005,28,83.0871977324263,93.33361723356009,CORRECT_PITCH_MATCH,-64.4405895691591,64.4405895691591,BEFORE,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T05_N005,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,T05
GAL09_20260914_S2_E_CN_R09,20260914_0033,E,comfortable-natural,28,93.30247845804989,93.30147845804989,93.30347845804988,T05_N002,28,93.33361723356009,104.93968798185941,CORRECT_PITCH_MATCH,31.13877551020039,31.13877551020039,AFTER,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T05_N002,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,T05
GAL09_20260914_S2_E_CN_R10,20260914_0033,E,comfortable-natural,28,105.55883219954649,105.55783219954648,105.55983219954649,T05_N001,28,105.4982507936508,117.40618095238096,CORRECT_PITCH_MATCH,-60.5814058956895,60.5814058956895,BEFORE,"1 exact-pitch, 4 octave-equivalent, 5 total persistent hypotheses; no timing-error ranking",T05_N001,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,T05
GAL09_20260914_S2_A_CN_R01,20260914_0034,A,comfortable-natural,33,2.5904943310657598,2.5894943310657594,2.5914943310657597,,,,,MULTIPLE_BP_CANDIDATES,,,,"2 exact-pitch, 0 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T06_N012;T06_N013,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_A_CN_R02,20260914_0034,A,comfortable-natural,33,16.25178798185941,16.25073015873016,16.252845804988663,T06_N011,33,16.21779954648526,30.193589569160995,CORRECT_PITCH_MATCH,-33.98843537415175,33.98843537415175,BEFORE,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T06_N011,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_A_CN_R03,20260914_0034,A,comfortable-natural,33,30.66712471655329,30.666124716553288,30.668124716553287,T06_N010,33,30.646378684807257,45.20266757369615,CORRECT_PITCH_MATCH,-20.7460317460324,20.7460317460324,BEFORE,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T06_N010,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_A_CN_R04,20260914_0034,A,comfortable-natural,33,45.60701814058957,45.60601814058957,45.60801814058957,T06_N009,33,45.58579682539683,59.713800453514736,CORRECT_PITCH_MATCH,-21.221315192740065,21.221315192740065,BEFORE,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T06_N009,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_A_CN_R05,20260914_0034,A,comfortable-natural,33,60.15082086167801,60.149689342403626,60.152689342403626,T06_N008,33,60.1317596371882,74.00305986394558,CORRECT_PITCH_MATCH,-19.061224489803408,19.061224489803408,BEFORE,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T06_N008,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_A_CN_R06,20260914_0034,A,comfortable-natural,33,74.37897278911565,74.37797278911565,74.37997278911564,T06_N007,33,74.35135918367347,85.0853977324263,CORRECT_PITCH_MATCH,-27.613605442184053,27.613605442184053,BEFORE,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T06_N007,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_A_CN_R07,20260914_0034,A,comfortable-natural,33,85.3745589569161,85.3734126984127,85.3757052154195,T06_N006,33,85.35242721088436,97.73765034013606,CORRECT_PITCH_MATCH,-22.131746031746502,22.131746031746502,BEFORE,"1 exact-pitch, 0 octave-equivalent, 6 total persistent hypotheses; no timing-error ranking",T06_N006,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_A_CN_R08,20260914_0034,A,comfortable-natural,33,98.17235487528345,98.17120181405896,98.17350793650793,T06_N004,33,98.132389569161,112.23588934240362,CORRECT_PITCH_MATCH,-39.96530612243987,39.96530612243987,BEFORE,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T06_N004,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_A_CN_R09,20260914_0034,A,comfortable-natural,33,112.49410657596371,112.49310657596372,112.49510657596372,T06_N003,33,112.50291882086168,127.14047755102041,CORRECT_PITCH_MATCH,8.812244897967503,8.812244897967503,AFTER,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T06_N003,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_A_CN_R10,20260914_0034,A,comfortable-natural,33,127.40990589569161,127.40887074829932,127.4109410430839,,,,,MULTIPLE_BP_CANDIDATES,,,,"2 exact-pitch, 0 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T06_N001;T06_N002,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,T06
GAL09_20260914_S2_D_CN_R01,20260914_0035,D,comfortable-natural,38,2.584026077097506,2.5827619047619046,2.5852902494331067,T07_N014,38,2.64835873015873,15.43864716553288,CORRECT_PITCH_MATCH,64.33265306122405,64.33265306122405,AFTER,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T07_N014,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_D_CN_R02,20260914_0035,D,comfortable-natural,38,16.130236961451246,16.129163265306122,16.131310657596373,T07_N013,38,16.11330975056689,27.38140725623583,CORRECT_PITCH_MATCH,-16.927210884354338,16.927210884354338,BEFORE,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T07_N013,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_D_CN_R03,20260914_0035,D,comfortable-natural,38,27.835951247165532,27.834861678004536,27.83704081632653,T07_N012,38,27.881920181405896,38.56951882086168,CORRECT_PITCH_MATCH,45.968934240363524,45.968934240363524,AFTER,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T07_N012,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_D_CN_R04,20260914_0035,D,comfortable-natural,38,38.90980725623583,38.908807256235825,38.91080725623583,T07_N010,38,38.89459818594104,50.3613492063492,CORRECT_PITCH_MATCH,-15.209070294787352,15.209070294787352,BEFORE,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T07_N010,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_D_CN_R05,20260914_0035,D,comfortable-natural,38,50.76001020408163,50.75899092970521,50.76102947845805,T07_N009,38,50.756088435374146,62.84977823129252,CORRECT_PITCH_MATCH,-3.9217687074852847,3.9217687074852847,BEFORE,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T07_N009,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_D_CN_R06,20260914_0035,D,comfortable-natural,38,63.42985260770975,63.42885260770975,63.43085260770975,T07_N008,38,63.43027709750567,76.10574965986395,CORRECT_PITCH_MATCH,0.4244897959253535,0.4244897959253535,INSIDE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T07_N008,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_D_CN_R07,20260914_0035,D,comfortable-natural,38,76.91308843537415,76.91208843537414,76.91408843537415,T07_N006,38,76.9068380952381,89.03535782312926,CORRECT_PITCH_MATCH,-6.250340136048749,6.250340136048749,BEFORE,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T07_N006,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_D_CN_R08,20260914_0035,D,comfortable-natural,38,89.4532403628118,89.45224036281179,89.45424036281179,T07_N004,38,89.43138095238095,102.2216693877551,CORRECT_PITCH_MATCH,-21.85941043084938,21.85941043084938,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T07_N004,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_D_CN_R09,20260914_0035,D,comfortable-natural,38,102.55956009070294,102.55856009070295,102.56056009070295,T07_N003,38,102.54674875283446,116.45287891156462,CORRECT_PITCH_MATCH,-12.81133786848443,12.81133786848443,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T07_N003,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_D_CN_R10,20260914_0035,D,comfortable-natural,38,116.82304535147392,116.82204535147392,116.82404535147393,T07_N001,38,116.82439818594105,129.74368027210886,CORRECT_PITCH_MATCH,1.3528344671271952,1.3528344671271952,AFTER,"1 exact-pitch, 1 octave-equivalent, 5 total persistent hypotheses; no timing-error ranking",T07_N001,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,T07
GAL09_20260914_S2_G_CN_R01,20260914_0036,G,comfortable-natural,43,2.316,2.315,2.317,T08_N019,43,2.311669387755102,14.765268480725624,CORRECT_PITCH_MATCH,-4.330612244897836,4.330612244897836,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T08_N019,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S2_G_CN_R02,20260914_0036,G,comfortable-natural,43,15.061080498866213,15.059897959183674,15.063263038548753,T08_N018,43,15.0555179138322,26.754468480725624,CORRECT_PITCH_MATCH,-5.562585034013523,5.562585034013523,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T08_N018,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S2_G_CN_R03,20260914_0036,G,comfortable-natural,43,27.70567233560091,27.70465759637188,27.706687074829933,T08_N017,43,27.706486621315193,38.00062993197279,CORRECT_PITCH_MATCH,0.8142857142843241,0.8142857142843241,INSIDE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T08_N017,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S2_G_CN_R04,20260914_0036,G,comfortable-natural,43,38.71863265306123,38.71763265306122,38.719632653061225,T08_N015,43,38.70883854875284,48.514078911564624,CORRECT_PITCH_MATCH,-9.794104308390672,9.794104308390672,BEFORE,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T08_N015,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S2_G_CN_R05,20260914_0036,G,comfortable-natural,43,48.77366553287982,48.772557823129254,48.77477324263039,T08_N012,43,48.76949841269841,58.354149206349206,CORRECT_PITCH_MATCH,-4.167120181406858,4.167120181406858,BEFORE,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T08_N012,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S2_G_CN_R06,20260914_0036,G,comfortable-natural,43,58.61310657596372,58.61210657596372,58.61410657596372,T08_N011,43,58.59795873015873,70.74969841269842,CORRECT_PITCH_MATCH,-15.147845804989402,15.147845804989402,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T08_N011,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S2_G_CN_R07,20260914_0036,G,comfortable-natural,43,71.64406009070295,71.6426485260771,71.6454716553288,T08_N010,43,71.63334058956916,82.32093922902494,CORRECT_PITCH_MATCH,-10.719501133792164,10.719501133792164,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T08_N010,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S2_G_CN_R08,20260914_0036,G,comfortable-natural,43,82.93145578231292,82.93045578231292,82.93245578231293,T08_N008,43,82.92465804988662,94.31013922902494,CORRECT_PITCH_MATCH,-6.7977324263068795,6.7977324263068795,BEFORE,"1 exact-pitch, 1 octave-equivalent, 9 total persistent hypotheses; no timing-error ranking",T08_N008,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S2_G_CN_R09,20260914_0036,G,comfortable-natural,43,94.68881405895692,94.68781405895692,94.68981405895691,T08_N003,43,94.68165850340137,106.76373832199546,CORRECT_PITCH_MATCH,-7.155555555556248,7.155555555556248,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T08_N003,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S2_G_CN_R10,20260914_0036,G,comfortable-natural,43,106.75772562358277,106.75672562358277,106.75872562358276,T08_N001,43,106.76373832199546,118.13760952380953,CORRECT_PITCH_MATCH,6.012698412689588,6.012698412689588,AFTER,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T08_N001,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0036 [2026-09-14 173009].wav,T08
GAL09_20260914_S3_E_F_R01,20260914_0037,E,forte,28,2.0068208616780043,2.005641723356009,2.008,T09_N028,28,2.033029931972789,9.850396371882086,CORRECT_PITCH_MATCH,26.20907029478481,26.20907029478481,AFTER,"1 exact-pitch, 5 octave-equivalent, 8 total persistent hypotheses; no timing-error ranking",T09_N028,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_E_F_R02,20260914_0037,E,forte,28,15.12959410430839,15.128594104308391,15.13059410430839,T09_N023,28,15.148397732426304,25.895330158730157,CORRECT_PITCH_MATCH,18.803628117913362,18.803628117913362,AFTER,"1 exact-pitch, 3 octave-equivalent, 5 total persistent hypotheses; no timing-error ranking",T09_N023,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_E_F_R03,20260914_0037,E,forte,28,26.205315192743765,26.20428344671202,26.20634693877551,T09_N018,28,26.24362947845805,34.44540907029479,CORRECT_PITCH_MATCH,38.314285714285745,38.314285714285745,AFTER,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T09_N018,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_E_F_R04,20260914_0037,E,forte,28,37.464410430839,37.463410430839005,37.465410430839,T09_N016,28,37.43045714285714,47.5607768707483,CORRECT_PITCH_MATCH,-33.95328798185915,33.95328798185915,BEFORE,"1 exact-pitch, 1 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T09_N016,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_E_F_R05,20260914_0037,E,forte,28,47.81432653061224,47.813326530612244,47.815326530612246,T09_N012,28,47.84070022675737,55.76384036281179,CORRECT_PITCH_MATCH,26.373696145128633,26.373696145128633,AFTER,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T09_N012,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_E_F_R06,20260914_0037,E,forte,28,59.5097074829932,59.508707482993195,59.5107074829932,T09_N010,28,59.53836689342404,70.36656916099774,CORRECT_PITCH_MATCH,28.659410430840637,28.659410430840637,AFTER,"1 exact-pitch, 2 octave-equivalent, 3 total persistent hypotheses; no timing-error ranking",T09_N010,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_E_F_R07,20260914_0037,E,forte,28,70.75956462585035,70.75856462585034,70.76056462585034,T09_N009,28,70.79613832199547,80.86840816326531,CORRECT_PITCH_MATCH,36.57369614512618,36.57369614512618,AFTER,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T09_N009,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_E_F_R08,20260914_0037,E,forte,28,81.15355102040816,81.15151927437641,81.15458276643992,T09_N007,28,81.11221768707483,91.46441088435374,CORRECT_PITCH_MATCH,-41.333333333327005,41.333333333327005,BEFORE,"1 exact-pitch, 3 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T09_N007,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_E_F_R09,20260914_0037,E,forte,28,91.79951247165533,91.79851247165533,91.80051247165532,T09_N005,28,91.73144036281178,102.04751972789116,CORRECT_PITCH_MATCH,-68.07210884355186,68.07210884355186,BEFORE,"1 exact-pitch, 4 octave-equivalent, 10 total persistent hypotheses; no timing-error ranking",T09_N005,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_E_F_R10,20260914_0037,E,forte,28,103.00875056689343,103.00775056689342,103.00975056689343,T09_N001,28,103.04597777777778,113.1879074829932,CORRECT_PITCH_MATCH,37.22721088435321,37.22721088435321,AFTER,"1 exact-pitch, 2 octave-equivalent, 4 total persistent hypotheses; no timing-error ranking",T09_N001,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0037 [2026-09-14 173227].wav,T09
GAL09_20260914_S3_A_F_R01,20260914_0038,A,forte,33,2.02878231292517,2.02778231292517,2.02978231292517,T10_N015,33,2.033029931972789,16.949228117913833,CORRECT_PITCH_MATCH,4.247619047619278,4.247619047619278,AFTER,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T10_N015,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
GAL09_20260914_S3_A_F_R02,20260914_0038,A,forte,33,17.662951247165534,17.66175283446712,17.664149659863945,,,,,MULTIPLE_BP_CANDIDATES,,,,"2 exact-pitch, 0 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T10_N013;T10_N014,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
GAL09_20260914_S3_A_F_R03,20260914_0038,A,forte,33,33.05854421768707,33.057544217687074,33.059544217687076,,,,,MULTIPLE_BP_CANDIDATES,,,,"2 exact-pitch, 0 octave-equivalent, 2 total persistent hypotheses; no timing-error ranking",T10_N010;T10_N011,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
GAL09_20260914_S3_A_F_R04,20260914_0038,A,forte,33,47.61371655328798,47.61271655328798,47.614716553287984,T10_N009,33,47.642046712018136,60.94445804988662,CORRECT_PITCH_MATCH,28.33015873015654,28.33015873015654,AFTER,"1 exact-pitch, 0 octave-equivalent, 1 total persistent hypotheses; no timing-error ranking",T10_N009,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0038 [2026-09-14 173542].wav,T10
